,指标1,指标2,相关性得分,最优TS位移位数,最优TS,最优皮尔逊位移位数,最优位移皮尔逊相关系数,指标1 显著频率top3,指标2 显著频率top3,未位移皮尔逊相关系数,TS,kl,相关类型(1:正相关_person为基准 ;0:负相关_TS为基准)
0,价格:白酒:五粮液(52度):500ml:一号店:月,申万行业指数:白酒:月,91.53775670178106,3,0.9653775670178102,3,0.9653775670178106,"[20.5, 11.714285714285714, 7.454545454545454]","[16.400000000000002, 7.454545454545454, 5.125]",0.9452508568325443,0.9452508568325444,0.06641335723298734,1
1,价格:白酒:五粮液(52度):500ml:一号店:月,申万行业指数:食品饮料:月,88.72528268158223,3,0.9372528268158217,3,0.9372528268158223,"[20.5, 11.714285714285714, 7.454545454545454]","[16.400000000000002, 7.454545454545454, 5.125]",0.9070012620547935,0.9070012620547935,0.01895278136666085,1
2,价格:白酒:五粮液(52度):500ml:一号店:月,食品饮料利润总额累计同比,30.640824986195433,-9,0.35640824986195435,-9,0.35640824986195435,"[20.5, 11.714285714285714, 7.454545454545454]","[41.0, 9.11111111111111, 11.714285714285714]",0.19210438748528336,0.1921043874852833,0.07484848175072016,1
3,价格:白酒:五粮液(52度):500ml:一号店:月,申万行业指数:市净率:白酒:月,88.89503587034747,1,0.9389503587034747,1,0.9389503587034748,"[20.5, 11.714285714285714, 7.454545454545454]","[27.33333333333333, 16.400000000000002, 11.714285714285714]",0.9356878507570651,0.9356878507570651,0.013554632048401873,1
4,价格:白酒:五粮液(52度):500ml:一号店:月,22个省市:平均价:猪肉:月,12.527207552005091,5,0.25930352489992475,0,0.17527207552005092,"[20.5, 11.714285714285714, 7.454545454545454]","[41.0, 10.25, 20.5]",0.17527207552005092,0.17527207552005092,0.041305952611247664,1
5,价格:白酒:五粮液(52度):500ml:一号店:月,固定资产投资完成额:制造业食品制造业:累计同比,79.4260474177342,2,0.894260474177342,-12,-0.6293681114104642,"[20.5, 11.714285714285714, 7.454545454545454]","[27.33333333333333, 16.400000000000002, 11.714285714285714]",-0.8860727606848673,0.8860727606848673,0.8881773770367796,0
6,价格:白酒:五粮液(52度):500ml:一号店:月,固定资产投资完成额:制造业:酒、饮料和精制茶制造业:累计同比,67.01529709797458,12,0.7701529709797459,-12,-0.15261669962415012,"[20.5, 11.714285714285714, 7.454545454545454]","[82.0, 16.400000000000002, 9.11111111111111]",-0.44556842893533655,0.4455684289353364,0.7998001677427556,0
7,价格:白酒:五粮液(52度):500ml:一号店:月,固定资产投资完成额:制造业:烟草制品业:累计同比,31.3843735337378,12,0.3798791289643331,-12,0.363843735337378,"[20.5, 11.714285714285714, 7.454545454545454]","[82.0, 27.33333333333333, 7.454545454545454]",0.06197516930656093,0.06197516930656099,0.3313050101366492,1
8,价格:白酒:五粮液(52度):500ml:一号店:月,烟草制品业:利润总额累计值,13.279273538949376,5,0.23279273538949377,-2,-0.030557599865595593,"[20.5, 11.714285714285714, 7.454545454545454]","[11.714285714285714, 5.857142857142857, 2.411764705882353]",-0.06856417943194255,0.06856417943194255,0.17409128394821097,0
9,价格:白酒:五粮液(52度):500ml:一号店:月,烟草制品业:利润总额累计同期增减,64.91067548037645,-12,0.6991067548037648,-12,0.6991067548037645,"[20.5, 11.714285714285714, 7.454545454545454]","[82.0, 13.666666666666664, 27.33333333333333]",0.3573203598441694,0.3573203598441694,0.4929434749048132,1
10,价格:白酒:五粮液(52度):500ml:一号店:月,烟草制品业:利润总额累计同比,76.84351068687702,-12,0.8184351068687704,-12,0.8184351068687703,"[20.5, 11.714285714285714, 7.454545454545454]","[82.0, 27.33333333333333, 13.666666666666664]",0.42548674282645305,0.42548674282645293,0.35559544550697775,1
11,价格:白酒:五粮液(52度):500ml:一号店:月,烟草制品业:营业费用累计值,22.325965355621694,10,0.27325965355621695,10,0.27325965355621695,"[20.5, 11.714285714285714, 7.454545454545454]","[11.714285714285714, 5.857142857142857, 2.411764705882353]",0.09104807862677096,0.09104807862677097,0.25612784188491294,1
12,价格:白酒:五粮液(52度):500ml:一号店:月,烟草制品业:营业费用累计同比,46.93450471366494,11,0.5193450471366493,11,0.5193450471366494,"[20.5, 11.714285714285714, 7.454545454545454]","[82.0, 27.33333333333333, 7.454545454545454]",0.40335319111173784,0.4033531911117378,0.2352681923997758,1
13,价格:白酒:五粮液(52度):500ml:一号店:月,烟草制品业:财务费用累计值,51.70698486253332,10,0.6170698486253332,-12,-0.28342089506673895,"[20.5, 11.714285714285714, 7.454545454545454]","[11.714285714285714, 3.0370370370370368, 27.33333333333333]",-0.5122945234060942,0.5122945234060942,0.6573967903575004,0
14,价格:白酒:五粮液(52度):500ml:一号店:月,烟草制品业:管理费用累计值,18.78402253158474,10,0.23784022531584748,10,0.2378402253158474,"[20.5, 11.714285714285714, 7.454545454545454]","[11.714285714285714, 5.857142857142857, 2.411764705882353]",0.0174782572586806,0.0174782572586806,0.24226661071074326,1
15,价格:白酒:五粮液(52度):500ml:一号店:月,烟草制品业:管理费用累计同比,21.383535831647237,12,0.37180550576991706,-12,0.26383535831647237,"[20.5, 11.714285714285714, 7.454545454545454]","[7.454545454545454, 10.25, 13.666666666666664]",0.02416757453159835,0.024167574531598363,0.32634676883108177,1
16,价格:白酒:五粮液(52度):500ml:一号店:月,烟草制品业:应收票据及应收账款同比,35.53476643735036,8,0.4553476643735036,-12,-0.19890182054535616,"[20.5, 11.714285714285714, 7.454545454545454]","[41.0, 10.25, 16.400000000000002]",-0.3798751096581255,0.37987510965812554,0.5507648239695907,0
17,价格:白酒:五粮液(52度):500ml:一号店:月,烟草制品业:存货同比,77.99349418587023,12,0.8799349418587024,-12,-0.6702363132585687,"[20.5, 11.714285714285714, 7.454545454545454]","[9.11111111111111, 6.833333333333332, 4.823529411764706]",-0.7826872816533105,0.7826872816533105,0.8504926995550676,0
18,价格:白酒:五粮液(52度):500ml:一号店:月,烟草制品业:产成品存货同比,58.97712619446075,12,0.6897712619446075,-12,-0.3441582371640071,"[20.5, 11.714285714285714, 7.454545454545454]","[27.33333333333333, 16.400000000000002, 8.200000000000001]",-0.6232379568857971,0.6232379568857974,0.6050640373106556,0
19,价格:白酒:五粮液(52度):500ml:一号店:月,烟草制品业:流动资产平均余额同比,70.64917489914347,12,0.8064917489914347,-11,-0.5256197862859109,"[20.5, 11.714285714285714, 7.454545454545454]","[27.33333333333333, 13.666666666666664, 8.200000000000001]",-0.7156744335730094,0.7156744335730096,0.6245888058034627,0
20,价格:白酒:五粮液(52度):500ml:一号店:月,烟草制品业:资产总计同比,62.97508607102303,2,0.6797508607102303,-8,-0.547913834230744,"[20.5, 11.714285714285714, 7.454545454545454]","[20.5, 13.666666666666664, 8.200000000000001]",-0.6775949356460601,0.6775949356460601,0.6653098513035156,0
21,价格:白酒:五粮液(52度):500ml:一号店:月,烟草制品业:负债合计同比,50.07063190092987,0,0.6007063190092987,-12,-0.38481673185074966,"[20.5, 11.714285714285714, 7.454545454545454]","[13.666666666666664, 4.315789473684211, 2.6451612903225805]",-0.6007063190092986,0.6007063190092985,0.802908005228891,0
22,价格:白酒:五粮液(52度):500ml:一号店:月,烟草制品业:亏损企业亏损总额累计值,48.874955117076176,9,0.5387495511707618,9,0.5387495511707617,"[20.5, 11.714285714285714, 7.454545454545454]","[16.400000000000002, 6.3076923076923075, 3.0370370370370368]",0.2223293219008123,0.22232932190081223,0.2092520078105017,1
23,价格:白酒:五粮液(52度):500ml:一号店:月,酒、饮料和精制茶制造业:利润总额累计值,36.66495844559553,10,0.4166495844559554,10,0.4166495844559553,"[20.5, 11.714285714285714, 7.454545454545454]","[11.714285714285714, 5.857142857142857, 3.0370370370370368]",0.2637030276542113,0.2637030276542113,0.19896005305537162,1
24,价格:白酒:五粮液(52度):500ml:一号店:月,酒、饮料和精制茶制造业:利润总额累计同期增减,65.47503409263453,10,0.7047503409263456,10,0.7047503409263454,"[20.5, 11.714285714285714, 7.454545454545454]","[11.714285714285714, 27.33333333333333, 5.857142857142857]",0.6749509899163646,0.6749509899163646,0.39693393112301795,1
25,价格:白酒:五粮液(52度):500ml:一号店:月,酒、饮料和精制茶制造业:利润总额累计同比,71.34001363646595,-4,0.7634001363646594,-4,0.7634001363646595,"[20.5, 11.714285714285714, 7.454545454545454]","[27.33333333333333, 9.11111111111111, 11.714285714285714]",0.7200557805932517,0.7200557805932517,0.27457437404002666,1
26,价格:白酒:五粮液(52度):500ml:一号店:月,酒、饮料和精制茶制造业:营业费用累计值,21.816171063573098,10,0.268161710635731,10,0.26816171063573097,"[20.5, 11.714285714285714, 7.454545454545454]","[11.714285714285714, 5.857142857142857, 3.0370370370370368]",0.08327967349715605,0.08327967349715605,0.22880859252247127,1
27,价格:白酒:五粮液(52度):500ml:一号店:月,酒、饮料和精制茶制造业:营业费用累计同比,62.387350772274765,-11,0.6238735077227473,-11,0.6238735077227476,"[20.5, 11.714285714285714, 7.454545454545454]","[20.5, 9.11111111111111, 7.454545454545454]",0.2632236747697441,0.2632236747697442,0.2879565897567632,1
28,价格:白酒:五粮液(52度):500ml:一号店:月,酒、饮料和精制茶制造业:财务费用累计值,13.820778189630044,-12,0.26958930489548305,10,0.18820778189630044,"[20.5, 11.714285714285714, 7.454545454545454]","[11.714285714285714, 5.857142857142857, 3.0370370370370368]",-0.14884238391827975,0.14884238391827975,0.277256243836167,1
29,价格:白酒:五粮液(52度):500ml:一号店:月,酒、饮料和精制茶制造业:财务费用累计同比,52.519056825395715,3,0.6251905682539571,-12,-0.33146061201503924,"[20.5, 11.714285714285714, 7.454545454545454]","[82.0, 16.400000000000002, 4.823529411764706]",-0.6045252449523776,0.6045252449523775,0.7437053000726086,0
30,价格:白酒:五粮液(52度):500ml:一号店:月,酒、饮料和精制茶制造业:管理费用累计值,27.02658047402113,10,0.32026580474021143,10,0.3202658047402113,"[20.5, 11.714285714285714, 7.454545454545454]","[11.714285714285714, 5.857142857142857, 2.411764705882353]",0.07147846276266213,0.07147846276266218,0.23041642557072148,1
31,价格:白酒:五粮液(52度):500ml:一号店:月,酒、饮料和精制茶制造业:管理费用累计同比,44.41068550488688,4,0.5441068550488688,-10,-0.2916475241328182,"[20.5, 11.714285714285714, 7.454545454545454]","[16.400000000000002, 11.714285714285714, 6.833333333333332]",-0.4582489060629337,0.4582489060629338,0.16677649320071067,0
32,价格:白酒:五粮液(52度):500ml:一号店:月,酒、饮料和精制茶制造业:应收票据及应收账款同比,61.856977224976276,4,0.7185697722497628,-7,-0.5310797210429468,"[20.5, 11.714285714285714, 7.454545454545454]","[7.454545454545454, 10.25, 5.125]",-0.6555311685863304,0.6555311685863304,0.5614276797326431,0
33,价格:白酒:五粮液(52度):500ml:一号店:月,酒、饮料和精制茶制造业:存货同比,56.03907382219218,12,0.6603907382219217,-12,0.16398767169139944,"[20.5, 11.714285714285714, 7.454545454545454]","[16.400000000000002, 2.7333333333333334, 5.857142857142857]",-0.2501877417765715,0.25018774177657166,0.21407852794070362,0
34,价格:白酒:五粮液(52度):500ml:一号店:月,酒、饮料和精制茶制造业:产成品存货同比,64.6059694464148,12,0.746059694464148,-12,-0.24639127579704595,"[20.5, 11.714285714285714, 7.454545454545454]","[16.400000000000002, 8.200000000000001, 4.823529411764706]",-0.534981534087633,0.534981534087633,0.2912491852207082,0
35,价格:白酒:五粮液(52度):500ml:一号店:月,酒、饮料和精制茶制造业:流动资产平均余额同比,42.89902529320621,-12,0.47899025293206227,-12,0.47899025293206204,"[20.5, 11.714285714285714, 7.454545454545454]","[9.11111111111111, 13.666666666666664, 4.555555555555555]",0.005812513817992639,0.005812513817992649,0.0650894615993616,1
36,价格:白酒:五粮液(52度):500ml:一号店:月,酒、饮料和精制茶制造业:资产总计同比,61.736725786070835,12,0.7173672578607083,-11,-0.3166897800946399,"[20.5, 11.714285714285714, 7.454545454545454]","[9.11111111111111, 5.466666666666667, 6.833333333333332]",-0.48112851071812285,0.48112851071812285,0.13299497500852464,0
37,价格:白酒:五粮液(52度):500ml:一号店:月,酒、饮料和精制茶制造业:负债合计同比,66.57138208207073,12,0.7657138208207073,-10,-0.4621187085895322,"[20.5, 11.714285714285714, 7.454545454545454]","[16.400000000000002, 9.11111111111111, 7.454545454545454]",-0.546476725337747,0.5464767253377467,0.2600689868890941,0
38,价格:白酒:五粮液(52度):500ml:一号店:月,酒、饮料和精制茶制造业:亏损企业亏损总额累计值,13.60108179413946,10,0.18601081794139462,10,0.1860108179413946,"[20.5, 11.714285714285714, 7.454545454545454]","[11.714285714285714, 5.857142857142857, 2.411764705882353]",-0.059617480851119536,0.059617480851119495,0.15925520258360723,1
39,价格:白酒:五粮液(52度):500ml:一号店:月,食品制造业:利润总额累计值,22.999431869971463,10,0.27999431869971475,10,0.27999431869971464,"[20.5, 11.714285714285714, 7.454545454545454]","[11.714285714285714, 5.857142857142857, 2.411764705882353]",0.016857585758695746,0.016857585758695757,0.2450185864203758,1
40,价格:白酒:五粮液(52度):500ml:一号店:月,食品制造业:利润总额累计同期增减,16.644525690038083,4,0.26644525690038084,10,-0.12030306330637063,"[20.5, 11.714285714285714, 7.454545454545454]","[11.714285714285714, 41.0, 5.857142857142857]",-0.20034736575223952,0.20034736575223952,0.285869325570928,0
41,价格:白酒:五粮液(52度):500ml:一号店:月,食品制造业:利润总额累计同比,48.81796556140474,12,0.5881796556140474,-12,-0.0444228932259173,"[20.5, 11.714285714285714, 7.454545454545454]","[41.0, 16.400000000000002, 7.454545454545454]",-0.27105477038710496,0.2710547703871049,0.15311409376012622,0
42,价格:白酒:五粮液(52度):500ml:一号店:月,食品制造业:营业费用累计值,24.577562319714758,10,0.29577562319714734,10,0.29577562319714756,"[20.5, 11.714285714285714, 7.454545454545454]","[11.714285714285714, 5.857142857142857, 2.411764705882353]",0.07463957658278071,0.07463957658278071,0.23651511412309065,1
43,价格:白酒:五粮液(52度):500ml:一号店:月,食品制造业:营业费用累计同比,57.478458212560675,5,0.6247845821256067,-9,-0.35652808950585524,"[20.5, 11.714285714285714, 7.454545454545454]","[20.5, 10.25, 13.666666666666664]",-0.5428556512735511,0.5428556512735512,1.0697460909820986,0
44,价格:白酒:五粮液(52度):500ml:一号店:月,食品制造业:财务费用累计值,14.951912865127678,-12,0.2042117393616764,10,0.19951912865127677,"[20.5, 11.714285714285714, 7.454545454545454]","[11.714285714285714, 5.857142857142857, 3.0370370370370368]",-0.08597728134457502,0.08597728134457495,0.2557743370808568,1
45,价格:白酒:五粮液(52度):500ml:一号店:月,食品制造业:财务费用累计同比,57.619789950490855,12,0.6261978995049086,-12,-0.35937784953083785,"[20.5, 11.714285714285714, 7.454545454545454]","[20.5, 10.25, 7.454545454545454]",-0.46716572898891817,0.46716572898891817,0.5923022242899484,0
46,价格:白酒:五粮液(52度):500ml:一号店:月,食品制造业:管理费用累计值,30.430886275885506,10,0.3543088627588551,10,0.35430886275885504,"[20.5, 11.714285714285714, 7.454545454545454]","[11.714285714285714, 5.857142857142857, 2.411764705882353]",0.1066399448528364,0.1066399448528364,0.2446656607878473,1
47,价格:白酒:五粮液(52度):500ml:一号店:月,食品制造业:管理费用累计同比,62.64574342243874,12,0.7264574342243875,-11,-0.15653821714067484,"[20.5, 11.714285714285714, 7.454545454545454]","[27.33333333333333, 9.11111111111111, 3.727272727272727]",-0.46722131151136076,0.46722131151136076,0.1208981008949343,0
48,价格:白酒:五粮液(52度):500ml:一号店:月,食品制造业:应收票据及应收账款同比,67.00439023941861,-12,0.7200439023941861,12,-0.264645698096938,"[20.5, 11.714285714285714, 7.454545454545454]","[20.5, 9.11111111111111, 7.454545454545454]",-0.515575283109185,0.515575283109185,0.4698137643315286,0
49,价格:白酒:五粮液(52度):500ml:一号店:月,食品制造业:存货同比,19.90771774747336,12,0.4009431117836915,-12,0.2490771774747336,"[20.5, 11.714285714285714, 7.454545454545454]","[16.400000000000002, 11.714285714285714, 9.11111111111111]",-0.05376801999845571,0.05376801999845571,0.4157238439071103,1
50,价格:白酒:五粮液(52度):500ml:一号店:月,食品制造业:产成品存货同比,37.67126858413049,12,0.4767126858413049,-12,-0.15364248205287767,"[20.5, 11.714285714285714, 7.454545454545454]","[16.400000000000002, 7.454545454545454, 5.125]",-0.38495265490166125,0.38495265490166103,0.676686524729466,0
51,价格:白酒:五粮液(52度):500ml:一号店:月,食品制造业:流动资产平均余额同比,57.24997871325094,12,0.6724997871325094,-12,-0.10340057680238883,"[20.5, 11.714285714285714, 7.454545454545454]","[27.33333333333333, 8.200000000000001, 10.25]",-0.36985278971414454,0.3698527897141448,0.13659139376107202,0
52,价格:白酒:五粮液(52度):500ml:一号店:月,食品制造业:资产总计同比,77.11446866462792,12,0.8711446866462792,-12,-0.4268706247497179,"[20.5, 11.714285714285714, 7.454545454545454]","[10.25, 8.200000000000001, 5.466666666666667]",-0.6416051056103816,0.6416051056103816,0.18193218350821763,0
53,价格:白酒:五粮液(52度):500ml:一号店:月,食品制造业:负债合计同比,53.969304675712394,12,0.6396930467571239,-12,-0.1368370422960438,"[20.5, 11.714285714285714, 7.454545454545454]","[8.200000000000001, 4.555555555555555, 5.125]",-0.361712051767237,0.36171205176723703,0.15039590506238057,0
54,价格:白酒:五粮液(52度):500ml:一号店:月,食品制造业:亏损企业亏损总额累计值,48.35153518143424,10,0.5335153518143425,10,0.5335153518143424,"[20.5, 11.714285714285714, 7.454545454545454]","[11.714285714285714, 41.0, 5.857142857142857]",0.34769771763374135,0.34769771763374135,0.16342383435436625,1
55,价格:白酒:五粮液(52度):500ml:一号店:月,农副产品加工业:利润总额累计值,10.068239457923422,-12,0.31878555273798337,10,0.1506823945792342,"[20.5, 11.714285714285714, 7.454545454545454]","[11.714285714285714, 5.857142857142857, 3.0370370370370368]",-0.18255358038326222,0.18255358038326222,0.3176185972931129,1
56,价格:白酒:五粮液(52度):500ml:一号店:月,农副产品加工业:利润总额累计同期增减,46.50283300331302,-12,0.5650283300331302,10,-0.13345739830729114,"[20.5, 11.714285714285714, 7.454545454545454]","[11.714285714285714, 27.33333333333333, 5.857142857142857]",-0.43342259628338964,0.43342259628338964,0.9510862670432891,0
57,价格:白酒:五粮液(52度):500ml:一号店:月,农副产品加工业:利润总额累计同比,61.64937652601175,-12,0.7164937652601175,12,-0.44153340796228463,"[20.5, 11.714285714285714, 7.454545454545454]","[13.666666666666664, 10.25, 6.3076923076923075]",-0.6205694164570881,0.6205694164570882,0.5358730194847741,0
58,价格:白酒:五粮液(52度):500ml:一号店:月,农副产品加工业:营业费用累计值,22.063459721167295,10,0.27063459721167277,10,0.27063459721167293,"[20.5, 11.714285714285714, 7.454545454545454]","[11.714285714285714, 5.857142857142857, 2.411764705882353]",-0.0019462085107020818,0.001946208510702075,0.2506572492550568,1
59,价格:白酒:五粮液(52度):500ml:一号店:月,农副产品加工业:营业费用累计同比,55.30342608526176,12,0.6530342608526176,-8,-0.42095989785225557,"[20.5, 11.714285714285714, 7.454545454545454]","[41.0, 16.400000000000002, 8.200000000000001]",-0.5313733323844335,0.5313733323844334,0.539091013027415,0
60,价格:白酒:五粮液(52度):500ml:一号店:月,农副产品加工业:财务费用累计值,9.500855455261283,-12,0.22472922997437905,10,0.14500855455261283,"[20.5, 11.714285714285714, 7.454545454545454]","[11.714285714285714, 5.857142857142857, 3.0370370370370368]",-0.1302576647541789,0.1302576647541789,0.2731915321742538,1
61,价格:白酒:五粮液(52度):500ml:一号店:月,农副产品加工业:财务费用累计同比,26.387204249194113,12,0.36387204249194116,-12,-0.08694430219794953,"[20.5, 11.714285714285714, 7.454545454545454]","[27.33333333333333, 16.400000000000002, 10.25]",-0.3061291530988277,0.3061291530988277,1.1140743965362856,0
62,价格:白酒:五粮液(52度):500ml:一号店:月,农副产品加工业:管理费用累计值,19.70640537862353,10,0.2470640537862353,10,0.2470640537862353,"[20.5, 11.714285714285714, 7.454545454545454]","[11.714285714285714, 5.857142857142857, 2.411764705882353]",-0.04779710241835036,0.04779710241835036,0.2685227154783911,1
63,价格:白酒:五粮液(52度):500ml:一号店:月,农副产品加工业:管理费用累计同比,67.48993697389868,12,0.7748993697389868,-11,-0.48092325338712194,"[20.5, 11.714285714285714, 7.454545454545454]","[13.666666666666664, 9.11111111111111, 2.1578947368421053]",-0.6062950950709635,0.6062950950709635,0.24470255138100383,0
64,价格:白酒:五粮液(52度):500ml:一号店:月,农副产品加工业:应收票据及应收账款同比,77.62615016566474,12,0.8262615016566474,-12,-0.6046694669093255,"[20.5, 11.714285714285714, 7.454545454545454]","[20.5, 10.25, 5.125]",-0.6976475878861853,0.6976475878861853,0.4941025567795432,0
65,价格:白酒:五粮液(52度):500ml:一号店:月,农副产品加工业:存货同比,11.32675883338392,12,0.2132675883338392,-6,-0.041913115447051674,"[20.5, 11.714285714285714, 7.454545454545454]","[41.0, 16.400000000000002, 9.11111111111111]",-0.13931613201647466,0.13931613201647466,0.4619145735582475,0
66,价格:白酒:五粮液(52度):500ml:一号店:月,农副产品加工业:产成品存货同比,31.862537256348084,12,0.4186253725634808,-12,-0.06023828488737756,"[20.5, 11.714285714285714, 7.454545454545454]","[41.0, 16.400000000000002, 9.11111111111111]",-0.19261633037104536,0.19261633037104534,0.39274924493344887,0
67,价格:白酒:五粮液(52度):500ml:一号店:月,农副产品加工业:流动资产平均余额同比,48.17765860517965,12,0.5817765860517965,-12,0.16856330599736907,"[20.5, 11.714285714285714, 7.454545454545454]","[16.400000000000002, 9.11111111111111, 5.466666666666667]",-0.23063379004594312,0.23063379004594312,0.22040373022471504,0
68,价格:白酒:五粮液(52度):500ml:一号店:月,农副产品加工业:资产总计同比,66.80772866070298,12,0.7680772866070298,-12,-0.33175503347960433,"[20.5, 11.714285714285714, 7.454545454545454]","[16.400000000000002, 10.25, 5.125]",-0.5268822278997195,0.52688222789972,0.29312915830833614,0
69,价格:白酒:五粮液(52度):500ml:一号店:月,农副产品加工业:负债合计同比,45.688714254890456,12,0.5568871425489046,-12,0.24170318408366423,"[20.5, 11.714285714285714, 7.454545454545454]","[16.400000000000002, 10.25, 5.125]",-0.1820177495667744,0.18201774956677444,0.27306853674536063,0
70,价格:白酒:五粮液(52度):500ml:一号店:月,农副产品加工业:亏损企业亏损总额累计值,29.164571824532686,-2,0.34164571824532675,-2,0.34164571824532686,"[20.5, 11.714285714285714, 7.454545454545454]","[11.714285714285714, 5.857142857142857, 41.0]",0.30401869645967766,0.30401869645967755,0.15895605021441658,1
71,价格:白酒:五粮液(52度):500ml:一号店:月,重点制糖企业:当前榨季:加工糖料:累计值,12.074429159705804,9,0.2725103005023547,-12,0.17074429159705803,"[20.5, 11.714285714285714, 7.454545454545454]","[11.714285714285714, 5.857142857142857, 16.400000000000002]",0.06550235594716854,0.0655023559471685,0.42557684464128387,1
72,价格:白酒:五粮液(52度):500ml:一号店:月,重点制糖企业:当前榨季:产糖量:累计值,9.925525854329885,9,0.2859021723153122,-12,0.14925525854329885,"[20.5, 11.714285714285714, 7.454545454545454]","[11.714285714285714, 5.857142857142857, 16.400000000000002]",0.0462263533714865,0.046226353371486506,0.43298391674785214,1
73,价格:白酒:五粮液(52度):500ml:一号店:月,重点制糖企业:当前榨季:销糖量:累计值,13.651787736735429,8,0.21975480747104953,-12,0.18651787736735428,"[20.5, 11.714285714285714, 7.454545454545454]","[11.714285714285714, 5.857142857142857, 3.9047619047619047]",0.11425218368292628,0.11425218368292628,0.583573371066005,1
74,价格:白酒:五粮液(52度):500ml:一号店:月,重点制糖企业:当前榨季:糖销率:累计值,12.57321987467472,1,0.17573219874674725,1,0.1757321987467472,"[20.5, 11.714285714285714, 7.454545454545454]","[11.714285714285714, 5.857142857142857, 3.9047619047619047]",0.13018364883816247,0.13018364883816247,0.11025344332640388,1
75,价格:白酒:五粮液(52度):500ml:一号店:月,重点制糖企业:当前榨季:销售均价:成品糖:累计值,36.0927913354972,12,0.4109279133549721,12,0.41092791335497203,"[20.5, 11.714285714285714, 7.454545454545454]","[2.411764705882353, 11.714285714285714, 3.0370370370370368]",0.19113281138935093,0.19113281138935093,0.04404972517354103,1
76,价格:白酒:五粮液(52度):500ml:一号店:月,重点制糖企业:当前榨季:销售均价:甜菜白砂糖:累计值,29.11304656585272,12,0.3411304656585271,12,0.3411304656585272,"[20.5, 11.714285714285714, 7.454545454545454]","[11.714285714285714, 2.411764705882353, 5.857142857142857]",0.13719494836083573,0.13719494836083573,0.046632269977313054,1
77,价格:白酒:五粮液(52度):500ml:一号店:月,重点制糖企业:当前榨季:销售均价:甘蔗白砂糖:累计值,37.17114433360638,12,0.421711443336064,12,0.42171144333606375,"[20.5, 11.714285714285714, 7.454545454545454]","[2.411764705882353, 11.714285714285714, 3.0370370370370368]",0.19894947500475002,0.19894947500475002,0.0433873971797647,1
78,价格:白酒:五粮液(52度):500ml:一号店:月,产量:成品糖:累计值;单位,-3.070548684489193,7,0.15286261548609842,-10,0.01929451315510807,"[20.5, 11.714285714285714, 7.454545454545454]","[11.714285714285714, 5.857142857142857, 3.0370370370370368]",-0.07814820142756651,0.07814820142756655,0.10121618846992476,1
79,价格:白酒:五粮液(52度):500ml:一号店:月,产量:成品糖:累计同比,66.14385609144874,-12,0.7114385609144874,-12,0.7114385609144874,"[20.5, 11.714285714285714, 7.454545454545454]","[82.0, 27.33333333333333, 13.666666666666664]",0.4312498672689776,0.43124986726897774,0.3235900342372246,1
80,价格:白酒:五粮液(52度):500ml:一号店:月,产量:食用植物油:累计值,10.493415411102255,-12,0.1925996598952508,10,0.15493415411102254,"[20.5, 11.714285714285714, 7.454545454545454]","[11.714285714285714, 5.857142857142857, 2.411764705882353]",-0.08769481712724167,0.08769481712724167,0.2772308936296841,1
81,价格:白酒:五粮液(52度):500ml:一号店:月,产量:食用植物油:累计同比,51.07151761233452,6,0.6107151761233451,-6,-0.46212228203957056,"[20.5, 11.714285714285714, 7.454545454545454]","[4.823529411764706, 3.416666666666666, 2.2162162162162162]",-0.5595215217430498,0.5595215217430496,0.4161839774127561,0
82,价格:白酒:五粮液(52度):500ml:一号店:月,产量:乳制品:累计值,20.05101377182486,10,0.2505101377182487,10,0.2505101377182486,"[20.5, 11.714285714285714, 7.454545454545454]","[11.714285714285714, 5.857142857142857, 2.411764705882353]",0.02733488699494331,0.02733488699494331,0.24382133373781692,1
83,价格:白酒:五粮液(52度):500ml:一号店:月,产量:乳制品:累计同比,38.99990128511665,-7,0.4399990128511667,-7,0.4399990128511665,"[20.5, 11.714285714285714, 7.454545454545454]","[41.0, 20.5, 10.25]",0.36861461704400855,0.3686146170440085,0.36773696470459477,1
84,价格:白酒:五粮液(52度):500ml:一号店:月,价格指数:茶叶:铁观音:安溪,26.470468143993784,-2,0.31470468143993785,-2,0.31470468143993785,"[20.5, 11.714285714285714, 7.454545454545454]","[11.714285714285714, 2.411764705882353, 3.9047619047619047]",0.26125107716806406,0.261251077168064,0.04335749864409104,1
85,价格:白酒:五粮液(52度):500ml:一号店:月,价格指数:茶叶:绿茶:松阳,8.441093890983913,6,0.1344109389098391,6,0.13441093890983913,"[20.5, 11.714285714285714, 7.454545454545454]","[11.714285714285714, 5.857142857142857, 4.1000000000000005]",-0.01530309832600184,0.01530309832600184,0.6405219533233761,1
86,价格:白酒:五粮液(52度):500ml:一号店:月,价格指数:茶叶:龙井:大佛,12.977591695047838,6,0.17977591695047843,6,0.17977591695047837,"[20.5, 11.714285714285714, 7.454545454545454]","[11.714285714285714, 5.857142857142857, 4.1000000000000005]",-0.0005072367170351779,0.0005072367170352203,0.28542293870052,1
87,价格:白酒:五粮液(52度):500ml:一号店:月,价格指数:鲜花:铁观音:安溪:同比,41.190920904480706,11,0.4619092090448071,11,0.4619092090448071,"[20.5, 11.714285714285714, 7.454545454545454]","[82.0, 2.8275862068965516, 2.2162162162162162]",0.18165659252146796,0.18165659252146796,0.37138077347693477,1
