,指标1,指标2,相关性得分,最优TS位移位数,最优TS,最优皮尔逊位移位数,最优位移皮尔逊相关系数,指标1 显著频率top3,指标2 显著频率top3,未位移皮尔逊相关系数,TS,kl,相关类型(1:正相关_person为基准 ;0:负相关_TS为基准)
8921,申万行业指数:白酒:月,COMEX:银:期货和期权(新版):其他报告头寸:套利持仓:月,56.81888946790042,12,0.6181888946790042,-12,0.2087373256209807,"[18.599999999999998, 6.642857142857142, 5.166666666666666]","[18.599999999999998, 9.299999999999999, 11.624999999999998]",-0.015194464316438179,0.015194464316438103,0.2122948821578388,0
8922,申万行业指数:白酒:月,COMEX:银:期货和期权(新版):非报告头寸:多头持仓:月,78.18815804117226,-5,0.8318815804117226,-5,0.8318815804117226,"[18.599999999999998, 6.642857142857142, 5.166666666666666]","[15.5, 8.454545454545453, 4.6499999999999995]",0.7993175135598669,0.7993175135598667,0.0970308972100976,1
8923,申万行业指数:白酒:月,COMEX:银:期货和期权(新版):非报告头寸:空头持仓:月,11.128526008790974,1,0.21128526008790974,12,0.005175795244662755,"[18.599999999999998, 6.642857142857142, 5.166666666666666]","[15.5, 31.0, 9.299999999999999]",-0.20996649928985334,0.20996649928985336,0.17954615896537007,0
8924,申万行业指数:白酒:月,COMEX:银:期货和期权(新版):总持仓:环比增减:月,8.847105662284372,2,0.13847105662284373,2,0.13847105662284373,"[18.599999999999998, 6.642857142857142, 5.166666666666666]","[2.513513513513513, 2.9999999999999996, 11.624999999999998]",0.04600670173776785,0.04600670173776787,0.4588265271547287,1
8925,申万行业指数:白酒:月,COMEX:银:期货和期权(新版):生产商/贸易商/加工商/用户:多头持仓:持仓数量:周环比增减:月,10.283382821936447,5,0.15283382821936453,5,0.15283382821936448,"[18.599999999999998, 6.642857142857142, 5.166666666666666]","[4.6499999999999995, 9.299999999999999, 3.321428571428571]",0.035922207629993805,0.03592220762999382,0.876074309173565,1
8926,申万行业指数:白酒:月,COMEX:银:期货和期权(新版):生产商/贸易商/加工商/用户:空头持仓:持仓数量:周环比增减:月,4.088098776022957,7,0.09278021013821991,2,0.09088098776022957,"[18.599999999999998, 6.642857142857142, 5.166666666666666]","[2.214285714285714, 2.735294117647059, 7.75]",-0.013553197663982233,0.013553197663982237,0.7264825474673453,1
8927,申万行业指数:白酒:月,COMEX:银:期货和期权(新版):掉期商:多头持仓:持仓数量:周环比增减:月,3.880482984878986,5,0.08880482984878986,5,0.08880482984878986,"[18.599999999999998, 6.642857142857142, 5.166666666666666]","[2.214285714285714, 2.513513513513513, 4.894736842105263]",0.07548555272072648,0.07548555272072643,0.3166439235103907,1
8928,申万行业指数:白酒:月,COMEX:银:期货和期权(新版):掉期商:空头持仓:持仓数量:周环比增减:月,1.9357698475713683,5,0.1326168009447568,-12,0.06935769847571369,"[18.599999999999998, 6.642857142857142, 5.166666666666666]","[7.75, 4.894736842105263, 2.3249999999999997]",-0.04722602701625427,0.04722602701625427,0.7935408838441564,1
8929,申万行业指数:白酒:月,COMEX:银:期货和期权(新版):掉期商:套利持仓:持仓数量:周环比增减:月,8.574611189006278,11,0.13574611189006278,11,0.13574611189006278,"[18.599999999999998, 6.642857142857142, 5.166666666666666]","[2.513513513513513, 4.0434782608695645, 2.818181818181818]",-0.014894682339527131,0.01489468233952711,0.5645589531081904,1
8930,申万行业指数:白酒:月,COMEX:银:期货和期权(新版):管理基金:多头持仓:持仓数量:周环比增减:月,0.6045335565954586,7,0.1561942449825617,3,0.056045335565954583,"[18.599999999999998, 6.642857142857142, 5.166666666666666]","[7.75, 2.214285714285714, 5.470588235294118]",-0.048213177160240366,0.04821317716024038,0.47665230464306124,1
8931,申万行业指数:白酒:月,COMEX:银:期货和期权(新版):管理基金:空头持仓:持仓数量:周环比增减:月,3.761570878541887,5,0.08761570878541886,5,0.08761570878541887,"[18.599999999999998, 6.642857142857142, 5.166666666666666]","[4.6499999999999995, 7.75, 2.735294117647059]",0.046194156700114584,0.04619415670011456,0.949537607490074,1
