date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2010-01-04,sh.600009,14.6369727500,15.3080087500,14.6369727500,15.0144305000,14.6118089000,47821206,857248185.0000,2,4.373319,1,2.755500,0
2010-01-05,sh.600009,15.0144305000,15.3331726000,14.9389389500,15.1150859000,15.0144305000,25767982,463580610.0000,2,2.356519,1,0.670400,0
2010-01-06,sh.600009,15.0983100000,15.1402497500,14.7627920000,14.8466715000,15.1150859000,19371487,344846041.0000,2,1.771551,1,-1.775800,0
2010-01-07,sh.600009,14.7627920000,15.0647582000,14.6453607000,14.6956884000,14.8466715000,22599261,399367129.0000,2,2.066735,1,-1.016900,0
2010-01-08,sh.600009,14.6034209500,15.3499485000,14.5530932500,15.0479823000,14.6956884000,28840870,518400422.0000,2,2.637539,1,2.397300,0
2010-01-11,sh.600009,15.3499485000,15.6686906000,15.0060425500,15.2576810500,15.0479823000,35598501,651255144.0000,2,3.255534,1,1.393500,0
2010-01-12,sh.600009,15.2576810500,15.3583364500,14.9976546000,15.1486377000,15.2576810500,32283334,580627593.0000,2,2.952358,1,-0.714700,0
2010-01-13,sh.600009,14.7879558500,15.7609580500,14.7460161000,15.4422159500,15.1486377000,44525929,814527902.0000,2,4.071961,1,1.938000,0
2010-01-14,sh.600009,15.4757677500,16.3313386500,15.3331726000,16.1803555500,15.4422159500,37892359,721383104.0000,2,3.465311,1,4.780000,0
2010-01-15,sh.600009,16.1551917000,16.2810109500,15.9371050000,16.0377604000,16.1803555500,17932939,343143507.0000,2,1.639993,1,-0.881300,0
2010-01-18,sh.600009,16.0880881000,17.6146950000,16.0797001500,17.2036854500,16.0377604000,52589069,1062940801.0000,2,4.809347,1,7.269900,0
2010-01-19,sh.600009,17.2540131500,17.3882203500,16.9520469500,17.2540131500,17.2036854500,31242861,640457131.0000,2,2.857205,1,0.292500,0
2010-01-20,sh.600009,17.2288493000,17.2288493000,16.3816663500,16.5074856000,17.2540131500,34882325,698075259.0000,2,3.190039,1,-4.326700,0
2010-01-21,sh.600009,16.5158735500,17.1533577500,16.1887435000,16.5410374000,16.5074856000,33745950,672148587.0000,2,3.086116,1,0.203300,0
2010-01-22,sh.600009,16.4319940500,16.8765554000,15.9371050000,16.2055194000,16.5410374000,38415756,751450189.0000,2,3.513177,1,-2.028400,0
2010-01-25,sh.600009,16.1719676000,16.1719676000,15.4338280000,15.5009316000,16.2055194000,26530113,496769739.0000,2,2.426217,1,-4.347800,0
2010-01-26,sh.600009,15.4422159500,15.6854665000,14.9808787000,15.5680352000,15.5009316000,31250551,570320465.0000,2,2.857908,1,0.432900,0
2010-01-27,sh.600009,15.4338280000,15.6435267500,15.1318618000,15.2492931000,15.5680352000,18448373,338575698.0000,2,1.687130,1,-2.047400,0
2010-01-28,sh.600009,15.2241292500,15.5596472500,15.1821895000,15.5596472500,15.2492931000,17711697,325641528.0000,2,1.619760,1,2.035200,0
2010-01-29,sh.600009,15.4338280000,15.8783893500,15.3499485000,15.5596472500,15.5596472500,20352953,380607925.0000,2,1.861307,1,0.000000,0
2010-02-01,sh.600009,15.4338280000,15.4589918500,14.6789125000,14.8550594500,15.5596472500,28334846,506096188.0000,2,2.591263,1,-4.528300,0
2010-02-02,sh.600009,14.9724907500,15.0563702500,14.4021101500,14.4692137500,14.8550594500,22825270,401471800.0000,2,2.087404,1,-2.597400,0
2010-02-03,sh.600009,14.5111535000,14.9389389500,13.9911006000,14.8634474000,14.4692137500,27789017,480067751.0000,2,2.541346,1,2.724600,0
2010-02-04,sh.600009,14.6956884000,16.1719676000,14.5950330000,15.7441821500,14.8634474000,42180566,777101884.0000,2,3.857474,1,5.925500,0
2010-02-05,sh.600009,15.3499485000,15.7274062500,15.0647582000,15.2744569500,15.7441821500,27525466,504460891.0000,2,2.517244,1,-2.983500,0
2010-02-08,sh.600009,15.2744569500,15.7274062500,15.1654136000,15.3499485000,15.2744569500,15989077,294880105.0000,2,1.462224,1,0.494200,0
2010-02-09,sh.600009,15.3918882500,15.6854665000,15.2409051500,15.4757677500,15.3499485000,14284032,263665386.0000,2,1.306295,1,0.819700,0
2010-02-10,sh.600009,15.5680352000,15.6183629000,15.3918882500,15.5848111000,15.4757677500,10319202,190859905.0000,2,0.943706,1,0.704600,0
2010-02-11,sh.600009,15.5931990500,15.6183629000,15.2576810500,15.3163967000,15.5848111000,10318946,189771155.0000,2,0.943683,1,-1.722300,0
2010-02-12,sh.600009,15.3331726000,15.7357942000,15.3331726000,15.6686906000,15.3163967000,11814533,219575851.0000,2,1.080456,1,2.300100,0
2010-02-22,sh.600009,15.6686906000,16.6165289500,15.5848111000,16.1048640000,15.6686906000,26808286,515330193.0000,2,2.451657,1,2.783700,0
2010-02-23,sh.600009,16.0880881000,16.2558471000,15.8196737000,16.1635796500,16.1048640000,15201770,291063168.0000,2,1.390224,1,0.364600,0
2010-02-24,sh.600009,16.0377604000,16.3229507000,15.9454929500,16.2893989000,16.1635796500,15863314,304950432.0000,2,1.450723,1,0.778400,0
2010-02-25,sh.600009,16.3565025000,16.4571579000,16.2306832500,16.3565025000,16.2893989000,24252055,472626388.0000,2,2.217886,1,0.411900,0
2010-02-26,sh.600009,16.3145627500,16.3145627500,16.0042086000,16.0545363000,16.3565025000,16913993,325241162.0000,2,1.546809,1,-1.846200,0
2010-03-01,sh.600009,15.9371050000,16.0293724500,15.6435267500,15.9035532000,16.0545363000,28479632,537719269.0000,2,2.604504,1,-0.940400,0
2010-03-02,sh.600009,15.9035532000,15.9035532000,15.5260954500,15.6099749500,15.9035532000,24595431,459468439.0000,2,2.249288,1,-1.846000,0
2010-03-03,sh.600009,15.6099749500,15.9203291000,15.5680352000,15.9119411500,15.6099749500,24761421,465856298.0000,2,2.264468,1,1.934400,0
2010-03-04,sh.600009,15.9035532000,16.0125965500,15.2325172000,15.2744569500,15.9119411500,22371720,415871168.0000,2,2.045926,1,-4.006300,0
2010-03-05,sh.600009,15.3080087500,15.5931990500,15.1905774500,15.4422159500,15.2744569500,19136199,351691059.0000,2,1.750033,1,1.098300,0
2010-03-08,sh.600009,15.5260954500,15.8280616500,15.5260954500,15.6686906000,15.4422159500,16978365,317688243.0000,2,1.552696,1,1.466600,0
2010-03-09,sh.600009,15.7609580500,15.9119411500,15.6015870000,15.7106303500,15.6686906000,18384148,345504172.0000,2,1.681257,1,0.267700,0
2010-03-10,sh.600009,15.6267508500,15.7525701000,15.2492931000,15.2912328500,15.7106303500,17756422,326375360.0000,2,1.623851,1,-2.669500,0
2010-03-11,sh.600009,15.3331726000,15.3751123500,15.0144305000,15.1486377000,15.2912328500,16569985,299115921.0000,2,1.515349,1,-0.932500,0
2010-03-12,sh.600009,15.2660690000,15.3583364500,15.0899220500,15.1066979500,15.1486377000,13095346,237380029.0000,2,1.197588,1,-0.276900,0
2010-03-15,sh.600009,15.1905774500,15.2996208000,14.7460161000,14.7627920000,15.1066979500,19656881,351702963.0000,2,1.797650,1,-2.276500,0
2010-03-16,sh.600009,14.8298956000,15.3163967000,14.8298956000,15.1821895000,14.7627920000,23041478,415037866.0000,2,2.107177,1,2.840900,0
2010-03-17,sh.600009,15.2660690000,15.9371050000,15.1234738500,15.7106303500,15.1821895000,31310901,581932556.0000,2,2.863427,1,3.480700,0
2010-03-18,sh.600009,15.7693460000,15.7693460000,15.5344834000,15.6351388000,15.7106303500,17249347,321916886.0000,2,1.577478,1,-0.480500,0
2010-03-19,sh.600009,15.6099749500,15.8951652500,15.5344834000,15.8280616500,15.6351388000,20074434,377386063.0000,2,1.835836,1,1.233900,0
2010-03-22,sh.600009,15.8532255000,15.9790447500,15.7357942000,15.8951652500,15.8280616500,21279313,402595863.0000,2,1.946024,1,0.424000,0
2010-03-23,sh.600009,15.9371050000,15.9622688500,15.5177075000,15.5848111000,15.8951652500,17534619,327706094.0000,2,1.603566,1,-1.952500,0
2010-03-24,sh.600009,15.5931990500,15.6854665000,15.3918882500,15.4422159500,15.5848111000,13312020,245715912.0000,2,1.217404,1,-0.915000,0
2010-03-25,sh.600009,15.4338280000,15.4338280000,15.0479823000,15.1234738500,15.4422159500,18538017,335391077.0000,2,1.695329,1,-2.064100,0
2010-03-26,sh.600009,15.1066979500,15.7609580500,15.0395943500,15.5680352000,15.1234738500,25049115,462445929.0000,2,2.290778,1,2.939500,0
2010-03-29,sh.600009,15.6519147000,15.8280616500,15.5680352000,15.7022424000,15.5680352000,21068197,394390323.0000,2,1.926717,1,0.862100,0
2010-03-30,sh.600009,15.6854665000,15.8700014000,15.5848111000,15.7525701000,15.7022424000,20499257,385447016.0000,2,1.874687,1,0.320500,0
2010-03-31,sh.600009,15.7777339500,15.8028978000,15.4338280000,15.5428713500,15.7525701000,17928630,332899886.0000,2,1.639599,1,-1.331200,0
2010-04-01,sh.600009,15.5177075000,15.6686906000,15.4673798000,15.6015870000,15.5428713500,19527972,362452037.0000,2,1.785861,1,0.377800,0
2010-04-02,sh.600009,15.6015870000,15.7609580500,15.6015870000,15.7525701000,15.6015870000,19350549,361460704.0000,2,1.769636,1,0.967700,0
2010-04-06,sh.600009,15.9371050000,15.9371050000,15.6770785500,15.7693460000,15.7525701000,22868029,430074991.0000,2,2.091314,1,0.106500,0
2010-04-07,sh.600009,15.7861219000,15.7861219000,15.5009316000,15.5931990500,15.7693460000,14960575,278447786.0000,2,1.368166,1,-1.117000,0
2010-04-08,sh.600009,15.5848111000,15.7357942000,15.4002762000,15.6519147000,15.5931990500,18143940,337021446.0000,2,1.659290,1,0.376500,0
2010-04-09,sh.600009,15.6603026500,16.1803555500,15.6015870000,16.0293724500,15.6519147000,41660090,793674688.0000,2,3.809876,1,2.411600,0
2010-04-12,sh.600009,16.1216399000,16.4990976500,15.9874327000,16.4823217500,16.0293724500,43639605,848839263.0000,2,3.990905,1,2.825700,0
2010-04-13,sh.600009,16.5074856000,16.5913651000,15.7274062500,16.0964760500,16.4823217500,36161430,695278215.0000,2,3.307015,1,-2.341000,0
2010-04-14,sh.600009,16.1048640000,16.3229507000,16.0209845000,16.1635796500,16.0964760500,19685835,379759280.0000,2,1.800298,1,0.416900,0
2010-04-15,sh.600009,16.1971314500,16.2893989000,15.8112857500,15.8867773000,16.1635796500,19584596,372972932.0000,2,1.791040,1,-1.712500,0
2010-04-16,sh.600009,15.8783893500,16.0377604000,15.6938544500,15.8280616500,15.8867773000,12845300,243335994.0000,2,1.174721,1,-0.369600,0
2010-04-19,sh.600009,15.6435267500,15.6435267500,14.7879558500,14.8047317500,15.8280616500,30602318,555372143.0000,2,2.798626,1,-6.465300,0
2010-04-20,sh.600009,14.7627920000,15.0060425500,14.3601704000,14.7795679000,14.8047317500,18341072,320257075.0000,2,1.677318,1,-0.170000,0
2010-04-21,sh.600009,14.8298956000,15.1821895000,14.8047317500,15.0815341000,14.7795679000,15052009,268865394.0000,2,1.376528,1,2.043100,0
2010-04-22,sh.600009,15.0899220500,15.3499485000,14.7292402000,15.1318618000,15.0815341000,18638777,334425572.0000,2,1.704543,1,0.333700,0
2010-04-23,sh.600009,15.0144305000,15.2660690000,14.8634474000,15.0228184500,15.1318618000,13474006,241473169.0000,2,1.232217,1,-0.720600,0
2010-04-26,sh.600009,15.0312064000,15.6015870000,14.8969992000,15.3415605500,15.0228184500,18083115,329565186.0000,2,1.653727,1,2.121700,0
2010-04-27,sh.600009,15.2660690000,15.2912328500,14.4776017000,14.7544040500,15.3415605500,15993875,282534585.0000,2,1.462663,1,-3.827200,0
2010-04-28,sh.600009,14.6705245500,14.7544040500,13.9323849500,14.1336957500,14.7544040500,18078166,309208213.0000,2,1.653274,1,-4.206900,0
2010-04-29,sh.600009,14.2427391000,14.3350065500,13.3955561500,13.5465392500,14.1336957500,26402290,433536001.0000,2,2.414528,1,-4.154300,0
2010-04-30,sh.600009,13.7562380000,13.7562380000,13.2445730500,13.4542718000,13.5465392500,15694456,252121119.0000,2,1.435281,1,-0.681100,0
2010-05-04,sh.600009,13.2697369000,13.2697369000,12.6993563000,12.8335635000,13.4542718000,17363184,269328927.0000,2,1.587888,1,-4.613500,0
2010-05-05,sh.600009,12.7580719500,12.8167876000,12.3135106000,12.8083996500,12.8335635000,23956309,358803659.0000,2,2.190839,1,-0.196100,0
2010-05-06,sh.600009,12.7077442500,12.7077442500,11.8689492500,11.9108890000,12.8083996500,21155602,309241167.0000,2,1.934710,1,-7.007200,0
2010-05-07,sh.600009,11.6005348500,11.7431300000,11.3237325000,11.4327758500,11.9108890000,20968149,288109561.0000,2,1.917568,1,-4.014100,0
2010-05-10,sh.600009,11.4243879000,11.7095782000,11.3488963500,11.6089228000,11.4327758500,15579815,214965159.0000,2,1.424797,1,1.540700,0
2010-05-11,sh.600009,11.8941131000,11.9108890000,11.1391976000,11.2650168500,11.6089228000,19985510,275413660.0000,2,1.827704,1,-2.962400,0
2010-05-12,sh.600009,11.2063012000,11.3572843000,10.8623952500,11.1475855500,11.2650168500,17545504,232056821.0000,2,1.604562,1,-1.042400,0
2010-05-13,sh.600009,11.1643614500,11.5502071500,11.0804819500,11.5418192000,11.1475855500,17028377,229790939.0000,2,1.557270,1,3.536500,0
2010-05-14,sh.600009,11.4076120000,11.6340866500,11.2482409500,11.4495517500,11.5418192000,16476720,225015289.0000,2,1.506820,1,-0.799400,0
2010-05-17,sh.600009,11.2985686500,11.3069566000,10.5268772500,10.5436531500,11.4495517500,18324476,238023862.0000,2,1.675800,1,-7.912100,0
2010-05-18,sh.600009,10.5017134000,10.7701278000,10.2668508000,10.6443085500,10.5436531500,18091784,227030579.0000,2,1.654520,1,0.954700,0
2010-05-19,sh.600009,10.5520411000,10.7952916500,10.3591182500,10.5604290500,10.6443085500,15596992,196556637.0000,2,1.426368,1,-0.788000,0
2010-05-20,sh.600009,10.4765495500,10.6946362500,10.2668508000,10.2836267000,10.5604290500,13026085,163051986.0000,2,1.191254,1,-2.621100,0
2010-05-21,sh.600009,9.9564966500,10.6778603500,9.8977810000,10.6610844500,10.2836267000,20573256,252254876.0000,2,1.881454,1,3.670500,0
2010-05-24,sh.600009,10.6778603500,11.1056458000,10.6694724000,11.0301542500,10.6610844500,27099526,354433276.0000,2,2.478291,1,3.461800,0
2010-05-25,sh.600009,10.9882145000,11.1727494000,10.8791711500,10.9546627000,11.0301542500,22243983,292205821.0000,2,2.034244,1,-0.684400,0
2010-05-26,sh.600009,10.9043350000,11.9192769500,10.9043350000,11.5669830500,10.9546627000,44034281,603373217.0000,2,4.026999,1,5.589600,0
2010-05-27,sh.600009,11.5753710000,12.2380190500,11.4159999500,12.0283203000,11.5669830500,35449460,501666234.0000,2,3.241904,1,3.988400,0
2010-05-28,sh.600009,12.1625275000,12.2380190500,11.7095782000,11.7934577000,12.0283203000,22266845,315070542.0000,2,2.036335,1,-1.952600,0
2010-05-31,sh.600009,11.7431300000,11.8018456500,11.1559735000,11.2146891500,11.7934577000,16958574,233089718.0000,2,1.550886,1,-4.907500,0
2010-06-01,sh.600009,11.1559735000,11.2063012000,10.8288434500,10.9882145000,11.2146891500,13929046,182732193.0000,2,1.273831,1,-2.019400,0
2010-06-02,sh.600009,10.9714386000,11.2566289000,10.6526965000,11.2482409500,10.9882145000,13108752,170697660.0000,2,1.198814,1,2.366400,0
2010-06-03,sh.600009,11.2901807000,11.4327758500,11.0301542500,11.0385422000,11.2482409500,13261456,178052232.0000,2,1.212779,1,-1.864300,0
2010-06-04,sh.600009,11.0553181000,11.1811373500,10.8623952500,11.0637060500,11.0385422000,8177184,107415136.0000,2,0.747815,1,0.228000,0
2010-06-07,sh.600009,10.8120675500,10.9294988500,10.5855929000,10.8036796000,11.0637060500,13622278,175383171.0000,2,1.245777,1,-2.350300,0
2010-06-08,sh.600009,10.7952916500,11.1224217000,10.7281880500,11.0133783500,10.8036796000,13922730,181606538.0000,2,1.273254,1,1.941000,0
2010-06-09,sh.600009,11.1140337500,11.3153445500,10.9043350000,11.2734048000,11.0133783500,20357849,270224457.0000,2,1.861755,1,2.361001,0
2010-06-10,sh.600009,11.2482409500,11.3992240500,11.1391976000,11.2146891500,11.2734048000,19714492,264507256.0000,2,1.802919,1,-0.520800,0
2010-06-11,sh.600009,11.2650168500,11.3488963500,11.0972578500,11.1308096500,11.2146891500,13031854,173896677.0000,2,1.191782,1,-0.747900,0
2010-06-17,sh.600009,11.2063012000,11.2650168500,10.8875591000,10.9127229500,11.1308096500,9643622,127331998.0000,2,0.881923,1,-1.959300,0
2010-06-18,sh.600009,10.9462747500,10.9546627000,10.5520411000,10.6191447000,10.9127229500,15359021,197471373.0000,2,1.404605,1,-2.690200,0
2010-06-21,sh.600009,10.6443085500,10.9294988500,10.4513857000,10.8707832000,10.6191447000,14630551,187860815.0000,2,1.337985,1,2.369700,0
2010-06-22,sh.600009,10.8707832000,11.0972578500,10.7785157500,10.9462747500,10.8707832000,15732282,205006952.0000,2,1.438740,1,0.694400,0
2010-06-23,sh.600009,10.8875591000,10.9211109000,10.6107567500,10.7449639500,10.9462747500,15904654,203647512.0000,2,1.454504,1,-1.839100,0
2010-06-24,sh.600009,10.7365760000,10.7785157500,10.5520411000,10.6191447000,10.7449639500,13601922,172704777.0000,2,1.243915,1,-1.171000,0
2010-06-25,sh.600009,10.5604290500,10.5604290500,10.2752387500,10.3507303000,10.6191447000,13516101,167541314.0000,2,1.236067,1,-2.527600,0
2010-06-28,sh.600009,10.3507303000,10.3507303000,10.3507303000,10.3507303000,10.3507303000,0,0.0000,2,,0,0.000000,0
2010-06-29,sh.600009,10.2836267000,10.3087905500,9.8139015000,9.9397207500,10.3507303000,16253440,194431044.0000,2,1.486401,1,-3.970800,0
2010-06-30,sh.600009,9.8558412500,9.9816605000,9.7300220000,9.9732725500,9.9397207500,9510120,111580088.0000,2,0.869714,1,0.337600,0
2010-07-01,sh.600009,9.9732725500,9.9900484500,9.7467979000,9.7551858500,9.9732725500,5857823,68796722.0000,2,0.535706,1,-2.186700,0
2010-07-02,sh.600009,9.7467979000,9.7803497000,9.3777281000,9.6629184000,9.7551858500,11139105,127185056.0000,2,1.018687,1,-0.945800,0
2010-07-05,sh.600009,9.5119353000,9.5622630000,9.3525642500,9.4448317000,9.6629184000,7789906,87821273.0000,2,0.712398,1,-2.256900,0
2010-07-06,sh.600009,9.4364437500,9.7048581500,9.4028919500,9.6377545500,9.4448317000,11077348,126645470.0000,2,1.013040,1,2.042600,0
2010-07-07,sh.600009,9.6377545500,9.7467979000,9.6042027500,9.7300220000,9.6377545500,9868191,113987605.0000,2,0.902460,1,0.957400,0
2010-07-08,sh.600009,9.7887376500,9.8306774000,9.6209786500,9.7048581500,9.7300220000,10035251,116440039.0000,2,0.917738,1,-0.258600,0
2010-07-09,sh.600009,9.7048581500,10.0655400000,9.6880822500,10.0236002500,9.7048581500,16021934,189544426.0000,2,1.465229,1,3.284400,0
2010-07-12,sh.600009,10.0236002500,10.1494195000,9.9481087000,10.0487641000,10.0236002500,13221017,158766086.0000,2,1.209081,1,0.251000,0
2010-07-13,sh.600009,10.0236002500,10.0236002500,9.7216340500,9.7719617500,10.0487641000,11646825,136400506.0000,2,1.065119,1,-2.754600,0
2010-07-14,sh.600009,9.8139015000,10.1745833500,9.8139015000,9.9984364000,9.7719617500,17856945,213761633.0000,2,1.633043,1,2.317600,0
2010-07-15,sh.600009,9.9648846000,10.1242556500,9.8222894500,9.8390653500,9.9984364000,12881688,153588088.0000,2,1.178049,1,-1.594000,0
2010-07-16,sh.600009,9.8390653500,10.0319882000,9.7551858500,9.9481087000,9.8390653500,9922088,116790847.0000,2,0.907389,1,1.108270,0
2010-07-19,sh.600009,9.8306774000,10.2920146500,9.8222894500,10.2416869500,9.9481087000,19933046,241737518.0000,2,1.822906,1,2.951100,0
2010-07-20,sh.600009,10.2836267000,10.7030242000,10.2500749000,10.6862483000,10.2416869500,25721675,322114598.0000,2,2.352284,1,4.340700,0
2010-07-21,sh.600009,10.6359206000,10.9378868000,10.5352652000,10.7030242000,10.6862483000,32067081,411388584.0000,2,2.932581,1,0.157000,0
2010-07-22,sh.600009,10.6694724000,10.8540073000,10.6107567500,10.8036796000,10.7030242000,14537437,186751643.0000,2,1.329470,1,0.940400,0
2010-07-23,sh.600009,10.7785157500,10.8456193500,10.5688170000,10.7114121500,10.8036796000,15884064,202238077.0000,2,1.452621,1,-0.854000,0
2010-07-26,sh.600009,10.7114121500,10.9714386000,10.7114121500,10.9294988500,10.7114121500,19721549,255339397.0000,2,1.803564,1,2.036000,0
2010-07-27,sh.600009,10.8959470500,11.1979132500,10.8372314000,10.9966024500,10.9294988500,22569841,298083032.0000,2,2.064045,1,0.614000,0
2010-07-28,sh.600009,10.9882145000,11.2817927500,10.9127229500,11.2734048000,10.9966024500,23878325,317763296.0000,2,2.183707,1,2.517200,0
2010-07-29,sh.600009,11.2734048000,11.4831035500,11.0301542500,11.1979132500,11.2734048000,25634033,343181050.0000,2,2.344269,1,-0.669600,0
2010-07-30,sh.600009,11.2566289000,11.2566289000,10.9882145000,11.1391976000,11.1979132500,12569717,166531006.0000,2,1.149519,1,-0.524300,0
2010-08-02,sh.600009,11.1475855500,11.3740602000,11.1475855500,11.3153445500,11.1391976000,18425988,247841434.0000,2,1.685083,1,1.581300,0
2010-08-03,sh.600009,11.4076120000,11.5082674000,11.1727494000,11.1979132500,11.3153445500,22044279,299035858.0000,2,2.015981,1,-1.037800,0
2010-08-04,sh.600009,11.1558110000,11.3157811200,10.8274512800,11.1052941200,11.1979084000,20342637,265922598.0000,2,1.860364,1,-0.827100,0
2010-08-05,sh.600009,11.0800356800,11.1894889200,10.9621629600,11.0968746400,11.1052941200,15740496,206997232.0000,2,1.439491,1,-0.075800,0
2010-08-06,sh.600009,11.0716162000,11.3073616400,10.9032266000,11.2989421600,11.0968746400,19412165,256390318.0000,2,1.775271,1,1.820900,0
2010-08-09,sh.600009,11.2652642400,11.4925902000,11.2147473600,11.4757512400,11.2989421600,21818969,295600179.0000,2,1.995376,1,1.564800,0
2010-08-10,sh.600009,11.4673317600,11.4757512400,10.9537434800,10.9705824400,11.4757512400,20022164,266434889.0000,2,1.831056,1,-4.402100,0
2010-08-11,sh.600009,10.9705824400,11.0884551600,10.9116460800,11.0042603600,10.9705824400,12168900,158793065.0000,2,1.112864,1,0.307000,0
2010-08-12,sh.600009,10.8190318000,10.9705824400,10.6927396000,10.7095785600,11.0042603600,16366145,210199222.0000,2,1.496708,1,-2.677900,0
2010-08-13,sh.600009,10.7095785600,10.9032266000,10.6338032400,10.8695486800,10.7095785600,10464684,133948619.0000,2,0.957011,1,1.493700,0
2010-08-16,sh.600009,10.8358707600,11.2652642400,10.7769344000,11.2063278800,10.8695486800,17025604,224630326.0000,2,1.557016,1,3.098400,0
2010-08-17,sh.600009,11.2484252800,11.3999759200,11.2063278800,11.2905226800,11.2063278800,18149100,243572281.0000,2,1.659761,1,0.751300,0
2010-08-18,sh.600009,11.2989421600,11.3747174800,11.1473915200,11.1726499600,11.2905226800,12093883,161318809.0000,2,1.106003,1,-1.044000,0
2010-08-19,sh.600009,11.2652642400,11.4252343600,11.1389720400,11.3831369600,11.1726499600,21072427,283210808.0000,2,1.927104,1,1.883900,0
2010-08-20,sh.600009,11.3747174800,11.3747174800,11.0042603600,11.0463577600,11.3831369600,14908172,198071090.0000,2,1.363374,1,-2.958600,0
2010-08-23,sh.600009,11.0463577600,11.1558110000,10.9032266000,10.9453240000,11.0463577600,12432040,162730837.0000,2,1.136928,1,-0.914600,0
2010-08-24,sh.600009,10.9453240000,11.1221330800,10.8611292000,11.0126798400,10.9453240000,10904541,142450258.0000,2,0.997236,1,0.615400,0
2010-08-25,sh.600009,10.8948071200,10.9874214000,10.6927396000,10.6927396000,11.0126798400,13027737,167519005.0000,2,1.191405,1,-2.905200,0
2010-08-26,sh.600009,10.7432564800,10.8948071200,10.6506422000,10.7769344000,10.6927396000,9365743,119594875.0000,2,0.856511,1,0.787400,0
2010-08-27,sh.600009,10.7937733600,10.8611292000,10.7011590800,10.7937733600,10.7769344000,6994457,89516964.0000,2,0.639653,1,0.156200,0
2010-08-30,sh.600009,10.8358707600,11.1558110000,10.8021928400,11.1221330800,10.7937733600,18150599,237249737.0000,2,1.659899,1,3.042100,0
2010-08-31,sh.600009,11.0463577600,11.2063278800,10.9874214000,11.1642304800,11.1221330800,17172219,226959517.0000,2,1.570424,1,0.378500,0
2010-09-01,sh.600009,11.1473915200,11.2568447600,10.7769344000,10.8948071200,11.1642304800,19305456,253522917.0000,2,1.765512,1,-2.413300,0
2010-09-02,sh.600009,11.0210993200,11.0379382800,10.8442902400,10.9116460800,10.8948071200,20411247,264732874.0000,2,1.866638,1,0.154600,0
2010-09-03,sh.600009,10.9200655600,10.9790019200,10.6759006400,10.8021928400,10.9116460800,22251206,284372176.0000,2,2.034905,1,-1.003100,0
2010-09-06,sh.600009,10.8190318000,11.1558110000,10.8021928400,11.0800356800,10.8021928400,21294533,278675575.0000,2,1.947416,1,2.572100,0
2010-09-07,sh.600009,11.0884551600,11.1473915200,10.9537434800,11.0884551600,11.0800356800,13387456,175444559.0000,2,1.224302,1,0.076000,0
2010-09-08,sh.600009,11.0463577600,11.4504928000,11.0042603600,11.4252343600,11.0884551600,36944258,495195603.0000,2,3.378606,1,3.037203,0
2010-09-09,sh.600009,11.4504928000,11.6609798000,11.1979084000,11.2736837200,11.4252343600,32629111,443356058.0000,2,2.983979,1,-1.326500,0
2010-09-10,sh.600009,11.2400058000,11.4504928000,11.1305525600,11.3410395600,11.2736837200,18674776,250803068.0000,2,1.707835,1,0.597500,0
2010-09-13,sh.600009,11.3747174800,11.4841707200,11.1979084000,11.4168148800,11.3410395600,21928167,295801231.0000,2,2.005363,1,0.668200,0
2010-09-14,sh.600009,11.5010096800,11.5178486400,11.2231668400,11.2905226800,11.4168148800,18659544,251646013.0000,2,1.706442,1,-1.106200,0
2010-09-15,sh.600009,11.2905226800,11.2989421600,10.9453240000,11.0042603600,11.2905226800,15324193,202182674.0000,2,1.401420,1,-2.535400,0
2010-09-16,sh.600009,11.0042603600,11.0968746400,10.7095785600,10.7769344000,11.0042603600,15319485,197354554.0000,2,1.400989,1,-2.065800,0
2010-09-17,sh.600009,10.7937733600,10.8695486800,10.6759006400,10.7179980400,10.7769344000,12035827,154310282.0000,2,1.100694,1,-0.546900,0
2010-09-20,sh.600009,10.7516759600,10.9874214000,10.7264175200,10.9116460800,10.7179980400,14237326,184068648.0000,2,1.302024,1,1.806800,0
