date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2010-01-04,sh.600352,4.8337510800,4.9431310000,4.7454057600,4.9010618000,4.8043026400,24157973,278447119.0000,2,1.832927,1,2.014000,0
2010-01-05,sh.600352,4.9220964000,4.9431310000,4.8000957200,4.9136825600,4.9010618000,17909473,208113681.0000,2,1.358837,1,0.257500,0
2010-01-06,sh.600352,4.8842341200,4.9305102400,4.7916818800,4.8000957200,4.9136825600,16437337,189806943.0000,2,1.247142,1,-2.311600,0
2010-01-07,sh.600352,4.7958888000,4.8127164800,4.7159573200,4.7243711600,4.8000957200,17509448,197895751.0000,2,1.328486,1,-1.577600,0
2010-01-08,sh.600352,4.7580265200,4.7664403600,4.6528535200,4.7538196000,4.7243711600,16792812,188112399.0000,2,1.274113,1,0.623300,0
2010-01-11,sh.600352,4.7790611200,4.9641656000,4.7454057600,4.9641656000,4.7538196000,35158448,407291244.0000,2,2.667561,1,4.424800,0
2010-01-12,sh.600352,4.9263033200,5.1324424000,4.8800272000,5.1240285600,4.9641656000,47385768,566200685.0000,2,3.595278,1,3.220300,0
2010-01-13,sh.600352,5.0062348000,5.4227198800,4.9725794400,5.3469953200,5.1240285600,61860569,769972428.0000,2,4.693518,1,4.351400,0
2010-01-14,sh.600352,5.3259607200,5.4185129600,5.3007192000,5.3806506800,5.3469953200,34407344,438158268.0000,2,2.610572,1,0.629400,0
2010-01-15,sh.600352,5.3469953200,5.5447205600,5.3469953200,5.4185129600,5.3806506800,27519270,357553756.0000,2,2.087957,1,0.703700,0
2010-01-18,sh.600352,5.4269268000,5.5825828400,5.4185129600,5.4269268000,5.4185129600,23489595,306078544.0000,2,1.782215,1,0.155300,0
2010-01-19,sh.600352,5.4353406400,5.4732029200,5.2586500000,5.3175468800,5.4269268000,23251062,294122816.0000,2,1.764117,1,-2.015500,0
2010-01-20,sh.600352,5.3007192000,5.3512022400,5.0819593600,5.0945801200,5.3175468800,22124403,273065377.0000,2,1.678635,1,-4.193000,0
2010-01-21,sh.600352,5.0903732000,5.1787185200,5.0398901600,5.1240285600,5.0945801200,16598802,201322589.0000,2,1.259393,1,0.578000,0
2010-01-22,sh.600352,5.0861662800,5.1955462000,4.9178894800,5.0693386000,5.1240285600,21505546,259059833.0000,2,1.631680,1,-1.067300,0
2010-01-25,sh.600352,5.0062348000,5.1114078000,4.9852002000,4.9936140400,5.0693386000,9491729,113634702.0000,2,0.720162,1,-1.493800,0
2010-01-26,sh.600352,4.9767863600,5.0188555600,4.8379580000,4.8463718400,4.9936140400,13195931,153965221.0000,2,1.001209,1,-2.948600,0
2010-01-27,sh.600352,4.8505787600,4.9767863600,4.7958888000,4.8505787600,4.8463718400,10402564,120603530.0000,2,0.789269,1,0.086800,0
2010-01-28,sh.600352,4.8505787600,5.0651316800,4.8421649200,5.0398901600,4.8505787600,14753769,174825230.0000,2,1.119406,1,3.902900,0
2010-01-29,sh.600352,5.0483040000,5.2123738800,5.0020278800,5.1366493200,5.0398901600,17688312,215740628.0000,2,1.342057,1,1.919900,0
2010-02-01,sh.600352,5.1324424000,5.2123738800,5.0398901600,5.0483040000,5.1366493200,14325533,174040756.0000,2,1.086914,1,-1.719900,0
2010-02-02,sh.600352,5.1114078000,5.2628569200,5.0819593600,5.0903732000,5.0483040000,20965396,258414648.0000,2,1.590698,1,0.833300,0
2010-02-03,sh.600352,5.0987870400,5.1997531200,4.8884410400,5.1114078000,5.0903732000,22832211,273169297.0000,2,1.732338,1,0.413200,0
2010-02-04,sh.600352,5.0903732000,5.1745116000,5.0272694000,5.1114078000,5.1114078000,14192405,171750880.0000,2,1.076814,1,0.000000,0
2010-02-05,sh.600352,5.0020278800,5.1703046800,4.9641656000,5.0146486400,5.1114078000,17204139,206279194.0000,2,1.305322,1,-1.893000,0
2010-02-08,sh.600352,5.0483040000,5.0651316800,4.7159573200,4.7916818800,5.0146486400,30136042,345617893.0000,2,2.286498,1,-4.446300,0
2010-02-09,sh.600352,4.7538196000,4.8169234000,4.6696812000,4.7117504000,4.7916818800,16352144,184722284.0000,2,1.240679,1,-1.668100,0
2010-02-10,sh.600352,4.7538196000,4.8253372400,4.7411988400,4.7748542000,4.7117504000,7723630,87721072.0000,2,0.586011,1,1.339300,0
2010-02-11,sh.600352,4.7916818800,5.0356832400,4.7411988400,4.9683725200,4.7748542000,21435075,252528717.0000,2,1.626333,1,4.052900,0
2010-02-12,sh.600352,4.9767863600,5.1997531200,4.9473379200,5.1534770000,4.9683725200,21041456,254895497.0000,2,1.596469,1,3.725700,0
2010-02-22,sh.600352,5.1324424000,5.1871323600,5.0272694000,5.0272694000,5.1534770000,13045881,157783964.0000,2,0.982149,1,-2.449000,0
2010-02-23,sh.600352,5.0356832400,5.1745116000,5.0062348000,5.1618908400,5.0272694000,13586628,164400797.0000,2,1.022858,1,2.677800,0
2010-02-24,sh.600352,5.1114078000,5.2544430800,5.1114078000,5.2418223200,5.1618908400,17639159,218423149.0000,2,1.327950,1,1.548500,0
2010-02-25,sh.600352,5.2880984400,5.3512022400,5.2376154000,5.2712707600,5.2418223200,25101992,316729216.0000,2,1.889783,1,0.561800,0
2010-02-26,sh.600352,5.2586500000,5.3133399600,5.1955462000,5.2586500000,5.2712707600,13108535,163658227.0000,2,0.986866,1,-0.239400,0
2010-03-01,sh.600352,5.2502361600,5.3764437600,5.2502361600,5.3385814800,5.2586500000,13372174,169481811.0000,2,1.006713,1,1.520000,0
2010-03-02,sh.600352,5.3469953200,5.3638230000,5.2207877200,5.2460292400,5.3385814800,12909964,161667515.0000,2,0.971916,1,-1.733600,0
2010-03-03,sh.600352,5.2502361600,5.2796846000,5.1829254400,5.2207877200,5.2460292400,13538996,167965877.0000,2,1.019272,1,-0.481200,0
2010-03-04,sh.600352,5.2165808000,5.2923053600,5.0945801200,5.1029939600,5.2207877200,18680437,230295263.0000,2,1.406342,1,-2.256200,0
2010-03-05,sh.600352,5.0945801200,5.2039600400,5.0735455200,5.1156147200,5.1029939600,9565752,116714738.0000,2,0.720150,1,0.247300,0
2010-03-08,sh.600352,5.1240285600,5.1829254400,5.1114078000,5.1366493200,5.1156147200,7220815,88352221.0000,2,0.543613,1,0.411200,0
2010-03-09,sh.600352,5.1450631600,5.2502361600,5.1029939600,5.2460292400,5.1366493200,11556778,142683587.0000,2,0.870043,1,2.129400,0
2010-03-10,sh.600352,5.2502361600,5.3133399600,5.2165808000,5.2965122800,5.2460292400,26862549,336787529.0000,2,2.022325,1,0.962300,0
2010-03-11,sh.600352,5.3175468800,5.3217538000,5.0945801200,5.1408562400,5.2965122800,16263231,201136085.0000,2,1.224364,1,-2.938800,0
2010-03-12,sh.600352,5.1029939600,5.1745116000,5.0440970800,5.0567178400,5.1408562400,10657978,129094339.0000,2,0.802377,1,-1.636700,0
2010-03-15,sh.600352,5.0609247600,5.0987870400,4.8379580000,4.9220964000,5.0567178400,16468075,192358134.0000,2,1.239786,1,-2.662200,0
2010-03-16,sh.600352,4.8884410400,5.0188555600,4.8716133600,4.9852002000,4.9220964000,7827012,92012008.0000,2,0.589250,1,1.282100,0
2010-03-17,sh.600352,5.0272694000,5.2249946400,4.9852002000,5.1787185200,4.9852002000,17117158,209651642.0000,2,1.288652,1,3.881900,0
2010-03-18,sh.600352,5.2123738800,5.2418223200,5.0567178400,5.1029939600,5.1787185200,17117028,208724034.0000,2,1.288642,1,-1.462200,0
2010-03-19,sh.600352,5.1324424000,5.1997531200,5.0693386000,5.1660977600,5.1029939600,12505516,152880828.0000,2,0.941468,1,1.236600,0
2010-03-22,sh.600352,5.1955462000,5.3175468800,5.1829254400,5.2923053600,5.1660977600,23143798,289097316.0000,2,1.742362,1,2.443000,0
2010-03-23,sh.600352,5.3259607200,5.3638230000,5.2586500000,5.3259607200,5.2923053600,23053415,291385351.0000,2,1.735558,1,0.635900,0
2010-03-24,sh.600352,5.3301676400,5.4058922000,5.2712707600,5.3469953200,5.3259607200,21792807,277270714.0000,2,1.640654,1,0.394900,0
2010-03-25,sh.600352,5.3427884000,5.4185129600,5.2628569200,5.2796846000,5.3469953200,16284875,206699098.0000,2,1.225994,1,-1.258900,0
2010-03-26,sh.600352,5.2586500000,5.3890645200,5.2165808000,5.3469953200,5.2796846000,15079566,190941743.0000,2,1.135253,1,1.274900,0
2010-03-29,sh.600352,5.3848576000,5.4100991200,5.2880984400,5.3764437600,5.3469953200,13202268,167805097.0000,2,0.993922,1,0.550700,0
