,日期,前收盘价,开盘价,收盘价,最高价,最低价,HO,OL,HCY,CYL,涨跌幅,AR,BR,MA5,MA10,MA20,MA60,MA120,MA250,5日涨跌幅,10日涨跌幅,20日涨跌幅,60日涨跌幅,120日涨跌幅,250日涨跌幅
3426,2015-03-05,2397.993,2379.732,2366.899,2382.892,2344.947,3.1599999999998545,34.784999999999854,-15.101000000000113,53.04599999999982,-0.01296667671673768,76.2581360121757,78.35074817053189,2423.1058000000044,2430.4991000000055,2404.858600000005,2419.214749999999,2039.9663833333298,1762.519456000005,-0.044858459900704695,-0.02050529516658539,-0.030768972472991818,0.17083955796076244,0.4923494125554375,0.6426623230609927
3427,2015-03-06,2366.899,2370.885,2371.623,2393.739,2366.019,22.853999999999814,4.86600000000044,26.840000000000146,0.8800000000001091,0.00199586040637989,81.36626533873344,83.53028966309792,2402.5114000000044,2424.9140000000057,2403.1707500000052,2424.7820499999993,2046.3340833333298,1766.229156000005,-0.04161165766519359,-0.023007867437509155,-0.014033957212581827,0.16393819153556777,0.47534959586289016,0.6421730261363054
3428,2015-03-09,2371.623,2352.223,2429.867,2443.204,2321.265,90.98100000000022,30.958000000000084,71.58100000000013,50.358000000000175,0.024558709373285748,83.91414122789544,78.93853084938823,2392.637400000004,2424.7797000000055,2408.037450000005,2429.2688333333326,2053.0493749999964,1770.1387800000052,-0.019913384642129772,-0.0005523998338274883,0.041728884435933145,0.12459479973711751,0.4961940405115173,0.67293097714844
3429,2015-03-10,2429.867,2413.837,2395.428,2424.151,2390.604,10.31399999999985,23.233000000000175,-5.716000000000349,39.263000000000375,-0.01417320371855757,86.34085009632648,77.89033669937349,2392.362000000004,2419.7965000000054,2407.520850000005,2432.521749999999,2059.367216666663,1773.8632080000052,-0.0005745148228578634,-0.0203790190000247,-0.004294692737430328,0.08870570793449639,0.4630471016993354,0.6358626284810502
3430,2015-03-11,2395.428,2401.261,2408.503,2444.655,2399.54,43.39400000000023,1.7210000000000036,49.22700000000032,-4.11200000000008,0.005458314756277449,103.54084456770201,92.55434469470087,2394.4640000000045,2419.9011000000055,2409.3232500000045,2434.349316666666,2065.636099999996,1777.6464760000054,0.004382831809767618,0.0004344833573353135,0.015194387248651742,0.04769952267417299,0.4542019046791008,0.6466302405300934
3431,2015-03-12,2408.503,2444.415,2485.114,2505.633,2423.431,61.21799999999985,20.983999999999924,97.12999999999965,-14.927999999999884,0.03180855494055845,106.86363771524512,113.1044261006173,2418.1070000000045,2420.6064000000056,2416.1329000000046,2439.3896666666656,2072.636116666663,1781.7297960000055,0.04994509693907512,0.0028461769100922574,0.05798109004091678,0.1385540705907793,0.5106047490991494,0.6971530113010862
3432,2015-03-13,2485.114,2494.345,2495.277,2532.154,2477.396,37.8090000000002,16.948999999999614,47.039999999999964,7.717999999999847,0.004089550821410937,110.42158303650255,134.51994360158716,2442.8378000000043,2422.6746000000057,2424.6347000000046,2443.397233333332,2079.8468833333295,1785.9175800000055,0.0521389782440127,0.008357731265116186,0.07312618347947586,0.1066398559886963,0.5308588729344137,0.72286376525808
3433,2015-03-16,2495.277,2512.353,2550.861,2551.445,2485.291,39.0920000000001,27.061999999999898,56.16800000000012,9.985999999999876,0.022275683220740472,118.661052166818,146.14789167550992,2467.0366000000045,2429.837000000006,2433.839450000004,2449.352549999999,2087.580599999996,1790.2829920000054,0.04979449492503085,0.02888953335239819,0.07778335500847988,0.16289590078512295,0.5718741815918633,0.7477540376620064
3434,2015-03-17,2550.861,2576.413,2583.198,2586.431,2556.469,10.018000000000029,19.94399999999996,35.570000000000164,-5.608000000000175,0.012676896153886785,112.31031238183449,181.99070676475105,2504.5906000000045,2448.4763000000057,2442.821950000004,2455.8510666666657,2095.522216666663,1794.7934440000054,0.07838682690525456,0.07776727768842262,0.07474367060695286,0.1777747280679638,0.5845857328285293,0.774680283185111
3435,2015-03-18,2583.198,2595.739,2649.642,2649.816,2592.264,54.07699999999977,3.474999999999909,66.61799999999994,-9.066000000000258,0.02572160554475489,116.90405862029685,181.58847825872658,2552.8184000000047,2473.641200000006,2454.547650000004,2463.319499999999,2104.068666666663,1799.7565200000051,0.1001198669879173,0.10494150733550933,0.09710209976448447,0.20354243582662268,0.6314846422686733,0.8806819351353881
3436,2015-03-19,2649.642,2649.002,2630.243,2649.002,2613.765,0.0,35.23700000000008,-0.6399999999998727,35.87699999999995,-0.007321366433653997,114.02950299834073,174.55350550599448,2581.8442000000045,2499.9756000000057,2465.237350000004,2468.8355833333326,2112.646391666663,1804.6265600000052,0.058399332988345876,0.11126119027470116,0.08847445156094746,0.14394301167583912,0.6429612796673905,0.8618118214836066
3437,2015-03-20,2630.243,2642.798,2680.679,2710.128,2617.065,67.33000000000038,25.73299999999972,79.88500000000022,13.177999999999884,0.019175414590971274,142.28769558283162,177.50547204429165,2618.924600000005,2530.8812000000057,2477.897600000004,2473.7810999999992,2121.6110833333296,1809.6744840000054,0.0743011697699294,0.13031413508808098,0.10430801730523176,0.12447041630102684,0.670292401596096,0.889534629639289
3438,2015-03-23,2680.679,2700.157,2720.671,2724.644,2690.48,24.486999999999625,9.677000000000135,43.96499999999969,-9.80099999999993,0.014918608307820325,146.9765944643905,205.88068735247887,2652.886600000005,2559.9616000000055,2492.370650000004,2479.7249333333325,2130.867766666663,1814.8076000000053,0.0665696798061517,0.11967897831445073,0.1190604678328897,0.15085609767343278,0.6899952729072987,0.8927829012544941
3439,2015-03-24,2720.671,2719.506,2683.647,2720.03,2649.621,0.524000000000342,69.88499999999976,-0.6409999999996217,71.04999999999973,-0.013608407631793717,119.91894207756482,168.44590939146832,2672.9764000000046,2588.783500000006,2504.2900000000036,2484.6143833333326,2139.7349833333296,1819.836608000005,0.038885520970517895,0.12032046047720901,0.09748942852702758,0.1227333199457803,0.6570007921801997,0.8814192422155154
3440,2015-03-25,2683.647,2674.352,2649.161,2691.238,2626.659,16.885999999999967,47.692999999999756,7.5909999999998945,56.98799999999983,-0.012850423323186644,108.12127040489237,148.0445531824229,2672.8802000000046,2612.8493000000058,2516.3752000000036,2488.322333333332,2148.6122749999963,1824.6966240000052,-0.00018153395817233076,0.09992015787399877,0.10039805487699272,0.09167942756452829,0.6725705006547189,0.847190370370887
3441,2015-03-26,2649.161,2637.527,2687.762,2714.63,2621.451,77.10300000000007,16.076000000000022,65.46900000000005,27.710000000000036,0.014571028336896052,117.07491381108387,151.06201832258762,2684.3840000000046,2633.1141000000052,2526.860250000004,2493.5357999999987,2157.713274999996,1829.7371520000052,0.021868321672180224,0.08154475005975592,0.08462301775460723,0.13171118261658954,0.684439241383719,0.8826740822201831
3442,2015-03-27,2687.762,2693.189,2689.24,2715.007,2664.864,21.81800000000021,28.324999999999818,27.24499999999989,22.89800000000014,0.0005498998795279153,119.23568839603864,156.17410727131482,2686.0962000000045,2652.510400000005,2537.5925000000034,2500.508416666665,2166.575849999996,1834.8192840000052,0.003193593861853472,0.07773205139148875,0.08673944625282126,0.1842265761820403,0.6541727998051337,0.8955570107146857
3443,2015-03-30,2689.24,2716.431,2784.456,2793.414,2704.798,76.98300000000017,11.633000000000266,104.17400000000043,-15.557999999999993,0.03540628579078109,125.35024005909167,171.45658855238347,2698.8532000000046,2675.869900000005,2552.8534500000032,2507.588433333332,2176.291949999996,1840.3294480000052,0.023444584075031694,0.09157496233624651,0.12311005361730243,0.18002674119733597,0.720367445895149,0.9791216953405146
3444,2015-03-31,2784.456,2826.634,2754.658,2860.24,2744.927,33.60599999999977,81.70699999999988,75.78399999999965,39.528999999999996,-0.010701551757327232,116.64719081092474,175.24706923247095,2713.0554000000047,2693.015900000005,2570.7461000000035,2512.4190833333323,2185.7800333333294,1845.4917600000051,0.02646063360792228,0.06637509010149434,0.14930417785343408,0.11759037884729051,0.7045222784897851,0.8814941806458663
3445,2015-04-01,2754.658,2758.962,2799.451,2810.649,2751.372,51.6869999999999,7.5900000000001455,55.990999999999985,3.286000000000058,0.01626082076250479,118.85213479553423,176.21492807319694,2743.1134000000047,2707.9968000000054,2590.8190000000036,2517.715549999999,2195.5936583333296,1850.779436000005,0.05673116884930729,0.05653933625750196,0.16741416676362286,0.12805445380778946,0.726121212270689,0.8946804536213091
3446,2015-04-02,2799.451,2821.214,2781.641,2824.822,2746.302,3.6080000000001746,74.91199999999981,25.371000000000095,53.14899999999989,-0.006361961684630324,115.7999392896355,179.0529581225169,2761.8892000000046,2723.1366000000053,2611.556100000004,2522.015783333332,2205.276524999996,1856.0255160000052,0.034928315825582645,0.05756046114370417,0.1752258968380147,0.10223935629155978,0.7173835600115333,0.8921170434270376
3447,2015-04-03,2781.641,2771.03,2817.181,2817.624,2764.347,46.593999999999596,6.682999999999993,35.98299999999972,17.29399999999987,0.012776630772986186,112.9354862814096,174.5652821330347,2787.4774000000048,2736.7868000000053,2633.8340000000035,2525.9426833333323,2215.1399416666627,1861.4259200000051,0.047575151343874245,0.05092068091703639,0.187870500496917,0.09126782299277925,0.7245537537088993,0.9202640619461788
3448,2015-04-07,2817.181,2854.407,2889.452,2889.859,2838.885,35.45199999999977,15.521999999999935,72.67799999999988,-21.70400000000018,0.02565365874610115,113.82772527051878,194.9300231273197,2808.4766000000045,2753.6649000000057,2656.813250000004,2529.9395666666655,2225.6016916666626,1867.1256080000048,0.037707904165122486,0.06203653436964651,0.18913998173562585,0.09050780125141578,0.7682850257214933,0.9729551460195422
3449,2015-04-08,2889.452,2907.584,2952.079,2960.653,2879.974,53.06899999999996,27.609999999999673,71.20099999999957,9.478000000000065,0.021674352091676896,121.9607345834562,205.86268968575524,2847.960800000005,2780.5081000000055,2684.6458000000034,2535.317516666665,2236.6880749999964,1873.045736000005,0.07166806187918806,0.10002507781388537,0.23238060171292996,0.12271877788181507,0.8203461401616687,1.0054244191931372
3450,2015-04-09,2952.079,2973.811,2931.772,3021.85,2914.695,48.03899999999976,59.115999999999985,69.77099999999973,37.384000000000015,-0.006878880951356692,129.7598411699673,243.24633412386171,2874.425000000005,2808.7692000000056,2710.8092500000034,2540.2598666666654,2247.736291666663,1878.909692000005,0.04726676766265947,0.10667943548919823,0.2172590193991868,0.1125294139299362,0.8255277443265381,1.000140539220335
3451,2015-04-10,2931.772,2925.926,2986.605,2992.408,2911.463,66.48199999999997,14.462999999999738,60.63599999999997,20.30899999999974,0.018703023291033682,139.21915402765168,250.47277549917766,2915.417800000005,2838.653500000006,2735.8838000000037,2547.401499999999,2259.288841666663,1884.963544000005,0.0736845624579161,0.11118655595249871,0.20179798592740616,0.1675058940067793,0.8662793640438444,1.027370749052026
3452,2015-04-13,2986.605,3040.007,3041.125,3059.775,3016.965,19.76800000000003,23.041999999999916,73.17000000000007,-30.360000000000127,0.01825484119928822,143.8998375221563,323.8147769732335,2960.206600000005,2873.8420000000056,2763.1762000000035,2555.269933333332,2271.1917833333296,1891.1628320000048,0.07949222999871153,0.13084923621543632,0.21875246716096042,0.1837689795209767,0.8856509165585713,1.0392401812374814
3453,2015-04-14,3041.125,3057.407,3052.407,3074.671,3013.312,17.26399999999967,44.095000000000255,33.54599999999982,27.813000000000102,0.0037098113362654672,135.55349275216113,305.1845389476807,2992.7976000000044,2900.637100000006,2788.2535000000034,2563.745849999999,2283.2223833333296,1897.4625080000048,0.05639650701932397,0.09623100526637884,0.19661831828547305,0.19991532526263334,0.897395779914032,1.0659436827913322
3454,2015-04-15,3052.407,3054.017,3053.304,3119.484,3039.255,65.4670000000001,14.761999999999716,67.07699999999977,13.152000000000044,0.0002938664470366614,135.0639295090695,332.7955941001463,3013.0426000000048,2930.5017000000057,2811.758800000004,2572.503783333332,2295.26228333333,1903.7143880000049,0.03428939401689446,0.1084149103082852,0.18198604984983735,0.20787648526719393,0.8982117678655357,1.0487380681109069
3455,2015-04-16,3053.304,3045.851,3183.302,3183.583,3033.248,137.73199999999997,12.603000000000065,130.279,20.05600000000004,0.04257617322087803,154.85115820119816,386.00439691470865,3063.348600000005,2968.8868000000057,2838.441800000004,2583.3216499999985,2308.3531166666635,1910.308608000005,0.08579452972468538,0.1371165274905688,0.2014083412023211,0.25612197787888236,0.9742607612741736,1.0741542417088938
3456,2015-04-17,3183.302,3251.977,3235.332,3271.567,3216.206,19.590000000000146,35.77099999999973,88.26499999999987,-32.903999999999996,0.01634466349721131,144.6545128965601,429.29212569827706,3113.094000000005,3014.2559000000056,2868.696250000004,2593.362349999998,2321.9738499999967,1917.126436000005,0.08328084899074373,0.16310192436766635,0.23005060749139905,0.22881396488269545,1.0210164138416982,1.113387441822487
3457,2015-04-20,3235.332,3267.851,3164.461,3296.18,3146.84,28.328999999999724,121.01099999999997,60.847999999999956,88.49199999999973,-0.02190532532673617,123.77659374353405,322.65058421746943,3137.761200000005,3048.9839000000056,2892.8853500000046,2601.8861333333316,2335.0349833333303,1923.5026920000053,0.040556044227054056,0.12327216462130042,0.18046994809897043,0.19277061658463457,0.9813483603349769,1.0150707114188324
3458,2015-04-21,3164.461,3163.288,3214.364,3214.893,3135.218,51.60500000000002,28.070000000000164,50.432000000000244,29.242999999999938,0.015769826204209858,123.78016866717667,308.6513051236471,3170.1526000000044,3081.4751000000056,2917.5700000000043,2615.288849999998,2348.600041666664,1930.0989160000051,0.05305878279010634,0.11244761982548934,0.18146001482722474,0.33364976613983655,1.025999696197489,1.0535025694623679
3459,2015-04-22,3214.364,3219.696,3299.221,3300.836,3204.437,81.13999999999987,15.259000000000015,86.47199999999975,9.927000000000135,0.02639931258563122,130.4466204020738,315.1127991657701,3219.3360000000043,3116.1893000000055,2948.3487000000046,2630.213799999998,2362.898391666664,1937.065000000005,0.08054127594238891,0.11759238150469553,0.22937964642890818,0.37254568328144155,1.0836057922760811,1.1180079604545163
3460,2015-04-23,3299.221,3311.071,3273.398,3313.81,3245.762,2.7390000000000327,65.30899999999974,14.588999999999942,53.45899999999983,-0.007826999161317127,123.02350492985843,276.1003919913959,3237.3552000000045,3150.3519000000056,2979.5605500000047,2642.3984666666647,2377.1774916666636,1944.065712000005,0.02830268695838467,0.11652543240060975,0.23563573523843973,0.28756434088890526,1.0984584968581443,1.1489988314229067
3461,2015-04-24,3273.398,3226.384,3223.958,3250.23,3161.972,23.846000000000004,64.41199999999981,-23.16800000000012,111.42599999999993,-0.015103571273642924,112.0218030612972,211.24259446613394,3235.080400000005,3174.0872000000054,3006.3703500000042,2653.725966666665,2390.829274999997,1950.8533280000051,-0.003515558836001964,0.07947251143020262,0.1994953422215211,0.26712567818047184,1.0330885691511367,1.111227238853374
3462,2015-04-27,3223.958,3257.97,3308.454,3313.251,3257.97,55.281000000000404,0.0,89.29300000000012,-34.011999999999716,0.026208778154057866,122.31043944410143,252.09825927543775,3263.879000000005,3200.8201000000054,3037.3310500000043,2666.124966666665,2404.996374999997,1958.0048960000054,0.04550316783806174,0.0879046405524273,0.23025613184394111,0.2900900521502321,1.0569820231509288,1.1758099965670592
3463,2015-04-28,3308.454,3309.529,3282.33,3370.025,3255.769,60.496000000000095,53.76000000000022,61.57099999999991,52.6850000000004,-0.007896135173709573,117.97803128813294,233.11073143002523,3277.472200000005,3223.8124000000053,3062.2247500000044,2678.1244166666647,2418.8566583333304,1965.0491040000054,0.021144462792639596,0.07532514504127397,0.17880476473681028,0.28097775373746825,1.0272608912627788,1.1576135328322632
3464,2015-04-29,3282.33,3268.518,3283.282,3304.707,3243.539,36.18899999999985,24.978999999999814,22.376999999999953,38.79099999999971,0.0002900378694403738,117.31941079843384,212.96960337882948,3274.2844000000055,3246.8102000000054,3088.6559500000044,2690.8107333333314,2432.406624999997,1972.2072080000055,-0.004831140441940662,0.07532102928499751,0.19190186222754346,0.30180329669327555,0.981119734312605,1.1980042255897216
3465,2015-04-30,3283.282,3290.581,3250.49,3309.419,3249.246,18.837999999999738,41.335000000000036,26.136999999999716,34.03600000000006,-0.009987567318311519,122.85607723529459,229.66452565498972,3269.7028000000055,3253.529000000005,3111.207900000004,2703.547483333331,2445.735274999997,1979.1709800000053,-0.006998232417811834,0.02110638575918955,0.16111694757293482,0.30736822206625547,0.9687387193135044,1.1532883706171453
3466,2015-05-04,3250.49,3250.125,3272.005,3273.149,3204.306,23.023999999999887,45.81899999999996,22.659000000000106,46.18399999999974,0.0066190020581513576,123.75988366614416,236.07869879680834,3279.3122000000053,3257.1963000000055,3135.726100000004,2717.3802666666647,2459.288449999997,1986.2308360000052,0.014903109779966117,0.011335158184693217,0.17628586866529505,0.3398665377033445,0.9883065633461836,1.1711453105788099
3467,2015-05-05,3272.005,3266.809,3148.813,3270.962,3132.936,4.152999999999793,133.87300000000005,-1.04300000000012,139.06899999999996,-0.037650309214075195,102.96084004256123,191.1466304380443,3247.3840000000055,3255.6315000000054,3152.307700000004,2729.7708166666644,2471.8816833333303,1992.7849480000054,-0.048252446611015354,-0.004944917949691763,0.11771767593207527,0.30907091602989967,0.9227924585909473,1.0849131124258005
3468,2015-05-06,3148.813,3175.886,3139.02,3244.596,3110.111,68.71000000000004,65.77500000000009,95.7829999999999,38.702000000000226,-0.0031100608387986117,103.72597467108491,196.26451745566305,3218.7220000000057,3248.0971000000054,3164.786100000004,2743.212266666664,2484.4071499999973,1999.3368440000056,-0.04366105784610319,-0.023439784666577923,0.08637208716393263,0.34575587998111934,0.9187586034900523,1.0912217213862867
3469,2015-05-07,3139.02,3116.788,3094.883,3142.137,3093.732,25.34900000000016,23.05600000000004,3.117000000000189,45.28800000000001,-0.014060757816133806,97.9576278424837,169.0375809487113,3181.0422000000053,3227.663300000005,3171.926300000004,2754.6976499999973,2496.5284833333303,2005.7812720000054,-0.05738130322037527,-0.06193522652771677,0.04837404419055158,0.2864471102686883,0.8867521823445745,1.085815513932022
3470,2015-05-08,3094.883,3126.002,3110.455,3138.661,3045.01,12.659000000000106,80.99199999999973,43.77800000000025,49.87299999999959,0.00503153107888088,96.11672466105787,163.00291666056995,3153.0352000000053,3211.369000000005,3180.8604500000047,2766.9976499999975,2508.373741666664,2012.2390560000053,-0.04308119698876167,-0.049777937177208575,0.060947099569816476,0.3110701783595473,0.8415694507597287,1.0791686413651256
3471,2015-05-11,3110.455,3112.241,3169.134,3169.867,3075.201,57.626000000000204,37.039999999999964,59.41200000000026,35.253999999999905,0.018865085654671043,94.13602959082384,157.28895273235975,3132.4610000000057,3205.8866000000053,3189.9869000000044,2780.667866666664,2520.5258416666643,2018.9363600000054,-0.031439744132420344,-0.01700518431071374,0.06111588241498289,0.349187137413306,0.8523393197193025,1.1200943532547325
3472,2015-05-12,3169.134,3162.671,3188.313,3200.184,3136.458,37.513000000000375,26.212999999999738,31.050000000000182,32.67599999999993,0.006051810999471829,101.51623680094775,161.84405930176493,3140.3610000000053,3193.872500000005,3197.3463000000042,2795.0523999999973,2532.6699416666647,2025.7394840000056,0.012544409591804806,-0.03631333547330573,0.048399194377080956,0.3711752889270403,0.8418684695332987,1.1433575882737315
3473,2015-05-13,3188.313,3188.061,3141.296,3188.961,3122.337,0.8999999999996362,65.72400000000016,0.6479999999996835,65.97600000000011,-0.014746670104221371,92.24726683052381,148.87974799299778,3140.8162000000057,3179.7691000000045,3201.7907500000047,2807.9612333333303,2544.4612666666644,2032.3636680000054,0.0007250670591458785,-0.04296764798176911,0.029120952743195705,0.3272524617980821,0.8196308136823807,1.1149947820232282
3474,2015-05-14,3141.296,3136.128,3128.572,3153.748,3107.681,17.61999999999989,28.447000000000116,12.452000000000226,33.61499999999978,-0.004050557476913852,89.66557226845848,133.64001316785163,3147.5540000000055,3164.2981000000045,3205.5541500000045,2820.044966666663,2556.1259916666645,2038.9732520000055,0.010885387266659219,-0.047120533661135444,0.024651328528046967,0.30164739793006023,0.8096731557347416,1.1193760093647374
3475,2015-05-15,3128.572,3122.894,3060.411,3124.605,3044.854,1.71100000000024,78.03999999999996,-3.9670000000000982,83.7180000000003,-0.0217866170252754,81.63738626029335,116.37190400177451,3137.5452000000055,3145.2902000000045,3199.409600000004,2830.79968333333,2567.395283333331,2045.3000280000056,-0.016088964476258294,-0.05847702961707302,-0.038604882603032964,0.26718376831372903,0.7917090140132639,1.0696394239059939
3476,2015-05-18,3060.411,3032.708,2998.389,3045.586,2997.129,12.877999999999702,35.57900000000018,-14.825000000000273,63.28200000000015,-0.02026590546171736,80.2853753807987,105.29452087859038,3103.3962000000056,3117.9286000000043,3187.562450000004,2840.49868333333,2578.3866666666645,2051.3706360000056,-0.053877494608937315,-0.08362334409635686,-0.07323606974492869,0.24082444942972114,0.7853685462209343,1.024930153025149
3477,2015-05-19,2998.389,2996.841,3116.086,3127.001,2996.716,130.1600000000003,0.125,128.61200000000008,1.6730000000002292,0.039253412415800604,86.73888992361974,113.90699567600086,3088.9508000000055,3114.6559000000043,3185.143700000004,2851.975549999997,2590.423599999998,2057.8014320000057,-0.02265367296121812,-0.010393440321797565,-0.015286963561883082,0.28367430505949787,0.864073546319992,1.0658398673549958
3478,2015-05-20,3116.086,3127.566,3122.85,3181.54,3105.626,53.97400000000016,21.9399999999996,65.45400000000018,10.459999999999582,0.002170671797889989,89.75969704181061,108.78258946210254,3085.2616000000057,3113.038900000004,3180.568000000004,2863.5028833333304,2602.4756999999977,2064.2787640000056,-0.005872098649729263,-0.005151289255882485,-0.028470328811547208,0.2844838578321083,0.8626110731373888,1.0770300568600155
3479,2015-05-21,3122.85,3132.335,3150.901,3156.488,3110.999,24.152999999999793,21.33600000000024,33.63799999999992,11.851000000000113,0.008982499959972357,92.15337837245788,110.45786259131722,3089.7274000000057,3118.6407000000036,3173.152000000004,2875.263566666664,2614.443949999998,2070.8790680000056,0.007137121984087225,0.018100199587512744,-0.0449560669018535,0.28857503905515136,0.8375697129137212,1.0994459713824063
3480,2015-05-22,3150.901,3180.39,3248.855,3249.516,3170.453,69.1260000000002,9.936999999999898,98.61500000000024,-19.552000000000135,0.03108761589145459,92.86662765475346,117.16194311124504,3127.4162000000056,3132.4807000000033,3171.924850000004,2889.286866666664,2626.8669416666644,2077.9194040000057,0.061574736203731995,0.04449509798405704,-0.007497713385295701,0.3494965849857339,0.8479394754325134,1.1822395788203828
3481,2015-05-25,3248.855,3263.96,3349.945,3350.518,3263.96,86.55799999999999,0.0,101.66300000000001,-15.105000000000018,0.031115577641969372,89.35444144075211,118.453311597186,3197.7274000000057,3150.561800000003,3178.224200000004,2903.8182666666644,2639.9692083333307,2085.3682440000057,0.11724829566810713,0.05705375664140422,0.039078362683384826,0.35184121779084543,0.8844551275740815,1.2517081335049594
3482,2015-05-26,3349.945,3382.76,3386.593,3390.287,3320.154,7.526999999999589,62.60600000000022,40.34199999999964,29.791000000000167,0.010939881102525417,86.22215346803553,106.66829346394009,3251.8288000000057,3170.389800000003,3182.1311500000043,2919.018233333331,2653.0200749999976,2093.0777680000056,0.08680986339914876,0.06218962818267837,0.023617979878215012,0.36854434766093047,0.8602655660100116,1.3208368626354496
3483,2015-05-27,3386.593,3390.981,3344.738,3404.756,3327.241,13.774999999999636,63.74000000000024,18.16300000000001,59.35199999999986,-0.012359028675722139,89.40738965726021,105.5169292877969,3296.2064000000055,3190.734000000003,3185.251550000004,2933.443249999998,2665.4511916666643,2100.6134400000055,0.07105304449461225,0.06476371535824699,0.019013322852973413,0.34909974318711745,0.8050354991138713,1.2896304815103847
3484,2015-05-28,3344.738,3336.7,3124.621,3350.218,3120.973,13.518000000000029,215.72699999999986,5.480000000000018,223.76499999999987,-0.06580993787854228,73.33693462178275,84.70433810464954,3290.950400000006,3190.3389000000034,3177.318500000004,2945.573516666665,2675.5360333333306,2107.2153680000056,-0.008340471503230251,-0.0012628764816664528,-0.04832390272903764,0.30366091526010686,0.6321331564321682,1.119624404482888
3485,2015-05-29,3124.621,3127.636,3111.334,3161.58,3036.957,33.94399999999996,90.67900000000009,36.95899999999983,87.66400000000021,-0.0042523557257024835,65.77991113522647,75.69131219817471,3263.446200000006,3195.431200000003,3170.3607000000043,2957.462533333332,2685.460649999997,2113.7744960000055,-0.04232906670196124,0.016639268385847394,-0.04281077622143126,0.29747417944923105,0.6201658005186472,1.114321478275997
3486,2015-06-01,3111.334,3114.793,3244.319,3250.605,3082.163,135.8119999999999,32.63000000000011,139.27100000000019,29.17099999999982,0.04274211640408909,77.45640461592849,87.08523907861614,3242.321000000006,3220.024200000003,3168.9764000000046,2972.0861999999984,2695.650474999997,2120.8142720000055,-0.03153066692139728,0.08202071178889714,-0.008461478512410636,0.37070445337971747,0.6048749962899571,1.185646484210526
3487,2015-06-02,3244.319,3240.796,3258.31,3269.216,3201.224,28.420000000000073,39.57199999999966,24.896999999999935,43.0949999999998,0.004312461259204259,79.28978138828752,96.14537834518939,3216.6644000000056,3234.246600000003,3174.4512500000046,2986.864316666665,2705.8231833333307,2127.903316000006,-0.0378796625399036,0.04564187252855034,0.03477405612845219,0.3738735035037186,0.5991038410667531,1.192599301907272
3488,2015-06-03,3258.31,3251.909,3238.428,3259.706,3193.544,7.7970000000000255,58.36500000000024,1.3960000000001855,64.76600000000008,-0.006101936279850562,72.38178457204025,81.92639649166463,3195.4024000000054,3245.8044000000036,3179.421650000005,3000.340333333332,2714.804583333331,2134.9380960000053,-0.031784253355569225,0.03701042317114167,0.03166848252002219,0.3327593650187437,0.49881425120102185,1.18852184819829
3489,2015-06-04,3238.428,3244.459,3299.03,3316.501,3113.222,72.04200000000037,131.23699999999963,78.07300000000032,125.20599999999968,0.018713400452318396,69.2779170958888,78.76786488453943,3230.284200000006,3260.617300000003,3189.6290000000045,3015.4003666666654,2723.961058333331,2142.1671920000053,0.05581764956453927,0.04701163254573859,0.06596275206526392,0.3772194363595984,0.4993866614430249,1.211507780092723
3490,2015-06-05,3299.03,3349.573,3303.988,3365.59,3234.246,16.01700000000028,115.32699999999977,66.55999999999995,64.7840000000001,0.0015028659939435585,63.851226859106944,80.48019852751068,3268.8150000000055,3266.130600000003,3199.3056500000043,3030.3251166666655,2732.3372166666645,2149.445916000005,0.06192006386970994,0.01696997865401806,0.062220157501073015,0.3718014883103735,0.4372357645064986,1.225946519150014
3491,2015-06-08,3303.988,3333.833,3458.707,3469.216,3308.296,135.3829999999998,25.537000000000262,165.22800000000007,-4.307999999999993,0.046827954580948905,72.24126690500864,93.10417827298063,3311.6926000000058,3277.0068000000038,3213.7843000000044,3046.5516666666654,2742.970666666664,2157.3523600000053,0.06608104813367621,0.03246680169375904,0.0913729113379238,0.3917699550201721,0.5846053476141626,1.3336592231542355
3492,2015-06-09,3458.707,3494.823,3413.996,3494.823,3376.025,0.0,118.79799999999977,36.115999999999985,82.68199999999979,-0.012927085179519349,67.45423577777852,91.61987578358467,3342.829800000006,3279.7471000000032,3225.0684500000043,3061.863649999999,2752.630441666664,2165.0982560000057,0.047781211732462525,0.008091613016385502,0.07078445560395097,0.36818317164787717,0.5140860280385646,1.3106227859889734
3493,2015-06-10,3413.996,3362.807,3370.3833,3415.2762,3338.6844,52.4692,24.122599999999693,1.2801999999996951,75.3116,-0.0127746781191308,75.76281220955894,96.2247342778638,3369.2208600000063,3282.311630000003,3236.5228150000044,3075.5223549999987,2762.437452499997,2172.7142412000057,0.040746714146493224,0.00766735690508491,0.07292763878348296,0.32127281729580726,0.5365027430521048,1.2984268818531532
3494,2015-06-11,3370.3833,3368.9989,3347.1161,3383.4882,3313.5902,14.48929999999973,55.40869999999995,13.104899999999816,56.79309999999987,-0.00690342846168257,72.59172838223634,88.73931189096385,3378.8380800000064,3304.561140000003,3247.4500200000043,3088.254323333332,2772.052694999997,2180.1657416000053,0.014575829865142165,0.0712070679932062,0.06985426578004272,0.29572572447021117,0.5260730127885682,1.2551028438104055
