,日期,前收盘价,开盘价,收盘价,最高价,最低价,HO,OL,HCY,CYL,涨跌幅,AR,BR,MA5,MA10,MA20,MA60,MA120,MA250,5日涨跌幅,10日涨跌幅,20日涨跌幅,60日涨跌幅,120日涨跌幅,250日涨跌幅
2559,2011-08-02,4644.462,4627.383,4610.783,4627.383,4539.429,0.0,87.95399999999972,-17.079000000000633,105.03300000000036,-0.007251431920424767,93.91136793372713,67.46631078109895,4654.968399999997,4695.632699999995,4754.6219999999985,4646.034750000001,4846.688275000008,4808.701476000004,-0.004875283055191804,-0.04808756932967628,-0.029191118754611,-0.057084164976114016,0.00023125063859685824,0.14757069925711774
2560,2011-08-03,4610.783,4565.755,4625.173,4638.64,4551.48,72.88500000000022,14.275000000000546,27.85699999999997,59.30300000000079,0.003120944967481609,103.14819236518346,67.44214259974325,4637.927199999996,4673.244299999995,4747.834799999999,4641.143066666667,4845.781608333341,4811.140300000004,-0.0180889902914394,-0.04617062657749749,-0.028512154276161605,-0.05967075679339595,-0.022982809576649554,0.15183937509634604
2561,2011-08-04,4625.173,4631.416,4649.425,4670.995,4631.283,39.57899999999972,0.13299999999981083,45.822000000000116,-6.110000000000582,0.005243479541197749,113.43469765576504,75.44929289018468,4631.632599999996,4659.747999999995,4742.233449999998,4636.47535,4844.636766666675,4813.453624000003,-0.006723709852254789,-0.028209041574387306,-0.023527907033400797,-0.05681381108950867,-0.02869993060090581,0.14205788419525556
2562,2011-08-05,4649.425,4504.078,4559.018,4589.082,4472.615,85.0039999999999,31.463000000000648,-60.34299999999985,176.8100000000004,-0.01944477005221079,110.15286482377127,53.74347169339392,4617.772199999997,4635.555999999995,4732.353649999998,4631.395733333334,4842.0244583333415,4815.414240000003,-0.014973467694541331,-0.05039015292428273,-0.04154131489332524,-0.06266238605862295,-0.06433603318217873,0.12046458176041264
2563,2011-08-08,4559.018,4494.38,4330.771,4514.617,4242.869,20.23700000000008,251.51100000000042,-44.40099999999984,316.14900000000034,-0.05006494819717766,84.10592989393919,36.02984969588589,4555.033999999997,4607.260099999996,4708.921199999998,4621.86585,4837.533491666674,4816.088040000003,-0.06754086910389201,-0.06132977005589835,-0.09764700734672116,-0.11663141980400471,-0.11066748232483936,0.040470208808979447
2564,2011-08-09,4330.771,4199.126,4317.107,4347.313,4113.01,148.1869999999999,86.11599999999999,16.54200000000037,217.7609999999995,-0.003155096402003177,81.98628194472417,25.750047151403816,4496.298799999997,4575.633599999996,4688.2206499999975,4612.1392000000005,4832.237158333341,4816.580308000003,-0.06369330328493017,-0.06825806345788776,-0.08750806891732577,-0.1190846788197456,-0.1283268186615414,0.029343306215486642
2565,2011-08-10,4317.107,4389.153,4378.698,4433.094,4372.641,43.9409999999998,16.512000000000626,115.98700000000008,-55.53399999999965,0.014266730011556428,82.29674599359663,31.257080604901,4447.003799999997,4542.465499999996,4665.8845999999985,4603.884933333333,4827.163975000007,4817.3305800000035,-0.05328989856163202,-0.07041492839535834,-0.09257662391597488,-0.10161277681324021,-0.12206204335656468,0.04475356288160959
2566,2011-08-11,4378.698,4283.237,4454.394,4454.481,4270.616,171.2439999999997,12.621000000000095,75.78299999999945,108.08200000000033,0.017287330617457464,96.45376963363826,33.63261839031631,4407.997599999997,4519.815099999995,4645.296049999999,4596.355016666666,4823.105325000007,4818.076576000004,-0.04194733757400104,-0.04838900569933369,-0.08461920218488272,-0.09208675002124866,-0.09856211721622388,0.04369812284510277
2567,2011-08-12,4454.394,4483.849,4505.886,4526.498,4480.118,42.64899999999943,3.730999999999767,72.10399999999936,-25.72400000000016,0.011559821605363174,96.199099660734,35.64077453351632,4397.371199999997,4507.571699999995,4625.788199999998,4590.121583333333,4818.629650000007,4819.325556000003,-0.011654264141970794,-0.02645322708887876,-0.07968822986236013,-0.07664226995187584,-0.10650099435510862,0.07445677872760226
2568,2011-08-15,4505.886,4514.646,4571.719,4571.719,4509.628,57.07300000000032,5.018000000000029,65.83299999999963,-3.7419999999992797,0.014610445093373281,102.46042360261364,40.03998463597506,4445.5607999999975,4500.297399999995,4609.611149999999,4585.263816666667,4815.812766666674,4820.6203760000035,0.055636282777362434,-0.015662309219022674,-0.06609271009098605,-0.059933150805490665,-0.06884797479298821,0.07620149086137662
2569,2011-08-16,4571.719,4578.349,4533.321,4587.138,4520.935,8.78899999999976,57.41399999999976,15.418999999999869,50.78399999999965,-0.008399028899195304,94.42776827425274,37.71629392670414,4488.8035999999975,4492.551199999994,4594.091949999998,4582.827049999999,4812.098300000008,4821.681840000004,0.05008307646764365,-0.0168001833961825,-0.06407987274204352,-0.031243756046284155,-0.08952217257203521,0.062176381897184996
2570,2011-08-17,4533.321,4520.685,4513.485,4543.879,4499.164,23.193999999999505,21.52100000000064,10.557999999999993,34.15700000000015,-0.004375600139500446,96.60136855612909,40.879693569595105,4515.760999999997,4481.382399999994,4577.3133499999985,4580.183866666665,4807.812916666674,4822.311732000004,0.030782438067206153,-0.024147853496507055,-0.06920355854756921,-0.03394443925997792,-0.10228192399314917,0.03615072685750187
2571,2011-08-18,4513.485,4510.135,4436.101,4516.036,4434.994,5.90099999999984,75.14100000000053,2.5510000000003856,78.49099999999999,-0.017145066395479303,83.72561488602787,33.795877088120044,4512.102399999997,4460.049999999994,4559.898999999998,4577.139749999999,4802.840450000007,4822.401864000004,-0.004106731465604696,-0.04588180258849228,-0.07279656248615296,-0.03954469912625669,-0.118561507646742,0.005105393187552432
2572,2011-08-19,4436.101,4341.185,4395.019,4395.602,4325.037,54.41699999999946,16.14800000000014,-40.498999999999796,111.0639999999994,-0.009260835134276557,85.73647674577988,27.546653706472213,4489.928999999996,4443.650099999994,4539.603049999998,4574.174366666665,4797.005541666674,4822.996100000004,-0.02460492786546309,-0.03597243967889574,-0.08454993586669934,-0.03890777534462497,-0.1374210827114417,0.03498419860307167
2573,2011-08-22,4395.019,4395.034,4363.959,4435.302,4348.668,40.26800000000003,46.365999999999985,40.28299999999945,46.35100000000057,-0.007067091177535345,83.23723930688912,27.763019836679465,4448.376999999996,4446.968899999994,4527.114499999998,4573.092116666666,4790.68485833334,4823.260320000004,-0.045444612846940124,0.007663300599362044,-0.054136457920164305,-0.01466167399806828,-0.14807042189456154,0.01536911945915942
2574,2011-08-23,4363.959,4376.262,4434.922,4435.208,4365.842,58.94599999999991,10.420000000000073,71.2489999999998,-1.8829999999998108,0.01626115185775112,87.51054141322369,30.705130645205,4428.697199999996,4458.750399999995,4517.191999999998,4574.590016666666,4785.069708333341,4824.033640000004,-0.0217057208170347,0.0272902663751442,-0.042830577816760806,0.02068423639968997,-0.1318951443995976,0.04557958426930275
2575,2011-08-24,4434.922,4453.427,4427.978,4474.095,4420.293,20.668000000000575,33.134000000000015,39.173000000000684,14.628999999999905,-0.0015657547077490008,90.23608871557039,35.21815892711329,4411.5957999999955,4463.678399999995,4503.071949999999,4574.318383333332,4780.227466666674,4824.453344000004,-0.018944784351781263,0.01125448706441956,-0.05995292523170637,-0.003667188986462566,-0.11600390253874626,0.024271278716980538
2576,2011-08-25,4427.978,4432.405,4520.171,4520.171,4421.598,87.76600000000053,10.806999999999789,92.19300000000021,6.380000000000109,0.02082056414914435,99.90559315261979,39.05854954465532,4428.409799999996,4470.256099999996,4495.035599999998,4574.806366666666,4775.66538333334,4824.840768000005,0.018951326852116424,0.014766767376213297,-0.03433678751384883,0.006519640196201548,-0.10802899427561763,0.021896699647210527
2577,2011-08-26,4520.171,4506.09,4530.423,4541.465,4496.183,35.375,9.907000000000153,21.29399999999987,23.988000000000284,0.002268055788154699,107.24628684594593,41.20073074166742,4455.4905999999955,4472.709799999996,4490.140749999998,4576.480099999999,4770.600175000006,4825.131424000005,0.030808513000740056,0.005445543895251426,-0.02115173540291071,0.022669079609273002,-0.11829421234630944,0.016300567168391122
2578,2011-08-29,4530.423,4509.894,4490.158,4512.649,4481.293,2.755000000000109,28.601000000000568,-17.773999999999432,49.13000000000011,-0.00888769106107734,103.13029576067541,36.899181713574485,4480.730399999995,4464.553699999997,4482.425549999998,4576.212799999998,4764.970366666674,4825.263548000004,0.028918466007586296,-0.01784033533119589,-0.033223223701690285,-0.003559099515422659,-0.13078042137275714,0.007410827647495788
2579,2011-08-30,4490.158,4511.253,4451.726,4541.561,4450.728,30.307999999999993,60.524999999999636,51.40299999999934,39.43000000000029,-0.008559164287760157,118.43700408191921,44.96365380246834,4484.091199999995,4456.394199999997,4474.4726999999975,4574.619849999999,4758.890016666674,4825.224500000005,0.0037890181608606355,-0.017998946026544393,-0.03449674382854295,-0.02101839266044081,-0.14082033933895466,-0.0021880592304631685
2580,2011-08-31,4451.726,4449.678,4430.538,4468.137,4386.63,18.458999999999833,63.047999999999774,16.411000000000058,65.09599999999955,-0.004759502269456872,113.62302890207403,43.91608981202148,4484.603199999996,4448.0994999999975,4464.740949999998,4572.412616666666,4752.949391666673,4825.480236000004,0.0005781419871551119,-0.01837759513989745,-0.042081669161348145,-0.029023627583075307,-0.13859960302623964,0.014641584169299282
2581,2011-09-01,4430.538,4435.333,4395.069,4457.048,4379.095,21.715000000000146,56.237999999999374,26.51000000000022,51.4429999999993,-0.00800557404089508,103.91755012000488,40.05819765452138,4459.582799999996,4443.996299999997,4452.023149999998,4571.384933333333,4746.743750000007,4825.441640000004,-0.027676386579180257,-0.009249563975211372,-0.05470697989536333,-0.013835480273653333,-0.14488595350820832,-0.00219060561879314
2582,2011-09-02,4395.069,4387.301,4344.977,4399.85,4317.64,12.548999999999978,69.66100000000006,4.780999999999949,77.42900000000009,-0.011397318221852859,100.81597240333654,41.8647541361154,4422.493599999996,4438.992099999998,4441.321099999998,4569.3170666666665,4739.70158333334,4824.995560000003,-0.04093348457748869,-0.011386071368519768,-0.04694892628193181,-0.027762506072321003,-0.16282350202898366,-0.025024138914488292
2583,2011-09-05,4344.977,4305.438,4238.069,4305.438,4237.444,0.0,67.99399999999969,-39.53899999999976,107.53299999999945,-0.024604963386457346,99.39100278703916,37.735141572399996,4372.075799999996,4426.403099999998,4436.685999999999,4565.471766666667,4732.257725000006,4824.474620000003,-0.05614256781164495,-0.028847658742898186,-0.021405426424070728,-0.05162877532538468,-0.17408014137459826,-0.029813630186909967
2584,2011-09-06,4238.069,4205.087,4204.908,4238.294,4185.796,33.206999999999425,19.291000000000167,0.2249999999994543,52.27300000000014,-0.007824554059879696,98.23166457531013,34.8781121141266,4322.712199999996,4403.401699999998,4431.076049999998,4559.871249999999,4723.970641666673,4823.697116000003,-0.05544321460934465,-0.05186427179553532,-0.02598939521304422,-0.07400033341121737,-0.19126399836287478,-0.04418355350552483
2585,2011-09-07,4204.908,4221.987,4306.361,4306.464,4219.85,84.47699999999986,2.1369999999997162,101.55599999999959,-14.942000000000007,0.024127281738387518,114.00910320612674,45.04570601667051,4297.876799999996,4391.239999999997,4427.459199999998,4556.649033333332,4717.32253333334,4823.196784000003,-0.028027521714067194,-0.027465583614010747,-0.016520207605091874,-0.04296581056400739,-0.15629938398952692,-0.02822623957337622
2586,2011-09-08,4306.361,4320.53,4260.155,4328.205,4260.138,7.675000000000182,60.391999999999825,21.84400000000005,46.222999999999956,-0.010729708912002534,103.45324192319727,45.0379743277189,4270.893999999996,4365.238399999997,4417.7472499999985,4554.282566666666,4710.099375000007,4822.025312000003,-0.030696673931626672,-0.057523487496380254,-0.04360615607869456,-0.032254290694327836,-0.16906381084679467,-0.06432385691879883
2587,2011-09-09,4260.155,4256.48,4233.748,4295.103,4216.421,38.6230000000005,40.05899999999929,34.94800000000032,43.73399999999947,-0.006198600755136896,99.7967599257986,42.97479060275691,4248.648199999996,4335.570899999997,4404.140349999999,4552.555583333333,4702.996375000007,4820.603148000003,-0.02559944506035361,-0.06548505514827208,-0.060396112995313445,-0.02388983915818066,-0.16758590261944906,-0.07747191340532278
2588,2011-09-13,4233.748,4176.302,4164.288,4176.882,4136.969,0.5799999999999272,39.33299999999963,-56.865999999999985,96.77899999999954,-0.01640626697668357,91.86668454151857,45.441771476553974,4233.891999999996,4302.9838999999965,4383.768799999999,4550.6478333333325,4695.31700833334,4819.139384000003,-0.017409107779982058,-0.07257428357754914,-0.0891198693533003,-0.026751953197578837,-0.1811950579376509,-0.0807775942452359
2589,2011-09-14,4164.288,4176.037,4212.129,4212.294,4111.119,36.25699999999961,64.91800000000057,48.00600000000031,53.16899999999987,0.01148839849693406,111.05057760428538,62.100021932220784,4235.336199999996,4279.024199999996,4367.709199999999,4548.542949999999,4687.456941666673,4817.486320000002,0.001717278951168355,-0.05382114712360997,-0.07085136922798985,-0.029110353948970324,-0.18295758356825176,-0.08934718007867448
2590,2011-09-15,4212.129,4215.371,4215.5,4249.536,4206.876,34.164999999999964,8.49499999999989,37.40700000000015,5.252999999999702,0.000800307872812045,107.95713294612585,76.52372184414202,4217.163999999996,4257.520399999996,4352.809949999999,4546.780966666666,4679.50890833334,4815.696480000002,-0.02109925294233339,-0.04853541488640878,-0.06602104582157686,-0.024465087282084075,-0.1845067305519703,-0.09596050577315696
2591,2011-09-16,4215.5,4229.003,4214.816,4249.175,4212.293,20.17200000000048,16.710000000000036,33.67500000000018,3.2070000000003347,-0.00016225833234495557,105.29128641774952,65.14404462352033,4208.096199999996,4239.495099999996,4341.7456999999995,4543.645599999999,4671.196166666673,4813.947892000003,-0.010642570516800398,-0.04101255293147854,-0.04988276867456354,-0.042726470370466285,-0.19137816088535975,-0.0939704378560191
2592,2011-09-19,4214.816,4200.475,4131.885,4200.475,4131.315,0.0,69.16000000000076,-14.34099999999944,83.5010000000002,-0.019676066523425795,81.15594628146275,58.368205618636104,4187.723599999996,4218.185899999996,4328.588999999999,4537.357349999999,4662.298941666672,4811.755664000003,-0.024059769263546027,-0.04904329758247272,-0.05987095846457091,-0.08367264114539674,-0.2053382676045935,-0.1171076479152946
2593,2011-09-20,4131.885,4121.035,4151.851,4168.236,4101.698,47.20100000000002,19.336999999999534,36.35099999999966,30.186999999999898,0.004832177081404598,80.32106197422245,52.41975046622327,4185.236199999996,4209.564099999996,4317.983599999999,4530.418383333333,4654.304758333339,4809.481568000003,-0.002986584981634288,-0.020343698981777014,-0.048604489638880755,-0.09113852338421213,-0.18768798351370042,-0.12044043110981661
2594,2011-09-21,4151.851,4150.817,4275.094,4279.121,4140.343,128.3040000000001,10.47400000000016,127.27000000000044,11.50799999999981,0.029683868713014983,87.16168439191961,57.00747007933654,4197.829199999996,4216.582699999995,4309.992199999999,4525.428666666665,4647.726000000006,4807.949908000002,0.014948497541267258,0.01669144723261473,-0.03603851431885374,-0.0654463887347122,-0.15587797126888991,-0.08220572351835298
2595,2011-09-22,4275.094,4241.42,4151.8,4258.609,4151.124,17.189000000000306,90.29600000000028,-16.484999999999673,123.97000000000025,-0.028840067610209297,85.15591819925098,51.06081899685022,4185.089199999996,4201.126599999996,4296.183299999999,4519.432916666666,4640.6543166666725,4805.7358680000025,-0.015110900249080683,-0.03589132448487242,-0.062371131925226364,-0.07973875911688788,-0.16970675557685155,-0.1176351823790569
2596,2011-09-23,4151.8,4079.06,4117.735,4134.224,4061.826,55.164000000000215,17.233999999999924,-17.576000000000022,89.97400000000016,-0.008204874993978595,88.69734924330862,46.68382902458214,4165.672999999996,4186.884599999996,4276.061499999998,4511.739633333332,4632.75980833334,4803.048036000003,-0.023033271203298122,-0.03343070850708485,-0.08903114506066268,-0.10080007302375116,-0.1870339161742095,-0.14029249891381357
2597,2011-09-26,4117.735,4102.608,4051.425,4138.349,4039.548,35.740999999999985,63.0600000000004,20.614000000000487,78.1869999999999,-0.016103513217824772,92.77842907385714,48.091121533256285,4149.5809999999965,4168.652299999996,4252.111599999998,4502.517616666665,4624.373016666674,4800.032072000004,-0.019472952417601164,-0.043064206939099736,-0.10572920012104825,-0.12016319684082466,-0.19898118564446476,-0.1569044178485276
2598,2011-09-27,4051.425,4077.227,4068.231,4098.021,4027.714,20.79399999999987,49.51299999999992,46.59599999999955,23.71100000000024,0.004148170088302372,86.4910282248252,58.79395818480274,4132.856999999996,4159.046599999996,4231.015249999999,4491.664949999999,4615.860350000006,4797.3844240000035,-0.020140414480191993,-0.023066848402415796,-0.09396707198276766,-0.13797542945689378,-0.20070137026349621,-0.1399348814613004
2599,2011-09-28,4068.231,4088.779,3999.782,4099.344,3987.269,10.565000000000055,101.51000000000022,31.11299999999983,80.96200000000044,-0.016825249107044304,79.33950810068634,56.415050396052614,4077.794599999996,4137.811899999996,4208.418049999999,4479.170916666666,4606.28520833334,4794.939888000003,-0.0643990518103228,-0.05041322333670217,-0.10152107295013202,-0.15783850841702063,-0.22316213936492757,-0.13254069256520828
2600,2011-09-29,3999.782,3977.135,3871.06,3977.135,3868.939,0.0,108.19600000000037,-22.646999999999935,130.8430000000003,-0.032182253932839355,67.77022618069047,44.12808123488929,4021.6465999999964,4103.367899999996,4180.444149999999,4464.3399666666655,4595.984566666674,4792.010172000003,-0.06761886410713436,-0.08170798244573596,-0.12627766650460948,-0.1869087404800378,-0.24202934050917368,-0.15910301947066663
2601,2011-09-30,3871.06,3875.023,3856.828,3892.381,3818.246,17.35799999999972,56.777000000000044,21.320999999999913,52.81399999999985,-0.0036765123764550545,66.16406615417982,41.670031208784465,3969.4651999999965,4067.569099999996,4153.5320999999985,4449.262899999999,4585.50430833334,4789.225004000003,-0.06336177534494081,-0.08493561759279644,-0.1224647440119826,-0.18998910416402393,-0.2458971711377489,-0.15292634501177216
2602,2011-10-10,3856.828,3866.855,3832.577,3882.782,3822.277,15.927000000000135,44.577999999999975,25.95400000000018,34.55099999999993,-0.006287809567862457,58.552952699273696,36.25472498060711,3925.695599999997,4037.638299999996,4127.9121,4433.862283333332,4574.39905833334,4786.368416000003,-0.05401753703943668,-0.072438608528553,-0.11792927787649965,-0.19426360852488755,-0.25800127661872996,-0.1570684739166045
2603,2011-10-11,3832.577,3919.441,3817.927,3942.046,3778.518,22.605000000000018,140.92299999999977,109.4689999999996,54.0590000000002,-0.0038224933249874082,52.013942680092995,41.51129505368628,3875.634799999997,4004.245899999996,4106.904999999999,4417.504066666665,4563.29120833334,4782.945716000003,-0.061526496405931774,-0.08042774174699419,-0.09913524296088627,-0.20450241904230093,-0.25878002333198524,-0.18308683537879344
2604,2011-10-12,3817.927,3803.959,3950.655,3953.142,3768.106,149.183,35.85299999999961,135.2149999999997,49.82099999999991,0.03476441534895769,62.38355120839254,51.89414672455238,3865.809399999997,3971.801999999996,4094.192349999999,4404.4963499999985,4553.19320833334,4780.130956000003,-0.012282419391856814,-0.07589049503940726,-0.060465770000199814,-0.16496375698090815,-0.23472735144307455,-0.1511899096435696
2605,2011-10-13,3950.655,3943.164,4001.853,4009.781,3929.828,66.61699999999973,13.33600000000024,59.12599999999975,20.827000000000226,0.012959370028514217,67.33244362348266,53.090808422490895,3891.967999999997,3956.807299999996,4078.966949999999,4390.770249999999,4543.384533333341,4777.777100000002,0.033787386400624175,-0.036116142396069195,-0.07071121069506248,-0.17067243279806377,-0.2272765188860788,-0.128196810808491
2606,2011-10-14,4001.853,3994.733,3985.193,4004.931,3948.439,10.197999999999865,46.294000000000324,3.0779999999999745,53.414000000000215,-0.004163071457147449,67.56265775452844,52.59575265719268,3917.6409999999973,3943.553099999996,4065.218849999999,4376.087383333332,4533.959941666674,4775.075452000003,0.033282531655546954,-0.03218808398306339,-0.06454272203710887,-0.1810403058671458,-0.22105534949759031,-0.14491938278399463
2607,2011-10-17,3985.193,3993.749,3997.121,4024.237,3974.382,30.488000000000284,19.366999999999734,39.04399999999987,10.81100000000015,0.002993079632529705,70.20475363519279,55.01786686364745,3950.549799999997,3938.1226999999953,4053.3874999999994,4361.105349999999,4524.332658333341,4771.992068000003,0.04293299260523664,-0.013403678952467413,-0.05589066708741275,-0.1836017371579456,-0.22422077499881132,-0.16167184043010352
2608,2011-10-18,3997.121,3974.464,3877.024,3974.892,3873.373,0.4279999999998836,101.0909999999999,-22.22900000000027,123.74800000000005,-0.030045875518904808,67.58777274926359,51.38788908504633,3962.3691999999974,3919.0019999999954,4039.0242999999996,4344.134749999998,4513.406933333341,4768.343544000002,0.015478818741164968,-0.047000035150413066,-0.0689827408671061,-0.20800447780097486,-0.2527098976872314,-0.19045760682208024
2609,2011-10-19,3877.024,3882.017,3854.169,3898.81,3837.237,16.79300000000012,44.779999999999745,21.786000000000058,39.78699999999981,-0.005894985432125299,70.11933468109616,58.36266143150133,3943.0719999999974,3904.4406999999956,4021.126299999999,4327.642483333332,4502.482316666674,4764.5361040000025,-0.02442278558871891,-0.036405234085257754,-0.08498315222539476,-0.2042932011755464,-0.2538088637966608,-0.19805540083091477
2610,2011-10-20,3854.169,3841.263,3740.469,3841.263,3710.95,0.0,130.3130000000001,-12.905999999999949,143.21900000000005,-0.02950052268076464,62.153477135659706,53.85651972991532,3890.7951999999977,3891.3815999999956,3997.374749999999,4309.166016666665,4491.529825000007,4760.1510320000025,-0.0653157424822951,-0.033735204310963884,-0.11268675127505634,-0.22861929649414303,-0.2600117354545253,-0.22665445733352874
2611,2011-10-21,3740.469,3733.701,3671.695,3743.341,3669.692,9.639999999999873,64.00900000000001,2.8719999999998436,70.77700000000004,-0.01838646437117908,54.37243476684199,44.54166977484766,3828.095599999998,3872.8682999999955,3970.218699999999,4290.621133333332,4480.705850000007,4756.119620000003,-0.07866570075778012,-0.04800136277790967,-0.1288599549778685,-0.23256746735423628,-0.2613133860650243,-0.21537400620743707
2612,2011-10-24,3671.695,3675.716,3736.765,3736.765,3605.944,61.04899999999998,69.77199999999993,65.06999999999971,65.7510000000002,0.01772206024737888,57.66670670156985,46.73452460490648,3776.0243999999975,3863.2870999999955,3950.462699999999,4272.884916666666,4470.899750000007,4752.3008800000025,-0.06513588155074623,-0.024999367266463346,-0.09562705641613944,-0.22165939239373644,-0.2394897157767676,-0.2034946551705763
2613,2011-10-25,3736.765,3735.625,3842.978,3850.077,3726.246,114.45200000000023,9.378999999999905,113.31200000000035,10.518999999999778,0.028423783673846348,64.18518611452642,52.825739011735784,3769.215199999998,3865.7921999999953,3935.01905,4260.0390499999985,4463.296100000007,4749.126236000003,-0.00878147775200766,0.00656141408675448,-0.07439404737790434,-0.16705615629869963,-0.1918734344166736,-0.1711716180621351
2614,2011-10-26,3842.978,3818.24,3884.39,3921.25,3808.3,103.01000000000022,9.9399999999996,78.27199999999993,34.677999999999884,0.01077601797356098,72.81641482514596,64.17902880382458,3775.259399999998,3859.1656999999955,3915.4838499999996,4247.5560166666655,4455.358800000006,4745.549368000002,0.007841119577268074,-0.016773167993661908,-0.09139073901065109,-0.16164944234997758,-0.1969200717985572,-0.1871292198751645
2615,2011-10-27,3884.39,3890.258,3888.992,3927.437,3872.904,37.17900000000009,17.353999999999814,43.047000000000025,11.485999999999876,0.0011847420058233027,75.43518656955517,65.69497727059289,3804.9639999999986,3847.879599999995,3902.3434499999994,4233.866233333332,4446.7623166666735,4741.928560000002,0.03970705277867559,-0.028202185337642294,-0.06329977359217687,-0.1743781126741606,-0.20964603694287443,-0.18881213401043018
2616,2011-10-28,3888.992,3932.852,3978.8,3978.8,3918.357,45.94800000000032,14.49499999999989,89.80799999999999,-29.36499999999978,0.023092873423241844,75.96731368116329,71.05108033304165,3866.3849999999984,3847.2402999999954,3895.3967,4222.164599999999,4439.795808333341,4738.508560000002,0.08364120658170138,-0.0016041883040545102,-0.0337406365392624,-0.14999215962407209,-0.1736280424800214,-0.176879473705987
2617,2011-10-31,3978.8,3975.072,3999.362,4004.385,3963.274,29.313000000000102,11.79800000000023,25.585000000000036,15.526000000000295,0.005167889816025006,76.91463079879226,69.86100139479066,3918.9043999999985,3847.4643999999957,3892.7935499999994,4211.681966666666,4432.89705833334,4734.994300000003,0.07027388663723833,0.0005606535303785964,-0.012850540242013597,-0.13589336951636877,-0.17149650771501235,-0.18011032145417505
2618,2011-11-01,3999.362,3963.37,3999.831,4020.457,3950.743,57.08699999999999,12.626999999999953,21.0949999999998,48.61900000000014,0.00011726870435846415,84.63702079234845,74.19348529104924,3950.2749999999987,3859.7450999999955,3889.3735499999993,4200.938116666666,4425.812575000006,4730.999624000003,0.04081548215992914,0.03167558415939653,-0.016813204559918082,-0.13879562369118326,-0.1752873059600999,-0.19979373812143641
2619,2011-11-02,3999.831,3937.898,4072.781,4073.122,3919.688,135.2239999999997,18.210000000000036,73.29099999999971,80.14300000000003,0.018238270566931503,91.47519288276254,74.18480920620252,3987.9531999999986,3881.606299999996,3893.0234999999993,4191.971416666665,4419.003083333339,4727.106156000003,0.048499507001099396,0.05672091701220161,0.018250744665584184,-0.11668343532974779,-0.16710682383351882,-0.19289307408343948
2620,2011-11-03,4072.781,4085.502,4097.618,4150.039,4085.313,64.53699999999981,0.18899999999985084,77.25799999999981,-12.532000000000153,0.00609829008728946,87.26425252576901,71.89667922918271,4029.6783999999984,3917.321199999996,3904.3513999999996,4183.1788333333325,4412.160950000006,4723.517532000003,0.053645263348446104,0.0954824114302244,0.05852608846155838,-0.11406167942258583,-0.16692628948371036,-0.1796189377136983
2621,2011-11-04,4097.618,4115.097,4131.13,4140.634,4093.924,25.537000000000262,21.172999999999774,43.01599999999962,3.6940000000004147,0.008178409993317981,92.88459130229815,83.24759102473946,4060.1443999999988,3963.264699999996,3918.0665,4174.5405833333325,4405.5079666666725,4720.043692000002,0.03828541268724228,0.1251288573805831,0.0711211389255626,-0.11147507487485009,-0.16195556211923023,-0.17370624391200074
2622,2011-11-07,4131.13,4125.02,4114.767,4159.97,4107.558,34.94999999999982,17.462000000000444,28.840000000000146,23.572000000000116,-0.003960901738749523,91.21308609908849,91.5857536187438,4083.2253999999984,4001.064899999996,3932.1759999999995,4167.1363999999985,4399.266066666673,4716.280792000001,0.028855852508475,0.1011575520537149,0.07362930999168427,-0.09744444965999266,-0.15400073399475112,-0.18607981181653543
2623,2011-11-08,4114.767,4115.769,4057.555,4125.092,4049.811,9.32299999999941,65.95800000000008,10.324999999999818,64.95599999999968,-0.013904067958161459,88.84053108138887,91.73733888929833,4094.770199999999,4022.5225999999957,3944.157399999999,4162.582799999998,4392.2243250000065,4711.712912000002,0.014431609735511275,0.055836125005139126,0.0627639030290521,-0.06308715007096888,-0.17236062599080815,-0.21962967771094477
2624,2011-11-09,4057.555,4065.198,4126.003,4126.003,4025.716,60.804999999999836,39.48199999999997,68.44799999999987,31.838999999999942,0.016869272258786427,92.86752613045388,92.92263027585369,4105.414599999999,4046.6838999999954,3952.9247999999993,4159.397733333332,4385.768466666674,4707.524660000001,0.01306772939669476,0.062201014831157586,0.044384538766356396,-0.04426668136786982,-0.15807987665450662,-0.20240665786982037
2625,2011-11-10,4126.003,4080.357,4064.371,4112.367,4063.747,32.01000000000022,16.610000000000127,-13.635999999999513,62.25599999999986,-0.014937458843340523,101.74297279741162,90.63407071172472,4098.765199999999,4064.2217999999957,3956.050699999999,4154.158949999999,4379.021941666674,4703.387988,-0.008113738274285298,0.045096261447696406,0.015622262986671354,-0.07178549422682268,-0.16610394763676462,-0.20283614580569054
2626,2011-11-11,4064.371,4069.401,4062.144,4096.569,4043.757,27.168000000000575,25.643999999999778,32.19800000000032,20.614000000000033,-0.0005479322630734806,112.35566834126729,104.88907353092871,4084.9679999999985,4072.5561999999954,3959.8982499999993,4147.621449999999,4371.98823333334,4698.723380000001,-0.01669906296824364,0.020947019201769335,0.0193092279345064,-0.08805911645893927,-0.17203678863574157,-0.22304628506113666
2627,2011-11-14,4062.144,4092.055,4159.567,4159.699,4092.055,67.64399999999978,0.0,97.55499999999984,-29.911000000000058,0.023983147815537897,123.87130704788956,121.14295229937575,4093.9279999999985,4088.5766999999955,3968.020549999999,4141.849466666666,4365.985525000006,4694.114568000001,0.010887615264728367,0.04005763919345129,0.04064075118066235,-0.07685924588416138,-0.14761084876468578,-0.2169150772717946
