,日期,前收盘价,开盘价,收盘价,最高价,最低价,HO,OL,HCY,CYL,涨跌幅,AR,BR,MA5,MA10,MA20,MA60,MA120,MA250,5日涨跌幅,10日涨跌幅,20日涨跌幅,60日涨跌幅,120日涨跌幅,250日涨跌幅
1141,2005-09-29,852.359,852.038,871.291,871.487,852.038,19.448999999999955,0.0,19.12799999999993,0.3210000000000264,0.022211298290978343,95.32713574481228,90.64521122884238,864.799400000001,888.6084000000004,889.2013999999997,816.531566666666,821.4060750000007,,-0.009911217220654689,-0.05140309524716791,0.006801439788307384,0.1657345688757832,-0.06547231514920093,
1142,2005-09-30,871.291,871.229,869.509,873.114,866.825,1.884999999999991,4.403999999999996,1.822999999999979,4.466000000000008,-0.0020452409126228144,92.36301673010554,87.44016146700329,864.991400000001,883.7955000000005,889.0525999999998,818.9758166666659,820.7398416666674,,0.0011052916991443062,-0.05244878699443578,-0.003410946893069755,0.20288329316846831,-0.08420391866087662,
1143,2005-10-10,869.509,870.049,858.748,870.049,857.965,0.0,12.083999999999946,0.5399999999999636,11.543999999999983,-0.012375950105174227,88.1494489524042,83.0921534459678,861.773000000001,876.6214000000006,887.7754999999997,821.380366666666,819.9918333333341,,-0.018394220657491633,-0.07710032036918224,-0.028884189575817842,0.2019286888974423,-0.09463378839842318,
1144,2005-10-11,858.748,857.642,878.623,878.694,854.274,21.051999999999907,3.368000000000052,19.945999999999913,4.474000000000046,0.023144158705464157,101.12763125239724,95.51146806093449,866.106000000001,872.0677000000005,888.5820999999996,823.6985166666659,819.5852750000008,,0.02528128566394172,-0.049273935249307343,0.018703963287732828,0.18807654550027464,-0.05260564367431875,
1145,2005-10-12,878.623,879.05,887.711,891.862,874.98,12.812000000000012,4.069999999999936,13.238999999999919,3.643000000000029,0.010343457888081664,105.84088392796629,101.12996096578723,873.176400000001,869.8601000000004,888.5613999999996,826.286316666666,819.0642916666674,,0.041475481575251605,-0.024265020273976257,-0.0004661505981702341,0.21198646174514613,-0.06579256158252378,
1146,2005-10-13,887.711,888.303,883.45,890.857,881.227,2.5539999999999736,7.076000000000022,3.145999999999958,6.484000000000037,-0.004799985580892896,98.0040215137551,94.28961892708944,875.6082000000009,870.2038000000005,888.2493999999997,828.8014166666659,818.6311666666674,,0.013955153903804751,0.0039056241214618925,-0.007013678921871658,0.20600264284466197,-0.05556297939439281,
1147,2005-10-14,883.45,882.872,876.053,883.841,873.46,0.9690000000000509,9.41199999999992,0.3909999999999627,9.990000000000009,-0.008372856415190477,87.2602781492145,82.77118370262002,876.9170000000009,870.9542000000005,888.0768999999997,831.4941666666659,818.3210166666673,,0.007526086561496115,0.00863969678164378,-0.003922669962467484,0.22612696084468875,-0.04075241631454407,
1148,2005-10-17,876.053,874.854,878.757,878.885,868.461,4.030999999999949,6.393000000000029,2.8319999999999936,7.5919999999999845,0.003086571246260217,85.21272541445074,79.0242370965712,880.9188000000009,871.3459000000005,887.8366999999996,834.5259833333326,818.1346750000007,,0.023300199825792678,0.0044773901513419645,-0.005437089233227943,0.2610454503708126,-0.0248147301463294,
1149,2005-10-18,878.757,878.781,893.699,893.979,878.454,15.198000000000093,0.3269999999999982,15.222000000000094,0.30299999999999727,0.01700356298726491,87.85663501424145,80.51133744079766,883.9340000000009,875.0200000000004,887.3060999999996,837.7031999999994,818.0589583333339,,0.017158667596909982,0.04287374643798181,-0.011734900935629566,0.2711452409873325,-0.010064411792398031,
1150,2005-10-19,893.699,893.467,886.314,900.68,884.989,7.212999999999965,8.477999999999952,6.9809999999999945,8.709999999999923,-0.008263408597301791,94.85040073330673,85.57492568317716,883.654600000001,878.4155000000004,885.8726499999996,840.6868833333326,818.0775500000005,,-0.0015737103629447358,0.03983650081714396,-0.031332822577031516,0.25310726954741525,0.002523518719396156,
1151,2005-10-20,886.314,885.34,886.551,886.835,872.477,1.4950000000000045,12.863000000000056,0.5210000000000719,13.836999999999989,0.00026739958976174094,78.69956765871947,71.39698544340789,884.274800000001,879.9415000000005,884.2749499999994,843.716266666666,818.2377416666674,,0.0035101024393005,0.017514240362863864,-0.034789141049858086,0.2578974102850786,0.02216347218122805,
1152,2005-10-21,886.551,886.431,895.027,898.248,885.278,11.817000000000007,1.15300000000002,11.697000000000003,1.2730000000000246,0.009560645693253988,86.11461906736528,76.39926039731274,888.0696000000011,882.4933000000004,883.1443999999996,846.6092999999994,818.5512916666673,,0.021658506962478397,0.029347597322166852,-0.024640435553017648,0.2406032337877455,0.0438837836671524,
1153,2005-10-24,895.027,895.428,897.757,899.436,891.955,4.008000000000038,3.4729999999999563,4.408999999999992,3.0720000000000027,0.0030501873127848356,90.44987261209637,80.47883433853748,891.8696000000011,886.3942000000004,881.5077999999996,849.5907999999994,819.023783333334,,0.0216214493881699,0.04542543330523019,-0.03517720252469414,0.24884992634242487,0.06741390011152615,
1154,2005-10-25,897.757,896.693,877.577,896.693,877.543,0.0,19.149999999999977,-1.0639999999999645,20.213999999999942,-0.022478242998940634,81.89109951505542,72.78176985492749,888.6452000000011,886.2896000000004,879.1786499999996,851.9527333333327,819.2099250000007,,-0.018039630792917927,-0.0011904992243545465,-0.050405773891966765,0.19258528444910117,0.026117814882372192,
1155,2005-10-26,877.577,875.54,854.028,876.414,853.602,0.8740000000000236,21.937999999999988,-1.163000000000011,23.975000000000023,-0.026834112562202472,66.5563400691361,57.20640181413784,882.188000000001,882.9213000000003,876.3906999999996,853.6862833333327,819.3272166666674,,-0.036427270696389735,-0.03794365508594577,-0.06128797179999279,0.13868122637547264,0.016756889968843502,
1156,2005-10-27,854.028,851.081,847.593,856.967,841.864,5.885999999999967,9.216999999999985,2.9389999999999645,12.163999999999987,-0.007534881760317025,63.79090976252431,51.93637305068205,874.3964000000011,879.3356000000003,874.7696999999996,855.3589999999992,819.2186916666674,,-0.04394332644145693,-0.040587469579489555,-0.03684036485824649,0.1343133974813644,-0.015132184388856329,
1157,2005-10-28,847.593,846.702,825.063,850.912,814.117,4.210000000000036,32.585000000000036,3.3190000000000737,33.476,-0.026581153926471757,56.446349029004864,45.822085805505516,860.4036000000011,874.2366000000004,872.5953999999996,856.6962999999994,819.0307916666674,,-0.07816970884677232,-0.05820424106760669,-0.05006741128019254,0.1077273184976335,-0.026601825601602624,
1158,2005-10-31,825.063,823.233,828.659,831.178,819.355,7.94500000000005,3.877999999999929,6.115000000000009,5.70799999999997,0.004358455051311161,59.946304626292125,48.137329286798,846.5840000000011,869.2268000000004,870.2863499999996,857.9991499999994,819.1162916666673,,-0.07696737535881082,-0.05701007218150178,-0.0527879383658727,0.10416022641268063,0.01253667221000998,
1159,2005-11-01,828.659,827.894,823.328,827.894,808.399,0.0,19.495000000000005,-0.7649999999999864,20.25999999999999,-0.006433285585506265,51.959978309923216,40.79654078163021,835.7342000000011,862.1897000000005,868.6048499999997,858.9997833333327,819.1599583333339,,-0.0618167978422407,-0.07874127642528406,-0.03924346350696295,0.07865686698371532,0.0064051789049588415,
1160,2005-11-02,823.328,823.206,840.316,843.154,823.206,19.94799999999998,0.0,19.826000000000022,0.12199999999995725,0.020633332037778507,62.60042660403863,49.196157924706384,832.991800000001,857.5899000000005,868.0026999999997,860.1758499999994,819.3995083333339,,-0.016055679673265932,-0.051898085779983116,-0.014129023099421767,0.09167108367370291,0.035420234853432264,
1161,2005-11-03,840.316,839.858,828.906,842.518,826.116,2.660000000000082,13.741999999999962,2.201999999999998,14.200000000000045,-0.013578225334279104,63.302915448654595,50.7913048833055,829.254400000001,851.8254000000004,865.8834499999996,861.2365833333328,819.5778083333339,,-0.022047138190145477,-0.06502164004101296,-0.04864620431061506,0.08316628814706606,0.026496266300107596,
1162,2005-11-04,828.906,828.04,835.122,835.224,820.895,7.184000000000083,7.144999999999982,6.318000000000097,8.010999999999967,0.007499040904517473,74.30153980634763,61.085153898436694,831.2662000000012,845.8349000000004,864.1640999999994,862.024966666666,819.746508333334,,0.012191796262830845,-0.06693094174812608,-0.03954760675277669,0.06004297941532255,0.02484298263052853,
1163,2005-11-07,835.122,835.063,842.002,842.058,829.74,6.9950000000000045,5.322999999999979,6.9360000000000355,5.381999999999948,0.008238317275799156,75.09728950379176,64.02020701030273,833.9348000000011,840.2594000000005,863.3267999999995,862.7230499999994,820.028433333334,,0.016101918883400623,-0.06210477891010602,-0.019500482097192795,0.05234859401812475,0.04186119026790114,
1164,2005-11-08,842.002,841.929,848.965,849.111,835.812,7.182000000000016,6.116999999999962,7.109000000000037,6.189999999999941,0.008269576556825475,74.49058648704732,64.31658347552911,839.062200000001,837.3982000000003,861.8438999999995,863.3026999999994,820.2826833333339,,0.031138258385479567,-0.03260340688053576,-0.033755091774287704,0.04271628350278678,0.03727755343910166,
1165,2005-11-09,848.965,848.741,845.11,852.027,844.763,3.286000000000058,3.977999999999952,3.062000000000012,4.201999999999998,-0.004540823237707103,79.73228509921988,68.2611910344974,840.021000000001,836.5064000000004,859.7138499999995,863.657216666666,820.4532416666673,,0.005704996691720643,-0.010442280580964525,-0.04798971737423552,0.025819365191499744,0.024819224803945383,
1166,2005-11-10,845.11,843.62,821.269,843.62,820.639,0.0,22.980999999999995,-1.490000000000009,24.471000000000004,-0.028210528806900892,70.66959983239074,60.30249838636048,838.493600000001,833.8740000000004,856.6047999999995,863.4643499999994,820.4226500000005,,-0.009213348678861033,-0.031057358897489618,-0.07038428886750814,-0.013894608934958752,-0.004450020607559391,
1167,2005-11-11,821.269,818.717,823.956,828.394,814.721,9.677000000000021,3.995999999999981,7.125,6.548000000000002,0.0032717660108929625,65.47851602746411,54.24895605640954,836.260400000001,833.7633000000003,853.9999499999994,863.590516666666,820.4628666666672,,-0.013370501555461267,-0.001341715723526482,-0.059467863245716845,0.009272574492948271,0.005891616715295589,
1168,2005-11-14,823.956,821.782,827.569,827.581,819.189,5.798999999999978,2.5930000000000746,3.625,4.767000000000053,0.004384942885299559,67.59607199950194,54.87774929780679,833.373800000001,833.6543000000004,851.4405499999996,863.3888833333327,820.7449083333339,,-0.01714128945061888,-0.0013153782195088892,-0.05825046059377048,-0.014408092731999833,0.04264076681566875,
1169,2005-11-15,827.569,827.516,820.491,832.993,816.79,5.477000000000089,10.725999999999999,5.424000000000092,10.778999999999996,-0.008552761159492439,70.26645565127365,56.9188791865984,827.679000000001,833.3706000000004,847.7801499999994,863.0759999999993,820.8428083333339,,-0.03353966300141942,-0.003445771308639989,-0.08191572330281216,-0.022368408510313853,0.014526246285902822,
1170,2005-11-16,820.491,820.066,826.692,826.692,808.212,6.625999999999976,11.854000000000042,6.201000000000022,12.278999999999996,0.007557669736779626,62.04393397402057,50.123668046568106,823.9954000000009,832.0082000000004,844.7990499999994,862.6120999999995,820.9844333333338,,-0.021793612665806816,-0.01621294846224519,-0.06726961325218828,-0.03257244367052603,0.020989333046806502,
1171,2005-11-17,826.692,827.218,825.797,830.372,822.995,3.1539999999999964,4.222999999999956,3.67999999999995,3.6970000000000027,-0.0010826281130094095,58.11314062777112,46.54284924506754,824.901000000001,831.6973000000004,841.7613499999994,862.6976499999995,821.2075416666671,,0.00551341886763046,-0.0037507268616705502,-0.06852848849079185,0.00625469132312384,0.033507128697010335,
1172,2005-11-18,825.797,824.804,843.738,845.7,824.359,20.896000000000072,0.44499999999993634,19.90300000000002,1.4379999999999882,0.02172567834467798,67.30438743607296,53.816721236579845,828.857400000001,832.5589000000003,839.1968999999993,863.0787999999994,821.6470416666671,,0.02400856356407388,0.010317055472134795,-0.057304416514809,0.027859500115121838,0.06667526340142449,
1173,2005-11-21,843.738,844.629,846.958,849.304,842.439,4.6749999999999545,2.1900000000000546,5.565999999999917,1.2990000000000919,0.0038163505732822234,70.9612700255698,57.69601801794728,832.735200000001,833.0545000000004,836.6569499999994,863.3364999999994,822.0589250000004,,0.023428862125091765,0.00588597176728789,-0.05658435411809648,0.018595399136015045,0.06197368883004062,
1174,2005-11-22,846.958,847.182,831.771,847.451,831.365,0.26900000000000546,15.817000000000007,0.49300000000005184,15.592999999999961,-0.017931231536864933,66.67323246623769,55.04103523304218,834.991200000001,831.3351000000005,834.3666499999994,863.5841166666662,822.3497500000002,,0.013747865607300902,-0.020252896173576174,-0.05219598963965555,0.018186736914779233,0.04379498840466223,
1175,2005-11-23,831.771,831.701,838.117,838.557,828.066,6.8559999999999945,3.634999999999991,6.786000000000058,3.7049999999999272,0.007629503793712411,62.40288264944657,51.15648975777422,837.2762000000009,830.6358000000004,833.5710999999994,863.7741333333328,822.845116666667,,0.013820140995679076,-0.008274662469974436,-0.01863053670371473,0.013790709264124512,0.07634013250748373,
1176,2005-11-24,838.117,837.678,841.699,843.959,836.858,6.280999999999949,0.82000000000005,5.8419999999999845,1.2590000000000146,0.004273866297903606,64.01016140421267,52.19272567956875,840.456600000001,832.6788000000004,833.2763999999994,863.8621499999995,823.4474333333335,,0.019256548522215367,0.02487613680779366,-0.0069538091985186234,0.0063138287315671615,0.09393816909078367,
1177,2005-11-25,841.699,841.714,841.13,841.783,836.44,0.06899999999995998,5.274000000000001,0.08400000000006003,5.258999999999901,-0.0006760136343276768,65.4909643233169,53.813020618184815,839.935000000001,834.3962000000004,834.0797499999993,863.8737999999995,824.0737916666669,,-0.003091006923950368,0.0208433460039128,0.019473664435321947,0.000831716107568603,0.09812824834490264,
1178,2005-11-28,841.13,841.211,838.342,841.876,835.052,0.6649999999999636,6.158999999999992,0.7459999999999809,6.0779999999999745,-0.0033145887080475722,59.39582858156586,48.48670853203667,838.211800000001,835.4735000000004,834.5638999999994,863.9753666666661,824.5748916666669,,-0.01017287752167162,0.013017645658549348,0.011685144311471829,0.007322336611202296,0.07726963159044464,
1179,2005-11-29,838.342,839.25,827.005,839.25,826.436,0.0,12.813999999999965,0.9080000000000155,11.905999999999949,-0.013523120635731023,55.51270850687757,45.526690039622714,837.258600000001,836.1249000000004,834.7477499999993,863.9662833333327,824.9679000000002,,-0.005729942496191853,0.00793914863173395,0.004466020832523565,-0.0006585704791250979,0.06047491549591966,
1180,2005-11-30,827.005,826.335,829.5,829.704,821.673,3.3689999999999145,4.662000000000035,2.6989999999999554,5.331999999999994,0.0030169104177120154,60.439883077800005,49.77428456267655,835.5352000000009,836.4057000000005,834.2069499999994,863.7055833333327,824.8690666666669,,-0.010281380761874459,0.0033966701020451406,-0.012871348397507587,-0.01850813236118909,-0.014096225159266007,
1181,2005-12-01,829.5,829.335,828.193,832.119,824.281,2.783999999999992,5.054000000000087,2.619000000000028,5.219000000000051,-0.0015756479807113033,66.08188223897774,55.49393051486001,832.834000000001,836.6453000000004,834.1712999999994,863.0853833333327,824.6896333333335,,-0.01604611624820751,0.0029014394578812386,-0.0008601699107014804,-0.0429995204557404,-0.025339962929183057,
1182,2005-12-02,828.193,827.154,817.864,827.91,816.422,0.7559999999999718,10.731999999999971,-0.28300000000001546,11.770999999999958,-0.01247173062317597,63.24651541357217,54.18189918366838,828.1808000000008,834.0579000000004,833.3083999999996,862.1750333333327,824.5751250000002,,-0.02766040921141788,-0.030665917618976524,-0.020665244120020687,-0.06260394161504212,-0.016523469676108182,
1183,2005-12-05,817.864,819.791,796.926,819.791,796.34,0.0,23.451000000000022,1.927000000000021,21.524,-0.02560083339039254,64.00310954882579,56.52468444555069,819.8976000000008,829.0547000000004,831.0545999999995,860.718966666666,824.2640750000004,,-0.049402272580879814,-0.05907258683429395,-0.053534314645333314,-0.09879564396295326,-0.04474187655528539,
1184,2005-12-06,796.926,795.111,798.878,800.578,792.113,5.4669999999999845,2.9979999999999336,3.65199999999993,4.812999999999988,0.002449411865091511,63.07461789122512,55.61905378891665,814.2722000000008,825.7654000000005,828.5502499999996,859.6587499999993,824.1031333333336,,-0.03401067708175887,-0.03954574035401559,-0.05899772075409471,-0.07375497251565521,-0.023604512882688722,
1185,2005-12-07,798.878,800.183,806.778,806.889,798.291,6.706000000000017,1.891999999999939,8.010999999999967,0.5869999999999891,0.00988886913896736,72.51631578668344,65.65715187521339,809.7278000000008,822.6315000000004,826.6336499999994,858.302966666666,824.1907833333337,,-0.027392405063291103,-0.037392154078726425,-0.045357409094674006,-0.09159408866995067,0.01320925325898581,
1186,2005-12-08,806.778,807.406,805.561,808.903,801.192,1.497000000000071,6.213999999999942,2.125,5.586000000000013,-0.0015084694922270492,60.73344111684259,55.112806161618835,805.2014000000007,819.0177000000004,825.8482499999994,856.900816666666,824.2042500000003,,-0.02732696364253251,-0.0429345882554214,-0.019126498138855808,-0.09455990288752258,0.0020100877547593043,
1187,2005-12-09,805.561,805.521,819.2,819.525,803.814,14.004000000000019,1.7069999999999936,13.963999999999942,1.747000000000071,0.016931057983194275,70.93763676148808,64.94441570507084,805.4686000000007,816.8247000000003,825.6104499999994,855.895766666666,824.3631083333336,,0.001633523421987082,-0.0260720697157395,-0.005772152881949988,-0.06856485992657213,0.023824670025258232,
1188,2005-12-12,819.2,820.109,824.518,825.608,817.934,5.49899999999991,2.175000000000068,6.407999999999902,1.2660000000000764,0.0064916992187500355,71.97267052803238,67.39136384286553,810.9870000000008,815.4423000000004,825.4578999999994,854.9117166666658,824.3696500000003,,0.03462303902746311,-0.016489690365030008,-0.00368670165267182,-0.06682390915850744,0.0009529786957667152,
1189,2005-12-13,824.518,824.628,824.861,824.964,815.351,0.33600000000001273,9.277000000000044,0.4460000000000264,9.16700000000003,0.00041600062096880386,66.74404788100159,62.5433017663903,816.1836000000006,815.2279000000004,825.6763999999994,853.587549999999,824.4418500000004,,0.03252436542250492,-0.0025924873489278077,0.0053260791404170504,-0.08785694302070868,0.010615084348508885,
1190,2005-12-14,824.861,824.861,832.513,833.472,819.527,8.61099999999999,5.333999999999946,8.61099999999999,5.333999999999946,0.009276714500988659,67.82227722498766,63.640869274778275,821.3306000000006,815.5292000000004,825.9674499999994,852.213049999999,824.5574000000004,,0.03189849004310985,0.0036323086196503596,0.007041316475785431,-0.09013282213986484,0.016937703308019136,
1191,2005-12-15,832.513,833.465,827.539,837.477,826.605,4.011999999999944,6.860000000000014,4.963999999999942,5.9080000000000155,-0.00597468147644542,67.15411430094123,64.07661264492977,825.7262000000006,815.4638000000003,826.0545499999993,850.6969499999991,824.7090000000005,,0.02728285008832354,-0.0007896710066372936,0.002109477268626536,-0.09903702211746257,0.022477379912448026,
1192,2005-12-16,827.539,827.162,834.537,834.658,824.517,7.495999999999981,2.644999999999982,7.119000000000028,3.0219999999999345,0.008456399033761608,80.08768121702002,77.5516478481821,828.7936000000007,817.1311000000003,825.5944999999992,849.3119333333324,824.8867833333338,,0.018721923828124876,0.020386029951189988,-0.01090504398284775,-0.09055967603782755,0.02623453184506208,
1193,2005-12-19,834.537,834.956,834.712,836.465,831.977,1.5090000000000146,2.979000000000042,1.9279999999999973,2.560000000000059,0.00020969711348928222,75.56328062511518,76.25189165817343,830.8324000000008,820.9097000000004,824.9821999999992,847.715649999999,824.8898333333339,,0.012363586968386242,0.0474146909499753,-0.014458804332682318,-0.10293189924867463,0.000438666931944276,
1194,2005-12-20,834.712,834.885,836.119,836.281,829.361,1.3959999999999582,5.524000000000001,1.56899999999996,5.350999999999999,0.0016856113246246363,71.56369174609107,74.71242437484221,833.0840000000007,824.6338000000003,825.1995999999992,846.248299999999,825.0321083333339,,0.013648360147952232,0.04661662982332726,0.005227400330139131,-0.09526597126038772,0.02084498306566407,
1195,2005-12-21,836.119,836.632,830.766,838.14,829.189,1.5080000000000382,7.442999999999984,2.020999999999958,6.930000000000064,-0.006402198730085185,70.56505814598755,74.3800037823865,832.7346000000007,827.0326000000002,824.8320499999993,844.9312833333323,825.1712916666672,,-0.0020984657296643228,0.029733086425261845,-0.008770851802313961,-0.08685659390604616,0.020516814402798733,
1196,2005-12-22,830.766,830.447,835.503,835.56,828.321,5.112999999999943,2.1259999999999764,4.793999999999983,2.4449999999999363,0.005701966618759213,74.07543456871086,78.35022446839949,834.3274000000007,830.0268000000003,824.5222499999993,844.189449999999,825.5379666666672,,0.009623715619445194,0.037169128098306636,-0.007361301367828532,-0.0505787982677528,0.055591773615227824,
1197,2005-12-23,835.503,835.765,845.589,845.626,835.544,9.86099999999999,0.22100000000000364,10.122999999999934,-0.04099999999993997,0.01207176993978476,80.59050980814808,84.81090322491667,836.5378000000006,832.6657000000005,824.7451999999994,843.8067833333323,826.2482750000006,,0.013243271418762692,0.03221313476562493,0.005301201954513557,-0.02643489313786551,0.11210202642986422,
1198,2005-12-26,845.589,846.931,853.169,855.127,846.8,8.195999999999913,0.1310000000000855,9.537999999999897,-1.210999999999899,0.008964165806319535,72.18801895580988,79.11016859889433,840.2292000000007,835.5308000000005,825.4865499999994,843.4455999999991,827.1123250000006,,0.022111818207956713,0.03474878656378633,0.01768609946775901,-0.024771386767866166,0.13834336469272834,
1199,2005-12-27,853.169,854.751,854.526,855.965,849.481,1.2140000000000555,5.269999999999982,2.796000000000049,3.687999999999988,0.0015905406783416343,68.42884918063112,75.89193220900816,843.9106000000007,838.4973000000006,826.8625999999995,843.4050666666658,828.0284166666673,,0.022014808896819726,0.035963635085183965,0.033277912467276405,-0.002837945383554419,0.14763864919855751,
1200,2005-12-28,854.526,854.641,857.206,857.263,852.22,2.622000000000071,2.4209999999999354,2.73700000000008,2.3059999999999263,0.0031362416123090764,76.7875023581823,85.26587129593699,849.1986000000006,840.9666000000004,828.2478999999994,843.4858499999991,828.976433333334,,0.03182604969389713,0.029660798089639506,0.03340084388185649,0.005686571034036136,0.15302026783456468,
1201,2005-12-29,857.206,858.413,866.747,866.777,858.413,8.364000000000033,0.0,9.571000000000026,-1.2069999999999936,0.011130346731124119,79.99150413986847,90.77401875212253,855.4474000000006,844.8874000000005,830.1755999999993,843.4101166666659,829.9708416666673,,0.03739543723960281,0.047379035912506806,0.04655195105488685,-0.00521524955497088,0.15965497218423952,
1202,2005-12-30,866.747,868.442,860.131,869.264,857.713,0.8220000000000027,10.729000000000042,2.5170000000000528,9.033999999999992,-0.007633138620612434,70.70205146711807,83.04731570095383,858.3558000000006,847.4468000000004,832.2889499999994,843.2538166666659,831.1148166666673,,0.017197480099670148,0.03066850241511143,0.05167974137509401,-0.010785397275933972,0.1899097189750627,
1203,2006-01-04,860.131,860.044,871.73,871.961,859.305,11.91700000000003,0.7390000000000327,11.830000000000041,0.8260000000000218,0.01348515516822446,81.48928394849403,94.92000215482376,862.0680000000008,851.1486000000004,836.0291499999994,843.4701833333327,832.4252750000004,,0.021755361481722968,0.044348230287811985,0.09386567887106212,0.015117356896318768,0.22009867385142945,
1204,2006-01-05,871.73,872.088,882.732,882.813,871.603,10.725000000000023,0.48500000000001364,11.08299999999997,0.1270000000000664,0.012620880318447103,92.45684664968655,107.81272683280862,867.7092000000008,855.8099000000005,840.2218499999993,843.538666666666,833.6185916666672,,0.03300777273014521,0.05574924143572857,0.10496471300999644,0.004676636054371297,0.19363274710831413,
1205,2006-01-06,882.732,884.924,891.94,896.055,879.178,11.130999999999972,5.745999999999981,13.322999999999979,3.5539999999999736,0.010431252067445218,106.38725702795395,126.335633615247,874.6560000000009,861.9273000000006,844.4799499999993,843.6091499999994,834.9477333333339,,0.0405200150255598,0.07363565673125771,0.10555815850209105,0.0047639378130945875,0.2177602898792126,
1206,2006-01-09,891.94,893.525,905.068,905.431,892.211,11.906000000000063,1.3139999999999645,13.490999999999985,-0.27099999999995816,0.014718478821445391,116.18651137550926,142.57645294678895,882.3202000000008,868.8838000000007,849.4552999999994,843.9694499999994,836.3854333333339,,0.044212440308417644,0.08326122108478362,0.1235250961752119,0.024469975663591548,0.23551349816529799,
1207,2006-01-10,905.068,907.635,911.191,911.294,898.73,3.658999999999992,8.904999999999973,6.225999999999999,6.337999999999965,0.006765237529113843,113.35946213418381,144.38616693956072,892.5322000000009,875.4440000000008,854.0548499999993,844.5550833333327,838.0246250000006,,0.059363050512073245,0.07758142549158031,0.11229370117187498,0.040109445433095914,0.27530623327473647,
1208,2006-01-11,911.191,910.761,906.496,915.018,901.397,4.257000000000062,9.363999999999919,3.826999999999998,9.793999999999983,-0.0051525969857033616,117.37038507344208,150.7652710735771,899.4854000000008,880.7767000000007,858.1537499999993,845.0173999999994,839.7716916666673,,0.03988161472015417,0.06250461514658867,0.09942536124135559,0.03156617813570772,0.3008518356944414,
1209,2006-01-12,906.496,906.939,927.42,927.42,905.426,20.480999999999995,1.51299999999992,20.923999999999978,1.0699999999999363,0.023082286077379166,161.8169057416457,206.93394046639452,908.4230000000009,888.0661000000007,863.2816999999992,845.579416666666,841.6413083333339,867.1668360000007,0.05062465164965135,0.08530343137599083,0.12433488793869518,0.03773194330529628,0.3191080211530637,
1210,2006-01-13,927.42,930.303,932.499,935.528,924.546,5.225000000000023,5.756999999999948,8.108000000000061,2.87399999999991,0.005476483146794386,157.40884697155647,216.69201696165135,916.5348000000009,895.5954000000007,868.2809999999993,846.3491666666662,843.5180250000005,866.8968320000007,0.045472789649527945,0.08783536279494086,0.12010142784557121,0.05210907195418324,0.3184055264225718,-0.06750099999999992
1211,2006-01-16,932.499,933.217,920.332,935.527,919.916,2.310000000000059,13.30099999999993,3.02800000000002,12.58299999999997,-0.013047735171833996,138.49297681502838,185.33205102247382,919.587600000001,900.9539000000007,872.9206499999991,846.9121833333328,845.3142250000004,866.6304520000008,0.016865031135782083,0.06182311562659004,0.1121312711545921,0.03810384286972779,0.30582813555281874,-0.06747712850089216
1212,2006-01-17,920.332,918.52,919.279,922.68,914.376,4.159999999999968,4.1440000000000055,2.3479999999999563,5.956000000000017,-0.0011441523276383148,143.25553354577588,184.86535552193604,921.205200000001,906.8687000000006,877.157749999999,847.3163833333329,846.962841666667,866.2930360000008,0.008876294871217993,0.06876626932409136,0.1015437302360469,0.02709638927093816,0.27421910194124277,-0.08404865125000871
1213,2006-01-18,919.279,920.062,939.136,939.215,919.626,19.15300000000002,0.43600000000003547,19.936000000000035,-0.34699999999998,0.021600623967261257,149.32470676338204,195.00700626442443,927.7332000000009,913.6093000000006,882.378949999999,848.0060333333329,848.798416666667,866.0712000000008,0.036006777746399266,0.07732440090394954,0.12510183152991683,0.04609153701948299,0.3064113389542156,-0.05576038488027801
1214,2006-01-19,939.136,941.168,949.913,950.036,935.758,8.867999999999938,5.409999999999968,10.899999999999977,3.377999999999929,0.011475441256644459,148.08679302810143,195.38359148112306,932.231800000001,920.3274000000007,888.068649999999,849.2116333333329,850.5821833333337,865.8804280000007,0.02425330486726618,0.07610577162717558,0.13609785210000003,0.08242695512758424,0.2908864581762045,-0.04780745103778439
1215,2006-01-20,949.913,950.627,952.769,954.646,943.121,4.0190000000000055,7.505999999999972,4.732999999999947,6.79200000000003,0.0030065911299246295,153.5085079490646,204.60673809056448,936.2858000000011,926.4103000000007,894.1687999999991,850.8573166666663,852.2718000000003,865.6661560000008,0.021737288726314974,0.06819853353364569,0.14685603406976222,0.11561798910574361,0.27033326000146674,-0.053230677198592535
1216,2006-01-23,952.769,955.086,961.069,962.084,946.604,6.997999999999934,8.481999999999971,9.31499999999994,6.164999999999964,0.008711450519485853,148.11261521460725,203.5862083094321,944.4332000000011,932.0104000000007,900.4470999999991,852.7485833333329,854.053791666667,865.4770600000007,0.044263374521368304,0.06187490884662816,0.1502879103964916,0.13388029396184264,0.28617560858102586,-0.04688285632964184
1217,2006-01-24,961.069,961.653,960.353,969.425,956.983,7.7719999999999345,4.670000000000073,8.355999999999995,4.086000000000013,-0.0007450037406263599,154.08533101372188,210.9987265401558,952.648000000001,936.9266000000005,906.185299999999,855.0034166666663,855.8498583333337,865.2839920000008,0.04468066821933281,0.05395356187670863,0.13572078160903223,0.16397535703334176,0.2893673010438693,-0.04785449425948329
