日期,收盘价,基差,指数,贴水率
2017-10-23,3922.0,-8.798099999999977,3930.7981,-0.0022382477492293427
2017-10-24,3945.6,-13.795300000000225,3959.3953,-0.0034841936595722644
2017-10-25,3967.0,-9.94900000000007,3976.949,-0.0025016664784989874
2017-10-26,3993.8,0.22479999999995925,3993.5752,5.629041366241438e-05
2017-10-27,4021.8,-0.16759999999976571,4021.9676,-4.167114623195018e-05
2017-10-30,3981.6,-28.121799999999894,4009.7218,-0.007013404271588092
2017-10-31,3993.8,-12.917899999999918,4006.7179,-0.0032240602713757105
2017-11-01,3981.6,-15.022100000000137,3996.6221,-0.0037586991274456837
2017-11-02,3987.4,-9.734300000000076,3997.1343,-0.0024353197239332376
2017-11-03,3963.4,-29.297900000000027,3992.6979,-0.007337870465982419
2017-11-06,4008.4,-12.489599999999882,4020.8896,-0.0031061782944749048
2017-11-07,4049.0,-5.2465000000001965,4054.2465,-0.0012940752369152188
2017-11-08,4046.6,-1.4057000000002517,4048.0057,-0.00034725741616427363
2017-11-09,4080.2,4.300199999999677,4075.8998,0.0010550308425147442
2017-11-10,4115.6,3.6888000000008105,4111.9112,0.0008971010852570967
2017-11-13,4127.4,-0.6733000000003813,4128.0733,-0.00016310272397546363
2017-11-14,4101.0,1.649000000000342,4099.351,0.0004022587965754438
2017-11-15,4073.4,-0.2696000000000822,4073.6696,-6.618111591575374e-05
2017-11-16,4106.2,1.1877999999996973,4105.0122,0.00028935358584310597
