日期,收盘价,基差,指数,贴水率
2010-08-10,2885.4,52.76200000000017,2832.638,0.018626453503765808
2010-08-11,2890.2,39.98900000000003,2850.211,0.014030189343876658
2010-08-12,2873.0,56.61400000000003,2816.386,0.020101647998534304
2010-08-13,2901.0,45.452999999999975,2855.547,0.01591744068649543
2010-08-16,2977.0,54.916999999999916,2922.083,0.01879378511835561
2010-08-17,3003.4,61.108999999999924,2942.291,0.020769189723246245
2010-08-18,2999.4,62.03800000000001,2937.362,0.021120311354201494
2010-08-19,3027.6,72.20499999999993,2955.395,0.02443159036270953
2010-08-20,2965.6,67.26699999999983,2898.333,0.023208858333393652
2010-08-23,2942.0,45.80799999999999,2896.192,0.01581663094159503
2010-08-24,2950.0,38.172999999999774,2911.827,0.013109638725102752
2010-08-25,2891.0,47.97699999999986,2843.023,0.016875347121708077
2010-08-26,2904.0,53.90700000000015,2850.093,0.01891411964451692
2010-08-27,2912.0,53.4340000000002,2858.566,0.018692589221308935
2010-08-30,2971.8,56.789999999999964,2915.01,0.019481922875050156
2010-08-31,2951.4,48.21199999999999,2903.188,0.01660657181002401
2010-09-01,2934.8,50.758000000000266,2884.042,0.017599604998817724
2010-09-02,2972.2,50.80699999999979,2921.393,0.0173913609021449
2010-09-03,2973.6,53.39499999999998,2920.205,0.018284675219719156
2010-09-06,3035.2,60.10999999999967,2975.09,0.020204430790328923
2010-09-07,3040.0,56.891999999999825,2983.108,0.019071384609608444
2010-09-08,3037.4,56.43299999999999,2980.967,0.01893110524202381
2010-09-09,2983.0,56.539999999999964,2926.46,0.01932027090751282
2010-09-10,2976.0,43.44599999999991,2932.554,0.014815072459023743
2010-09-13,3010.0,47.68100000000004,2962.319,0.0160958357286977
2010-09-14,3007.0,41.990999999999985,2965.009,0.01416218298156936
2010-09-15,2959.2,46.00599999999986,2913.194,0.015792288464139312
2010-09-16,2910.8,53.01099999999997,2857.789,0.01854965499552275
2010-09-17,2907.0,45.63099999999986,2861.369,0.015947261607992487
2010-09-20,2899.0,49.172000000000025,2849.828,0.017254374649978886
2010-09-21,2897.2,39.723999999999705,2857.476,0.013901779052562367
2010-09-27,2929.0,23.971000000000004,2905.029,0.008251552738371977
2010-09-28,2915.0,34.09299999999985,2880.907,0.011834120296142793
2010-09-29,2917.0,42.1880000000001,2874.812,0.014675046576958808
2010-09-30,2973.6,38.02599999999984,2935.574,0.01295351437231691
2010-10-08,3082.4,38.166999999999916,3044.233,0.012537476599195895
2010-10-11,3169.4,36.50500000000011,3132.895,0.01165216197797887
2010-10-12,3184.8,12.07400000000007,3172.726,0.003805560265840816
2010-10-13,3247.0,29.422999999999774,3217.577,0.009144458702930737
2010-10-14,3266.6,42.460000000000036,3224.14,0.013169403313751896
2010-10-15,3410.8,83.11700000000019,3327.683,0.02497743925728508
2010-10-18,3402.0,95.84000000000015,3306.16,0.02898831272533699
2010-10-19,3500.0,124.32600000000002,3375.674,0.036829978250269436
2010-10-20,3546.8,149.92100000000028,3396.879,0.044134925029711176
2010-10-21,3526.4,151.71500000000015,3374.685,0.04495678855952486
2010-10-22,3536.4,157.7449999999999,3378.655,0.046688697129479005
2010-10-25,3696.4,215.31899999999996,3481.081,0.061854061999706396
2010-10-26,3655.0,188.91600000000017,3466.084,0.05450416089165761
2010-10-27,3608.6,204.72800000000007,3403.872,0.06014562239708193
2010-10-28,3634.8,237.10800000000017,3397.692,0.06978501877156616
2010-10-29,3517.0,137.01699999999983,3379.983,0.040537777852728794
2010-11-01,3665.2,192.20499999999993,3472.995,0.05534272292358611
2010-11-02,3616.2,153.06899999999996,3463.131,0.0441995985713506
2010-11-03,3595.0,174.6590000000001,3420.341,0.051064791493011984
2010-11-04,3673.8,193.29500000000007,3480.505,0.0555364810566283
2010-11-05,3771.2,250.40200000000004,3520.798,0.07112080840763942
2010-11-08,3747.8,199.23400000000038,3548.566,0.05614493291092807
2010-11-09,3724.0,200.04599999999982,3523.954,0.056767483343993654
2010-11-10,3662.0,162.88900000000012,3499.111,0.04655153837646194
2010-11-11,3669.0,159.0250000000001,3509.975,0.04530659050278139
2010-11-12,3394.0,102.16699999999992,3291.833,0.031036507623564108
2010-11-15,3424.0,109.10699999999997,3314.893,0.032914184560406616
2010-11-16,3282.6,113.0619999999999,3169.538,0.03567144486041811
2010-11-17,3212.4,108.49400000000014,3103.906,0.0349540224478448
2010-11-18,3260.0,112.03800000000001,3147.962,0.03559064563041105
2010-11-19,3327.0,148.154,3178.846,0.04660622125135977
2010-11-22,3281.8,109.85900000000038,3171.941,0.03463462908042753
2010-11-23,3193.8,86.62400000000025,3107.176,0.02787869113304179
2010-11-24,3280.0,102.95699999999988,3177.043,0.0324065491087152
2010-11-25,3301.0,77.51600000000008,3223.484,0.024047273074722902
2010-11-26,3285.0,90.14699999999993,3194.853,0.028216321689918108
2010-11-29,3281.0,90.94999999999982,3190.05,0.028510524913402554
2010-11-30,3214.0,77.01499999999987,3136.985,0.024550643372537602
2010-12-01,3211.6,75.57600000000002,3136.024,0.024099305362458967
2010-12-02,3242.4,87.3409999999999,3155.059,0.027682842064126183
2010-12-03,3255.4,97.24400000000014,3158.156,0.03079138585934328
2010-12-06,3252.0,86.42999999999984,3165.57,0.027303139718913128
2010-12-07,3308.2,107.86099999999988,3200.339,0.033702992089275505
2010-12-08,3243.6,71.71799999999985,3171.882,0.0226105510860744
2010-12-09,3230.2,106.83399999999983,3123.366,0.03420476498751662
2010-12-10,3256.6,94.62300000000005,3161.977,0.02992526511103656
2010-12-13,3369.4,108.33899999999994,3261.061,0.03322200964655366
2010-12-14,3373.6,104.12599999999975,3269.474,0.031847936395885006
2010-12-15,3335.8,88.1560000000004,3247.644,0.02714460082447473
2010-12-16,3316.2,85.53499999999985,3230.665,0.02647597321294528
2010-12-17,3346.2,120.53899999999976,3225.661,0.03736877495806278
2010-12-20,3277.0,98.34299999999985,3178.657,0.03093853787936221
2010-12-21,3372.4,122.89100000000008,3249.509,0.0378183288613757
2010-12-22,3310.0,94.54700000000003,3215.453,0.02940394401659736
2010-12-23,3298.0,109.39300000000003,3188.607,0.03430745777074441
2010-12-24,3270.0,107.04500000000007,3162.955,0.03384335218174146
2010-12-27,3196.8,97.09100000000035,3099.709,0.031322617703791016
2010-12-28,3155.0,110.06899999999996,3044.931,0.03614827396745606
2010-12-29,3167.8,105.97000000000025,3061.83,0.03461002080455161
2010-12-30,3173.6,109.50199999999995,3064.098,0.03573710762514774
2010-12-31,3236.8,108.53900000000021,3128.261,0.03469627374442229
2011-01-04,3258.0,68.31800000000021,3189.682,0.02141843606980264
2011-01-05,3247.0,71.33800000000019,3175.662,0.022463977589554616
2011-01-06,3238.2,78.55699999999979,3159.643,0.02486261897309278
2011-01-07,3229.6,62.97600000000011,3166.624,0.019887425851632563
2011-01-10,3182.2,74.01299999999992,3108.187,0.023812273843240424
2011-01-11,3197.4,72.47800000000007,3124.922,0.023193538910731233
2011-01-12,3205.0,62.66300000000001,3142.337,0.01994152759554434
2011-01-13,3200.4,59.115999999999985,3141.284,0.01881905615665441
2011-01-14,3148.8,56.9380000000001,3091.862,0.018415440275148146
2011-01-17,3025.0,50.65000000000009,2974.35,0.017028930690739186
2011-01-18,3022.0,44.35199999999986,2977.648,0.014894977512452735
2011-01-19,3092.6,47.748999999999796,3044.851,0.015681883941118892
2011-01-20,2980.0,35.28699999999981,2944.713,0.011983171195291291
2011-01-21,3015.0,31.54399999999987,2983.456,0.010572973088927696
2011-01-24,3054.0,99.76800000000003,2954.232,0.03377121363521891
2011-01-25,3043.0,104.346,2938.654,0.03550809316101862
2011-01-26,3068.8,90.36900000000014,2978.431,0.03034114270231546
2011-01-27,3108.6,82.13400000000001,3026.466,0.027138583417094398
2011-01-28,3129.8,93.06500000000005,3036.735,0.030646401480537502
2011-01-31,3172.2,95.69200000000001,3076.508,0.031104095942542653
2011-02-01,3182.8,105.51700000000028,3077.283,0.03428901404258246
2011-02-09,3128.0,87.05099999999993,3040.949,0.02862626107836729
2011-02-10,3191.8,87.63700000000017,3104.163,0.028232087039243806
2011-02-11,3199.6,78.64399999999978,3120.956,0.02519868911961584
2011-02-14,3310.8,91.65700000000015,3219.143,0.028472484757589258
2011-02-15,3310.2,92.529,3217.671,0.028756513639834527
2011-02-16,3346.0,97.47299999999996,3248.527,0.030005291629098343
2011-02-17,3334.4,88.49299999999994,3245.907,0.027262949924320053
2011-02-18,3301.6,89.7239999999997,3211.876,0.02793507594938276
2011-02-21,3358.0,100.0920000000001,3257.908,0.030722782841013343
2011-02-22,3248.0,84.42200000000003,3163.578,0.026685607245972763
2011-02-23,3241.2,66.45799999999963,3174.742,0.020933354584403905
2011-02-24,3259.0,68.06500000000005,3190.935,0.02133073848260778
2011-02-25,3278.0,80.38299999999981,3197.617,0.025138407758027247
2011-02-28,3315.6,76.04099999999971,3239.559,0.02347263933146447
2011-03-01,3313.8,58.90700000000015,3254.893,0.018097983558906593
2011-03-02,3301.4,58.10200000000032,3243.298,0.01791448087718129
2011-03-03,3280.0,58.28200000000015,3221.718,0.018090348068949595
2011-03-04,3345.6,74.93399999999974,3270.666,0.022910930067454073
2011-03-07,3399.0,64.48999999999978,3334.51,0.01934017291895954
2011-03-08,3415.0,77.54300000000012,3337.457,0.02323415702434522
2011-03-09,3400.6,61.741999999999734,3338.858,0.01849195143968379
2011-03-10,3345.0,64.74099999999999,3280.259,0.019736551290614548
2011-03-11,3303.2,55.823999999999614,3247.376,0.017190494725587556
2011-03-14,3315.0,52.07999999999993,3262.92,0.01596116362031552
2011-03-15,3250.8,46.8390000000004,3203.961,0.014619091805424722
2011-03-16,3294.2,46.004999999999654,3248.195,0.014163250666908746
2011-03-17,3265.8,68.70000000000027,3197.1,0.021488223702730687
2011-03-18,3277.8,62.11500000000024,3215.685,0.0193162576558339
2011-03-21,3272.4,65.28999999999996,3207.11,0.020357892308028088
2011-03-22,3271.2,48.23900000000003,3222.961,0.01496729249904049
2011-03-23,3309.0,44.07400000000007,3264.926,0.013499233979575668
2011-03-24,3303.2,51.83899999999994,3251.361,0.01594378477197701
2011-03-25,3335.6,41.115999999999985,3294.484,0.012480254874511452
2011-03-28,3334.0,43.42900000000009,3290.571,0.013198013353913376
2011-03-29,3310.6,52.621000000000095,3257.979,0.016151423934899548
2011-03-30,3302.8,46.720000000000255,3256.08,0.014348541804869738
2011-03-31,3282.0,58.71199999999999,3223.288,0.018214940768556825
2011-04-01,3316.0,43.271000000000186,3272.729,0.013221687466331672
2011-04-06,3346.0,34.93299999999999,3311.067,0.010550375452988415
2011-04-07,3358.0,33.58100000000013,3324.419,0.010101313943880159
2011-04-08,3396.0,42.641999999999825,3353.358,0.012716208648166949
2011-04-11,3376.2,42.77299999999968,3333.427,0.012831539433741816
2011-04-12,3355.2,28.428999999999633,3326.771,0.00854552357225659
2011-04-13,3410.6,38.56899999999996,3372.031,0.011437913827008104
2011-04-14,3379.0,25.440000000000055,3353.56,0.00758596834408809
2011-04-15,3388.2,29.255999999999858,3358.944,0.008709880248077926
2011-04-18,3415.8,56.36200000000008,3359.438,0.016777210950164902
2011-04-19,3366.8,70.98800000000028,3295.812,0.021538849910128454
2011-04-20,3370.0,74.24200000000019,3295.758,0.022526532591288617
2011-04-21,3378.0,60.63299999999981,3317.367,0.018277447144075348
2011-04-22,3364.0,64.05799999999999,3299.942,0.019411856329596095
2011-04-25,3314.8,65.22600000000011,3249.574,0.02007216945975076
2011-04-26,3309.6,78.63999999999987,3230.96,0.02433951519053157
2011-04-27,3288.8,79.29700000000003,3209.503,0.02470694060731522
2011-04-28,3258.0,96.22400000000016,3161.776,0.030433528497907557
2011-04-29,3259.0,66.27700000000004,3192.723,0.020758769238671832
2011-05-03,3270.4,59.26800000000003,3211.132,0.018457042563183333
2011-05-04,3185.0,55.97200000000021,3129.028,0.017887983105296663
2011-05-05,3173.0,46.88299999999981,3126.117,0.014997199401046029
2011-05-06,3183.4,62.003999999999905,3121.396,0.019864188971857433
2011-05-09,3194.2,64.4409999999998,3129.759,0.020589764259803967
2011-05-10,3207.0,53.778999999999996,3153.221,0.01705525873384707
2011-05-11,3196.0,50.914999999999964,3145.085,0.016188751655360656
2011-05-12,3142.6,40.996999999999844,3101.603,0.013218003722591139
2011-05-13,3175.8,47.707000000000335,3128.093,0.015251145026698483
2011-05-16,3156.0,55.53699999999981,3100.463,0.017912485973869
2011-05-17,3172.0,55.97200000000021,3116.028,0.017962611375764343
2011-05-18,3190.8,51.42100000000028,3139.379,0.016379354005999363
2011-05-19,3166.8,46.16100000000006,3120.639,0.01479216275897342
2011-05-20,3166.6,45.003999999999905,3121.596,0.014416984132475793
2011-05-23,3066.6,43.61999999999989,3022.98,0.014429470257825023
2011-05-24,3064.6,38.37699999999995,3026.223,0.012681484477515355
2011-05-25,3052.0,61.65700000000015,2990.343,0.02061870494454989
2011-05-26,3029.0,50.61900000000014,2978.381,0.016995475058429445
2011-05-27,3020.0,56.69200000000001,2963.308,0.01913132215753476
2011-05-30,3014.0,59.49400000000014,2954.506,0.020136699671620278
2011-05-31,3040.4,38.84400000000005,3001.556,0.012941287785401987
2011-06-01,3040.6,36.427000000000135,3004.173,0.012125466809002058
2011-06-02,3001.8,46.095000000000255,2955.705,0.015595264074053485
2011-06-03,3024.4,38.05099999999993,2986.349,0.012741645400453841
2011-06-07,3032.0,27.73799999999983,3004.262,0.009232883150670557
2011-06-08,3044.8,36.14800000000014,3008.652,0.012014682987597149
2011-06-09,2997.6,45.710999999999785,2951.889,0.015485338371463082
2011-06-10,2987.6,25.66800000000012,2961.932,0.00866596532263405
2011-06-13,2995.8,45.452000000000226,2950.348,0.015405640283790328
2011-06-14,3017.8,24.240999999999985,2993.559,0.008097719136319004
2011-06-15,2994.0,30.880999999999858,2963.119,0.010421788662554509
2011-06-16,2952.0,34.422000000000025,2917.578,0.011798142157638983
2011-06-17,2912.0,19.842999999999847,2892.157,0.006860969165920054
2011-06-20,2907.0,32.103999999999814,2874.896,0.011167012650196673
2011-06-21,2925.0,15.927000000000135,2909.073,0.0054749399550991455
2011-06-22,2920.0,11.41800000000012,2908.582,0.003925624238890332
2011-06-23,2982.8,25.171000000000276,2957.629,0.008510533268371482
2011-06-24,3062.8,35.33000000000038,3027.47,0.01166981010546773
2011-06-27,3058.0,21.509000000000015,3036.491,0.00708350526973405
2011-06-28,3059.0,17.266000000000076,3041.734,0.005676367493015522
2011-06-29,3038.6,38.43100000000004,3000.169,0.012809611725206161
2011-06-30,3061.0,16.911000000000058,3044.089,0.0055553566272208395
2011-07-01,3075.0,25.25500000000011,3049.745,0.008281020216444362
2011-07-04,3144.6,22.61999999999989,3121.98,0.007245401956450679
2011-07-05,3140.0,17.5,3122.5,0.005604483586869495
2011-07-06,3138.0,24.28800000000001,3113.712,0.0078003360619093905
2011-07-07,3134.4,32.720000000000255,3101.68,0.010549121766268686
2011-07-08,3137.6,28.416999999999916,3109.183,0.009139700043387577
2011-07-11,3118.2,4.993999999999687,3113.206,0.0016041341305392854
2011-07-12,3070.0,13.0949999999998,3056.905,0.004283744506289793
2011-07-13,3122.2,15.952999999999975,3106.247,0.005135779607996394
2011-07-14,3133.8,18.05500000000029,3115.745,0.005794761766447605
2011-07-15,3151.0,22.110999999999876,3128.889,0.007066725601323625
2011-07-18,3180.0,57.40000000000009,3122.6,0.01838211746621408
2011-07-19,3173.0,77.875,3095.125,0.02516053471184524
2011-07-20,3151.4,59.833000000000084,3091.567,0.019353615820067973
2011-07-21,3129.0,69.86099999999988,3059.139,0.02283681781050154
2011-07-22,3133.0,65.01499999999987,3067.985,0.021191433465287436
2011-07-25,3033.0,64.71099999999979,2968.289,0.02180077478978623
2011-07-26,3040.0,62.233999999999924,2977.766,0.020899560274380162
2011-07-27,3052.6,52.547999999999774,3000.052,0.017515696394595753
2011-07-28,3040.2,59.197999999999865,2981.002,0.019858423442855745
2011-07-29,3016.2,44.12099999999964,2972.079,0.014845163940796876
2011-08-01,3033.8,56.07900000000018,2977.721,0.018832859089216277
2011-08-02,3016.4,60.01700000000028,2956.383,0.020300820292905312
2011-08-03,3009.4,54.5300000000002,2954.87,0.018454280560566184
2011-08-04,3018.0,57.6909999999998,2960.309,0.019488168295944713
2011-08-05,2951.6,54.18299999999999,2897.417,0.018700449400276174
2011-08-08,2848.0,54.103000000000065,2793.897,0.01936470814779502
2011-08-09,2865.0,66.80999999999995,2798.19,0.023876148510286986
2011-08-10,2857.0,32.88000000000011,2824.12,0.011642564763536999
2011-08-11,2934.6,67.67599999999993,2866.924,0.02360578794554719
2011-08-12,2905.2,29.835000000000036,2875.365,0.010376073994084243
2011-08-15,2935.2,17.317000000000007,2917.883,0.005934782169127415
2011-08-16,2912.8,15.219000000000051,2897.581,0.005252312187303841
2011-08-17,2921.6,35.58699999999999,2886.013,0.012330852286528159
2011-08-18,2876.0,41.746000000000095,2834.254,0.014729096263073138
2011-08-19,2831.2,23.535999999999603,2807.664,0.008382769448195939
2011-08-22,2806.8,29.013000000000375,2777.787,0.01044464532377766
2011-08-23,2846.6,25.596999999999753,2821.003,0.009073723069418838
2011-08-24,2817.0,6.983999999999924,2810.016,0.002485395100953135
2011-08-25,2933.0,29.16300000000001,2903.837,0.010042919075691924
2011-08-26,2913.0,11.784000000000106,2901.216,0.004061745144105129
2011-08-29,2879.6,26.790999999999713,2852.809,0.009391094882272074
2011-08-30,2858.2,16.460000000000036,2841.74,0.0057922258897717726
2011-08-31,2865.6,18.82400000000007,2846.776,0.006612392404600879
2011-09-01,2848.2,13.664999999999964,2834.535,0.004820896549169428
2011-09-02,2829.6,25.746000000000095,2803.854,0.009182361135779572
2011-09-05,2765.8,21.983000000000175,2743.817,0.008011831692857132
2011-09-06,2757.0,33.697000000000116,2723.303,0.012373577233234833
2011-09-07,2792.6,13.509999999999764,2779.09,0.004861303520216964
2011-09-08,2779.4,23.295000000000073,2756.105,0.008452145328280335
2011-09-09,2768.0,16.9050000000002,2751.095,0.006144825969295936
2011-09-13,2737.6,17.317000000000007,2720.283,0.0063658817850936866
2011-09-14,2746.6,13.491999999999734,2733.108,0.00493650452159217
2011-09-15,2745.4,16.34900000000016,2729.051,0.005990727179521438
2011-09-16,2748.0,14.01299999999992,2733.987,0.0051254815769057865
2011-09-19,2687.4,8.13000000000011,2679.27,0.00303440862623032
2011-09-20,2716.0,26.1550000000002,2689.845,0.00972360860941809
2011-09-21,2781.6,10.588999999999942,2771.011,0.0038213489589178614
2011-09-22,2699.2,13.511999999999716,2685.688,0.0050311130704682435
2011-09-23,2673.0,3.5219999999999345,2669.478,0.001319359065704956
2011-09-26,2610.4,-0.5189999999997781,2610.919,-0.00019878058262235562
2011-09-27,2656.4,18.521000000000186,2637.879,0.007021171175781825
2011-09-28,2625.4,14.809999999999945,2610.59,0.005673047088972203
2011-09-29,2616.0,27.815000000000055,2588.185,0.010746913377521334
2011-09-30,2585.0,3.6489999999998872,2581.351,0.0014136008624940533
2011-10-10,2580.2,23.117999999999938,2557.082,0.009040773819533336
2011-10-11,2568.4,16.40599999999995,2551.994,0.006428698500074823
2011-10-12,2645.8,1.042000000000371,2644.758,0.00039398689785620126
2011-10-13,2666.0,3.3989999999998872,2662.601,0.001276571292506796
2011-10-14,2665.2,11.417999999999665,2653.782,0.004302538791807188
2011-10-17,2673.6,6.648999999999887,2666.951,0.0024931091722344683
2011-10-18,2597.0,4.791000000000167,2592.209,0.0018482306017763876
2011-10-19,2591.4,8.31899999999996,2583.081,0.0032205726417406035
2011-10-20,2526.6,6.067999999999756,2520.532,0.002407428273078761
2011-10-21,2523.4,15.523000000000138,2507.877,0.006189697501113547
2011-10-24,2598.8,22.131000000000313,2576.669,0.008588996103108437
2011-10-25,2646.4,20.97499999999991,2625.425,0.00798918270375269
2011-10-26,2687.8,36.14800000000014,2651.652,0.013632256419771576
2011-10-27,2698.6,41.121999999999844,2657.478,0.015474069775930353
2011-10-28,2726.4,17.383000000000266,2709.017,0.006416718684305143
2011-10-31,2723.6,28.29300000000012,2695.307,0.010497134463717908
2011-11-01,2712.2,14.665999999999713,2697.534,0.0054368174784820925
2011-11-02,2805.0,62.61000000000013,2742.39,0.022830450811153823
2011-11-03,2778.2,33.89899999999989,2744.301,0.012352507979263168
2011-11-04,2804.6,40.853999999999814,2763.746,0.014782110946519619
2011-11-07,2784.0,47.75199999999995,2736.248,0.01745163450096627
2011-11-08,2767.0,39.289999999999964,2727.71,0.014404023888169916
2011-11-09,2777.0,25.346000000000004,2751.654,0.009211187162339452
2011-11-10,2733.6,34.011999999999716,2699.588,0.012598959544937862
2011-11-11,2723.4,28.39800000000014,2695.002,0.010537283460272067
2011-11-14,2782.2,32.004999999999654,2750.195,0.011637356623802914
2011-11-15,2772.0,27.320000000000164,2744.68,0.009953801536062552
2011-11-16,2705.0,34.884000000000015,2670.116,0.013064600938685816
2011-11-17,2700.0,37.983000000000175,2662.017,0.014268503920147835
2011-11-18,2642.0,35.50500000000011,2606.495,0.013621741073740833
