日期,前收盘价,开盘价,收盘价,最高价,最低价,成交量,成交额,vwap,HO,OL,HCY,CYL,涨跌幅,AR,BR,MA5,MA10,MA20,MA60,MA120,MA250,5日涨跌幅,10日涨跌幅,20日涨跌幅,60日涨跌幅,120日涨跌幅,250日涨跌幅
2015-04-29,4476.215,4446.119,4476.62,4499.945,4398.639,51983420200.0,752401785940.0,14.473879999531082,53.82600000000002,47.47999999999956,23.729999999999563,77.57600000000002,9.047822769892022e-05,128.5308068196752,165.95285689686364,4457.685000000004,4367.973799999998,4173.46105000001,3628.209066666674,3271.090766666666,2695.5252559999944,0.01776198853516675,0.09609239396174929,0.19443453518891518,0.3351247852643633,0.8497069223833951,1.1669879263790852
2015-04-30,4476.62,4483.013,4441.655,4507.344,4441.054,52672797500.0,774349211674.0,14.70112180151434,24.33100000000013,41.95899999999983,30.72400000000016,35.5659999999998,-0.007810580303890036,134.8090639824692,175.91132731723977,4463.114400000004,4392.656999999997,4205.02910000001,3647.1410166666737,3287.8542916666656,2705.0005519999945,0.006149496161293566,0.05884205364564821,0.1656987623527213,0.34361979080011795,0.8278174937613989,1.1427964942631594
2015-05-04,4441.655,4441.343,4480.464,4487.57,4387.426,49417339800.0,717540809442.0,14.520020955114221,46.22699999999986,53.91699999999946,45.914999999999964,54.22899999999936,0.008737508879010258,137.09340555303731,181.44959058777636,4480.470000000004,4411.973799999998,4237.763100000009,3667.443666666674,3304.935849999999,2714.6528799999946,0.019750614859596283,0.0450559047007717,0.17112309529236347,0.37340438738867165,0.843298801115903,1.1672163151270545
2015-05-05,4480.464,4479.848,4298.706,4488.865,4282.237,57285859600.0,805566079218.0,14.062215088381077,9.016999999999825,197.61099999999988,8.40099999999984,198.22699999999986,-0.04056678058343954,113.22335655528131,150.97560692388709,4434.732000000004,4420.136699999997,4259.50195000001,3685.5827166666736,3320.5979499999985,2723.6195719999946,-0.050512480021628225,0.01935677247534251,0.11252199509877125,0.33900932698264974,0.7768725400474692,1.089760349007527
2015-05-06,4298.706,4311.641,4229.266,4376.353,4187.368,48173299300.0,716536206667.0,14.874136027195464,64.71200000000044,124.27299999999923,77.64699999999993,111.33799999999974,-0.016153698345502177,108.10196835622588,143.7681892160841,4385.342200000004,4413.700999999998,4272.89635000001,3703.9321500000074,3335.6262999999985,2732.3905599999944,-0.05516915519026688,-0.014988973181855991,0.06762495273109503,0.3519374740274268,0.7434060606860069,1.0767132543325153
2015-05-07,4229.266,4197.896,4112.214,4213.764,4108.009,39456665300.0,540206291394.00006,13.691128920466577,15.868000000000393,89.88699999999972,-15.501999999999498,121.2569999999996,-0.027676670136141723,96.21069984692086,118.16005490952253,4312.461000000004,4385.0729999999985,4278.76650000001,3719.053933333341,3349.7433249999985,2740.8254679999945,-0.08140203993191286,-0.06508591349675585,0.029388874717727553,0.28309932238283353,0.7005472317714505,1.0525284167054738
2015-05-08,4112.214,4152.984,4205.917,4206.86,4099.042,39742809400.0,559648658845.0,14.081758871455122,53.875999999999294,53.94200000000001,94.64599999999973,13.17199999999957,0.02278650867877996,101.47535152892173,125.39933752865866,4265.313400000005,4364.213899999998,4291.185650000009,3736.2504500000073,3364.1786916666656,2749.567771999995,-0.053074360795694275,-0.04725124521237689,0.06276206344658064,0.3250630252233213,0.7002720246370482,1.0817856985528684
2015-05-11,4205.917,4231.271,4333.584,4334.877,4187.82,48875051500.0,715246611473.0,14.634186349102874,103.60600000000068,43.45100000000002,128.96000000000004,18.097000000000662,0.030354141558190495,101.2613068649192,128.97559113266647,4235.937400000004,4358.203699999998,4306.14935000001,3756.2013333333407,3379.7112833333317,2758.796675999995,-0.03278231897410633,-0.013679175070771987,0.07418220216096438,0.3816487068037906,0.7547197543966349,1.1386072944662295
2015-05-12,4333.584,4342.37,4401.219,4402.309,4317.975,52186640800.0,793463723357.0,15.204345617834823,59.939000000000306,24.394999999999527,68.72500000000036,15.608999999999469,0.015607174108082322,107.05633948854283,134.5445913913674,4256.440000000004,4345.5859999999975,4320.12455000001,3778.2898666666742,3395.6008083333313,2768.292139999995,0.023847408964465133,-0.027869662826048303,0.06781254890258048,0.43086868361104536,0.7643861877203868,1.1709189272909057
2015-05-13,4401.219,4402.378,4375.76,4415.629,4342.481,51049047500.0,780754937529.0,15.294211660442832,13.251000000000204,59.896999999999935,14.409999999999854,58.738000000000284,-0.005784533784844559,100.05756778221186,129.87172151957841,4285.738800000005,4335.540499999997,4332.13430000001,3799.633800000008,3411.352091666665,2777.6830279999954,0.0346381617992344,-0.022441951514840075,0.058080334851465354,0.41375919026184427,0.7604399088190164,1.157632154821557
