日期,前收盘价,开盘价,收盘价,最高价,最低价,成交量,成交额,vwap,HO,OL,HCY,CYL,涨跌幅,AR,BR,MA5,MA10,MA20,MA60,MA120,MA250,5日涨跌幅,10日涨跌幅,20日涨跌幅,60日涨跌幅,120日涨跌幅,250日涨跌幅
2003-06-04,1285.652,,1296.444,,,,,,,,,,0.008394184429378893,,,1295.6437999999976,1289.6382000000008,1271.1284,1238.547366666667,1200.2462083333326,1252.1943599999995,0.014676463498245251,0.029728795923797513,0.036590465514387605,0.05969880857408172,0.15861100089010916,-0.0018739250337599378
2003-06-05,1296.444,,1279.539,,,,,,,,,,-0.013039514240491656,,,1292.5971999999977,1290.548900000001,1273.5271,1239.500016666667,1201.320824999999,1252.1918759999994,-0.011765005730738687,0.007168427747411776,0.03895368900545226,0.04676041820055943,0.1120769000117332,-0.0004850956130484363
2003-06-06,1279.539,,1262.064,,,,,,,,,,-0.013657262498446676,,,1284.8369999999977,1288.388500000001,1274.6326999999999,1240.2362833333334,1202.1328749999993,1252.1007879999995,-0.029827076599032165,-0.016829896826905277,0.017832948372195068,0.0362726293386586,0.08367207101384322,-0.01772366278653459
2003-06-09,1262.064,,1249.165,,,,,,,,,,-0.010220559337719926,,,1274.5727999999976,1284.0360000000007,1274.5255,1241.0150333333333,1203.1015083333327,1252.0335839999993,-0.03946293923963817,-0.033670098786252045,-0.0017134057215284493,0.03885848774159206,0.10259777973730033,-0.013271288486420563
2003-06-10,1249.165,,1255.928,,,,,,,,,,0.005414016563064283,,,1268.6279999999977,1280.2607000000007,1276.5005999999998,1241.9680999999998,1204.0289999999995,1251.9759519999993,-0.023119786691888522,-0.029182619208290128,0.03247382084894612,0.047703262748343356,0.097235872933501,-0.011341881203083215
2003-06-11,1255.928,,1278.265,,,,,,,,,,0.017785255205712502,,,1264.9921999999979,1280.3180000000007,1278.2586999999999,1243.636633333333,1205.1184166666665,1252.0074839999995,-0.014022202270209783,0.0004484648882516762,0.028285669007314773,0.08497368338407663,0.1139224511670669,0.006205220162124547
2003-06-12,1278.265,,1273.513,,,,,,,,,,-0.003717539007952353,,,1263.786999999998,1278.1921000000007,1278.26585,1245.2318166666666,1206.2331,1252.1174599999995,-0.004709508658978012,-0.016419106993354804,0.00011230043113941157,0.08126238535848973,0.11736072177168522,0.022065474121983675
2003-06-13,1273.513,,1277.323,,,,,,,,,,0.002991724466102852,,,1266.838799999998,1275.8379000000007,1278.4190999999998,1246.8135833333333,1207.3790999999997,1252.2432079999994,0.012090512050102031,-0.018097189177969986,0.0024053213713393085,0.08026440756518238,0.12065242853370273,0.025232645683473498
2003-06-16,1277.323,,1273.558,,,,,,,,,,-0.002947570818031209,,,1271.717399999998,1273.1451000000004,1278.30395,1248.4536,1208.523366666666,1252.3831319999995,0.019527444332814392,-0.020706105256035112,-0.001805055566397984,0.08373434358132581,0.12084707008869544,0.02824289487048448
2003-06-17,1273.558,,1268.924,,,,,,,,,,-0.003638625017470698,,,1274.3165999999978,1271.4723000000006,1278.6837999999998,1249.9755,1209.7401749999995,1252.6052759999995,0.010347726939760715,-0.013011296991720989,0.006023021785785954,0.07754180076595829,0.13003481143140094,0.045769366435138625
2003-06-18,1268.924,,1266.721,,,,,,,,,,-0.00173611658381434,,,1272.007799999998,1268.5000000000005,1279.0691,1251.4336166666667,1210.9842083333326,1252.7940679999997,-0.009030991226388951,-0.022926559110921896,0.006120657815832153,0.07418968584691421,0.13359500356619658,0.03870201710012866
2003-06-19,1266.721,,1253.681,,,,,,,,,,-0.01029429527101866,,,1268.0413999999978,1265.9142000000006,1278.23155,1252.76515,1212.0796416666662,1253.0222999999996,-0.015572671814107819,-0.020208840840333808,-0.01318527870834485,0.06806334017442661,0.11713473809712638,0.04768251989139438
2003-06-20,1253.681,,1244.656,,,,,,,,,,-0.007198800970900976,,,1261.5079999999978,1264.1734000000004,1276.2809499999998,1253.83895,1213.0177833333328,1253.0184719999995,-0.02557458058768236,-0.013793278312351887,-0.03039103568835555,0.05458945220753941,0.09944270673689726,-0.0007682964130915071
2003-06-23,1244.656,,1231.938,,,,,,,,,,-0.010218084354231105,,,1253.183999999998,1262.4507000000003,1273.24335,1254.7735666666665,1213.7712416666661,1252.9361679999995,-0.0326800978047328,-0.013790812262591268,-0.04699657303761917,0.04769016065674436,0.07920558762285146,-0.016427760488106125
2003-06-24,1231.938,,1235.123,,,,,,,,,,0.002585357379997877,,,1246.423799999998,1260.3702000000003,1270.3154499999998,1255.6019166666665,1214.4922749999996,1252.9016879999997,-0.026637529119159176,-0.01656544005707339,-0.04526463633616018,0.04192684124303425,0.07533003250046377,-0.006930692273242833
2003-06-25,1235.123,,1226.643,,,,,,,,,,-0.006865712969477578,,,1238.408199999998,1255.2080000000003,1267.763,1256.2519499999996,1215.181458333333,1252.7968559999995,-0.031639169161954306,-0.04038442732923142,-0.03995407343866908,0.03283989016883049,0.07229568657824137,-0.020918688654915973
2003-06-26,1226.643,,1238.48,,,,,,,,,,0.009649914441284047,,,1235.367999999998,1251.7047000000002,1264.9483999999998,1257.2916999999995,1215.9598833333332,1252.7634039999994,-0.012125094023120786,-0.027508945727291234,-0.04347638039747537,0.05304418435585556,0.08157674341022259,-0.006707340058050626
2003-06-27,1238.48,,1220.736,,,,,,,,,,-0.014327239842387374,,,1230.5839999999978,1246.0460000000003,1260.94195,1258.1173166666665,1216.4882083333332,1252.7040599999993,-0.01921816148397615,-0.04430124565203941,-0.06159670680662477,0.04229597190571366,0.05478006838111993,-0.012007394146192896
2003-06-30,1220.736,,1214.547,,,,,,,,,,-0.005069892261717612,,,1227.105799999998,1240.1449000000002,1256.6449999999998,1258.3369166666666,1216.9475166666666,1252.6737719999994,-0.01411678185103482,-0.046335541844187644,-0.06608221849370166,0.01096746966590656,0.04753801436912952,-0.0061957959904067605
2003-07-01,1214.547,,1215.199,,,,,,,,,,0.0005368256642188651,,,1223.120999999998,1234.7724000000003,1253.1223499999996,1258.6025,1217.4153416666666,1252.6359519999996,-0.016131186934418618,-0.0423390210918857,-0.054799432505841406,0.01328731622061552,0.04843493865718784,-0.007720548007845385
2003-07-02,1215.199,,1227.952,,,,,,,,,,0.010494577431350738,,,1223.382799999998,1230.8955,1249.6977499999998,1258.8155666666667,1218.0552749999997,1252.5524119999995,0.001067140154062729,-0.03060579243574557,-0.052830666037252616,0.010520356033075329,0.06670836373744726,-0.016723559599851723
2003-07-03,1227.952,,1231.166,,,,,,,,,,0.0026173661511199597,,,1221.919999999998,1228.644,1247.2790999999997,1258.94235,1218.9869999999999,1252.5328799999997,-0.005905626251534235,-0.017959114001089627,-0.037805021964942065,0.006217109268944032,0.09988484480850213,-0.003950490635889037
2003-07-04,1231.166,,1229.975,,,,,,,,,,-0.000967375642277335,,,1223.7677999999983,1227.1759,1245.6746499999997,1259.0590833333333,1219.9011583333331,1252.4724559999995,0.007568384974310449,-0.011795226954274929,-0.025425810418489236,0.005727036863506951,0.09792140508231895,-0.012132543987098066
2003-07-07,1229.975,,1232.076,,,,,,,,,,0.0017081648000976113,,,1227.2735999999982,1227.1897000000001,1244.8201999999997,1259.3380166666668,1220.9272916666664,1252.2466719999995,0.01443254151547868,0.00011201862431375886,-0.013680338466095288,0.013770632086494317,0.11103937093079885,-0.04380678017139006
2003-07-08,1232.076,,1239.848,,,,,,,,,,0.006308052425337385,,,1232.203399999998,1227.6622000000002,1244.0161999999996,1259.6095166666667,1222.0623499999997,1251.5680439999994,0.020283920575971504,0.0038255299269789322,-0.012803281716786463,0.013313631229578071,0.12341603836754866,-0.12036636975392079
2003-07-09,1239.848,,1231.798,,,,,,,,,,-0.0064927313670707365,,,1232.972599999998,1228.1777000000002,1241.6928499999997,1259.8407499999998,1223.3691333333331,1250.8583319999996,0.003132044249286592,0.004202526733532164,-0.036351617231168865,0.011391515398333496,0.1458756595447004,-0.1259045745678834
2003-07-10,1231.798,,1257.815,,,,,,,,,,0.021121157852180383,,,1238.302399999998,1230.1112000000003,1240.9079499999996,1260.4448833333333,1224.9048916666663,1250.2203639999996,0.021645334585263187,0.015611879077578994,-0.012326532983958471,0.029673362165153483,0.17166919416799264,-0.112531723896093
2003-07-11,1257.815,,1255.934,,,,,,,,,,-0.0014954504438252636,,,1243.4941999999978,1233.631,1239.8384999999996,1260.6595,1226.3303083333333,1249.5540519999997,0.021105307018435493,0.0288334250812623,-0.01674517721829183,0.010359138800553724,0.15766662610933513,-0.11710129686076465
2003-07-14,1255.934,,1251.089,,,,,,,,,,-0.0038576867892740063,,,1247.2967999999978,1237.2852,1238.7150499999996,1260.5903666666666,1227.7425333333333,1248.8337079999997,0.015431677915972664,0.03008693776362703,-0.017642698644270705,-0.0033045552353859753,0.15667858087206055,-0.12583087323353193
2003-07-15,1251.089,,1254.364,,,,,,,,,,0.002617719442821409,,,1250.1999999999978,1241.2017,1237.9870499999997,1260.2464666666665,1228.9303,1248.1898439999995,0.011707886773217435,0.03222928919460921,-0.011474288452263504,-0.016183554797733035,0.12819562667741158,-0.11373036676958725
2003-07-16,1254.364,,1259.896,,,,,,,,,,0.0044102030989410235,,,1255.8195999999978,1244.3961000000002,1237.6457999999998,1259.4695166666663,1229.9946833333333,1247.5261719999996,0.02281055822464384,0.026014046151641157,-0.005387926781035501,-0.035680471606482245,0.1128152132630258,-0.11636721199258815
2003-07-17,1259.896,,1269.398,,,,,,,,,,0.0075418923466699095,,,1258.1361999999976,1248.2193000000002,1238.4316499999998,1258.6713499999996,1231.2265333333332,1246.8942039999995,0.009208826417239413,0.031053489131441125,0.012536681978908337,-0.03635499602213044,0.13179846929677508,-0.11068593727012255
2003-07-18,1269.398,,1241.574,,,,,,,,,,-0.021919051392864874,,,1255.2641999999978,1249.3792,1238.2775499999998,1257.6292499999993,1232.2035666666666,1246.2100319999995,-0.01143372183570146,0.009430272973028009,-0.002476186191204488,-0.04794570968484002,0.10427899282239217,-0.1210823599036398
2003-07-21,1241.574,,1232.145,,,,,,,,,,-0.007594392279477558,,,1251.475399999998,1249.3861000000002,1238.2878999999998,1256.3697499999994,1232.5892333333331,1245.4769999999996,-0.015142008282384323,5.6003038773511093e-05,0.0001680279364706383,-0.05778782074075772,0.03902636472111065,-0.12947407911386366
2003-07-22,1232.145,,1235.299,,,,,,,,,,0.0025597636641792043,,,1247.662399999998,1248.9312000000002,1238.2966999999999,1255.2845499999996,1233.0669666666665,1244.7234119999996,-0.015198937469506513,-0.0036689981352552303,0.0001424959295550643,-0.050070323920668236,0.048666732882218566,-0.13232951416594552
2003-07-23,1235.299,,1239.445,,,,,,,,,,0.0033562724490183715,,,1243.572199999998,1249.6959000000002,1238.9368,1254.6984666666663,1233.4257916666668,1244.0033079999996,-0.01623229218919664,0.006207998389346159,0.010436614402071331,-0.027588831093432464,0.03599089257146093,-0.12682612043500718
2003-07-24,1239.445,,1231.023,,,,,,,,,,-0.006794976783963791,,,1235.897199999998,1247.0167,1238.56395,1253.9707666666663,1233.7601916666667,1243.3557959999994,-0.03023086533931829,-0.021300429713431712,-0.006021090368839355,-0.03425316842984738,0.0336956658647487,-0.11621644323609515
2003-07-25,1231.023,,1218.666,,,,,,,,,,-0.010037992791361305,,,1231.3155999999979,1243.2899,1238.46045,1253.379683333333,1233.959725,1242.6667439999994,-0.01845077297043929,-0.029673533800342988,-0.0016956983328092479,-0.028278545064271743,0.020041482453658555,-0.12384744296797334
2003-07-28,1218.666,,1213.148,,,,,,,,,,-0.004527901820515212,,,1227.516199999998,1239.4958,1238.3905,1253.2874,1234.301533333333,1241.9615359999993,-0.015417828258849409,-0.03032637965804197,-0.0011518697917825005,-0.00454342180300904,0.03499352888030427,-0.12688617798409452
2003-07-29,1213.148,,1219.762,,,,,,,,,,0.005451931668683407,,,1224.4087999999979,1236.0356,1238.61865,1253.5270833333334,1234.678158333333,1241.3230639999992,-0.01257752171741422,-0.027585294220816348,0.0037549405488317422,0.011930667564861164,0.03847800934301748,-0.11571720628108295
2003-07-30,1219.762,,1221.757,,,,,,,,,,0.0016355649708714726,,,1220.8711999999982,1232.2216999999998,1238.3089,1253.0450166666667,1235.1291749999996,1240.6804439999992,-0.01427090350923188,-0.030271546222862766,-0.005044985471744812,-0.02312660062797789,0.0463518137089074,-0.11621354560000918
2003-07-31,1221.757,,1222.737,,,,,,,,,,0.0008021234991901771,,,1219.2139999999981,1227.5556000000001,1237.88745,1252.8978833333333,1235.4211999999998,1239.9993039999993,-0.006730987154585977,-0.03675836892763329,-0.006846355406175841,-0.007168115365409067,0.029505074539401654,-0.12224142906572899
2003-08-01,1222.737,,1226.239,,,,,,,,,,0.002864066434564494,,,1220.728599999998,1226.0221,1237.7006500000002,1252.669333333333,1235.6121999999998,1239.3146159999992,0.006214171889590725,-0.012351257355582512,-0.003037460110977719,-0.011059299069641426,0.01904731829215711,-0.12249223743050541
2003-08-04,1226.239,,1240.07,,,,,,,,,,0.011279204135572263,,,1226.112999999998,1226.8146,1238.1003500000002,1252.4820166666666,1235.8889583333332,1238.6618839999992,0.02219185128277834,0.0064318728721051155,0.006488236115304469,-0.00898179426504564,0.027518541934062002,-0.11628907973116753
2003-08-05,1240.07,,1239.046,,,,,,,,,,-0.0008257598361381957,,,1229.9697999999983,1227.1892999999998,1238.06025,1252.8590166666665,1236.151033333333,1238.096939999999,0.015809641553024445,0.003033273725632446,-0.0006468534852658303,0.018595459156578453,0.02604262845965999,-0.10232401784562861
2003-08-06,1239.046,,1232.936,,,,,,,,,,-0.00493121320758072,,,1232.2055999999982,1226.5384,1238.11715,1252.6895666666667,1236.505008333333,1237.5262319999988,0.00914993734433267,-0.00525154403785566,0.0009238527745620839,-0.008178726943785186,0.03568119523645907,-0.10371885115944679
2003-08-07,1232.936,,1232.974,,,,,,,,,,3.082074008697866e-05,,,1234.2529999999983,1226.7334999999998,1236.8751,1252.0163,1236.769008333333,1236.966559999999,0.008372201053865158,0.0015848607215300792,-0.01974932720630629,-0.03172369382033502,0.02637156266492613,-0.10191479009273863
2003-08-08,1232.974,,1218.112,,,,,,,,,,-0.012053782155990178,,,1232.6275999999982,1226.6780999999999,1234.984,1251.0805333333333,1236.7965749999996,1236.379023999999,-0.006627582388098907,-0.0004545954346800718,-0.030114639782026664,-0.044061720624865575,0.0027230730224794275,-0.10760764134107348
2003-08-11,1218.112,,1222.201,,,,,,,,,,0.0033568341827352466,,,1229.0537999999983,1227.5834,1233.5396,1250.1861999999999,1236.9079083333331,1235.8221919999992,-0.014409670421830945,0.007462403597912282,-0.023090283744801487,-0.04205787307551534,0.011051908398209687,-0.10225288653152731
2003-08-12,1222.201,,1225.855,,,,,,,,,,0.002989688275496505,,,1226.415599999998,1228.1926999999998,1232.1141499999999,1249.5949999999998,1237.0092083333332,1235.250423999999,-0.010646093849623006,0.004995236775698908,-0.022727852521277736,-0.028122762772857413,0.010015662862044028,-0.10442892554557026
2003-08-13,1225.855,,1210.561,,,,,,,,,,-0.012476190087734707,,,1221.940599999998,1227.0730999999998,1229.6474,1248.7874333333332,1237.058075,1234.605031999999,-0.018147738406535274,-0.009163851731563755,-0.039157993993155005,-0.038485641553119065,0.004867614014146371,-0.11760838364643733
2003-08-14,1210.561,,1203.244,,,,,,,,,,-0.006044305078389267,,,1215.994599999998,1225.1237999999998,1226.3397,1247.6676333333332,1237.043975,1233.9853679999992,-0.02411243059464352,-0.01594210365761417,-0.052114466857518305,-0.052885947457242954,-0.0014042239587829242,-0.11406314425399078
2003-08-15,1203.244,,1201.323,,,,,,,,,,-0.0015965174145891048,,,1212.636799999998,1222.6322,1224.3271499999998,1246.2952166666664,1236.91685,1233.369447999999,-0.013782804865234088,-0.020319040578549497,-0.032419332234727816,-0.06414820654561759,-0.012539269985154977,-0.11361297067888143
2003-08-18,1201.323,,1197.986,,,,,,,,,,-0.0027777708409811863,,,1207.793799999998,1218.4238,1222.6191999999999,1244.7168166666665,1236.7738083333331,1232.7214199999987,-0.01981261674634527,-0.03393679389066728,-0.027723198162553864,-0.07326118404257786,-0.014125816462316143,-0.11912340725283133
2003-08-19,1197.986,,1201.664,,,,,,,,,,0.0030701527396812534,,,1202.955599999998,1214.6856000000002,1220.93745,1243.1832,1236.8574416666665,1232.1141599999987,-0.019733981588360816,-0.030169985617967465,-0.027228225717012666,-0.07112804470344702,0.0084220914580726,-0.11216649833503145
2003-08-20,1201.664,,1195.681,,,,,,,,,,-0.004978929218150796,,,1199.979599999998,1210.9601000000002,1218.74925,1241.81635,1236.8798333333332,1231.4209079999987,-0.012291821725629593,-0.030216491366948373,-0.03530935216972109,-0.0641868306289779,0.0022523164408203566,-0.12659880174785276
2003-08-21,1195.681,,1194.629,,,,,,,,,,-0.000879833333472857,,,1198.2565999999981,1207.1256,1216.92955,1240.1473,1236.7112999999997,1230.7322439999987,-0.0071598113100916905,-0.031099601451449965,-0.02956402926671553,-0.07734411927350915,-0.016647281605264297,-0.12596329369071457
2003-08-22,1194.629,,1191.432,,,,,,,,,,-0.0026761446440692893,,,1196.2783999999979,1204.4576000000002,1215.56785,1238.3234166666666,1236.519933333333,1230.0592639999986,-0.008233422651526712,-0.02190274785898183,-0.02234738640447831,-0.08412325644859386,-0.018909811955902356,-0.12373894682339992
2003-08-25,1191.432,,1177.297,,,,,,,,,,-0.01186387473225492,,,1192.1405999999981,1199.9672,1213.7752999999998,1236.2702666666667,1236.201933333333,1229.3672079999988,-0.017269817844282054,-0.03674027430839932,-0.02955204146567436,-0.09472535652056235,-0.031395598527961144,-0.1281290013930123
2003-08-26,1177.297,,1179.329,,,,,,,,,,0.0017259875800244018,,,1187.673599999998,1195.3146000000002,1211.75365,1234.4982166666666,1235.914158333333,1228.7236599999987,-0.018586726406050302,-0.03795391787772617,-0.033148269908391925,-0.08269967300638126,-0.028448868157994966,-0.12004557474317568
2003-08-27,1179.329,,1178.401,,,,,,,,,,-0.0007868881372372627,,,1184.2175999999981,1192.0986,1209.58585,1232.5308333333332,1235.5390999999997,1228.0678359999988,-0.014452015211415037,-0.02656619534248983,-0.035486598398863256,-0.09105136820410287,-0.03678821783084618,-0.12214038441338626
2003-08-28,1178.401,,1169.38,,,,,,,,,,-0.007655288819340744,,,1179.1677999999981,1188.7122,1206.9180000000001,1230.6948499999999,1235.0974333333331,1227.3393279999989,-0.021135432004412924,-0.02814391760939572,-0.043637348015149624,-0.08609272558319825,-0.043358039234935086,-0.13475845852074753
2003-08-29,1169.38,,1178.574,,,,,,,,,,0.007862285997708218,,,1176.5961999999981,1186.4373,1204.53475,1229.3033499999997,1234.7698166666664,1226.6897519999989,-0.010792055274660983,-0.018936622373832868,-0.038870888953947746,-0.06615353896474352,-0.03228047242439358,-0.1211020695497581
2003-09-01,1178.574,,1199.814,,,,,,,,,,0.0180217788615733,,,1181.0995999999982,1186.6200999999999,1202.5219499999998,1228.4808333333333,1234.747933333333,1226.090519999999,0.019126014930811897,0.0015258942925877594,-0.032462683558186156,-0.03950719080345666,-0.002183892751405403,-0.11099996888017538
2003-09-02,1199.814,,1197.298,,,,,,,,,,-0.0020969917003802463,,,1184.693399999998,1186.1834999999999,1200.43455,1227.5036666666665,1234.7358833333333,1225.4910719999991,0.015236630321140199,-0.0036332951640392075,-0.033693664319161765,-0.04668261237905369,-0.0012062625548072692,-0.11124291101279737
2003-09-03,1197.298,,1198.441,,,,,,,,,,0.000954649552575848,,,1188.701399999998,1186.4595,1198.7097999999999,1226.1732666666664,1234.9049499999999,1224.8046519999994,0.017006095548119937,0.002308307985156466,-0.0279779323500976,-0.06244714515378269,0.017220174289756862,-0.12525491844799375
2003-09-04,1198.441,,1196.501,,,,,,,,,,-0.0016187697183257521,,,1194.125599999998,1186.6467,1196.8861499999998,1224.8897333333332,1235.0607749999997,1224.1068279999993,0.023192631993021795,0.0015670136921170918,-0.029581321260626736,-0.06047209569121004,0.01587618292378523,-0.1272512558745461
2003-09-05,1196.501,,1183.913,,,,,,,,,,-0.010520676539342633,,,1195.1933999999983,1185.8948,1195.1761999999999,1223.3328999999999,1235.0732416666665,1223.3162839999993,0.0045300507223136055,-0.00631089311013977,-0.028075415068565146,-0.07312950600592028,0.0012652050841623907,-0.1430539199116354
2003-09-08,1183.913,,1177.829,,,,,,,,,,-0.005138891117844047,,,1190.7963999999981,1185.9479999999999,1192.9576,1221.7374166666664,1235.095508333333,1222.5099239999995,-0.018323673502726345,0.0004518825750849942,-0.036304994023078074,-0.07516658055620551,0.002273738742993414,-0.14614123772399834
2003-09-09,1177.829,,1172.051,,,,,,,,,,-0.0049056357077300605,,,1185.7469999999983,1185.2202,1190.2674,1220.1228666666664,1235.0491833333333,1221.7334039999994,-0.02108664676630223,-0.0061713058866524895,-0.0438909985275584,-0.07634263360138205,-0.004720578120090635,-0.1420968378274915
2003-09-10,1172.051,,1176.036,,,,,,,,,,0.003400022695258187,,,1181.2659999999983,1184.9837,1188.5411499999998,1218.6114499999996,1235.0225333333333,1220.9585079999995,-0.018695121411900884,-0.0020069568847955743,-0.028519835018639972,-0.0715903502033991,-0.002711929947745606,-0.14142915547249146
2003-09-11,1176.036,,1176.927,,,,,,,,,,0.0007576298684732752,,,1177.3511999999982,1185.7383999999997,1187.2252999999998,1217.3322166666662,1235.0486833333334,1220.1926279999996,-0.01635936785677572,0.006453847337905438,-0.021871706819232006,-0.06122291077235764,0.0026733935997014235,-0.1399228440284508
2003-09-12,1176.927,,1164.18,,,,,,,,,,-0.010830748211231311,,,1173.4045999999985,1184.2989999999998,1185.3681499999998,1215.9909499999994,1234.9149499999999,1219.3986679999996,-0.016667609866603317,-0.012213064262405204,-0.030918412450273602,-0.06465722255787931,-0.01359737271103545,-0.14566255953385632
2003-09-15,1164.18,,1152.357,,,,,,,,,,-0.01015564603411856,,,1168.3101999999985,1179.5532999999998,1183.0866999999998,1214.6645999999996,1234.7190833333332,1218.5629039999997,-0.021626229274368303,-0.039553630812776075,-0.03808809117969669,-0.064598218416836,-0.01998875717453008,-0.15348659881965598
2003-09-16,1152.357,,1159.716,,,,,,,,,,0.006386041825580113,,,1165.8431999999987,1175.7950999999998,1180.9892999999997,1213.4078166666661,1234.5048666666664,1217.7531599999998,-0.010524286059224397,-0.03138901092292823,-0.0349082605453771,-0.06105221909073033,-0.02168510454504824,-0.1486148388726075
2003-09-17,1159.716,,1147.304,,,,,,,,,,-0.01070262029669311,,,1160.0967999999987,1170.6813999999997,1178.5704499999997,1212.0854999999997,1234.1687249999998,1216.8755359999996,-0.024431224894476022,-0.0426696015907333,-0.04045978818765206,-0.0646797805066347,-0.03396396722578621,-0.1605358854475345
2003-09-18,1147.304,,1148.082,,,,,,,,,,0.0006781114682770095,,,1154.3277999999987,1165.8394999999996,1176.2430999999997,1210.5788666666663,1233.935283333333,1216.0327439999994,-0.02450874183360552,-0.04046716216701851,-0.03896356107209842,-0.0729910858471674,-0.023818654105323023,-0.15506410162057127
2003-09-19,1148.082,,1149.287,,,,,,,,,,0.001049576598187274,,,1151.3491999999987,1162.3768999999998,1174.1358499999997,1209.3880499999993,1233.7526833333332,1215.2640199999996,-0.012792695287670353,-0.029247081500076377,-0.03537339940508566,-0.058529444531823516,-0.01870903236768473,-0.14326171030542656
2003-09-22,1149.287,,1141.139,,,,,,,,,,-0.0070896129513342565,,,1149.1055999999987,1158.7078999999997,1172.3279499999996,1208.1645833333325,1233.2507499999997,1214.4912039999997,-0.009734830438831055,-0.031150532038182188,-0.030712725845729816,-0.060440641654872285,-0.05013605289290335,-0.14479335523175085
2003-09-23,1141.139,,1147.289,,,,,,,,,,0.005389352217390009,,,1146.620199999999,1156.2316999999998,1170.7259499999996,1207.0327499999994,1232.8176249999997,1213.7878319999998,-0.010715554497825241,-0.021127066996231347,-0.02716799128996228,-0.05588385112232652,-0.04333908130319919,-0.1328990607135192
2003-09-24,1147.289,,1150.492,,,,,,,,,,0.0027917987534091804,,,1147.257799999999,1153.6772999999998,1169.3304999999996,1205.7417499999995,1232.278658333333,1213.0929599999997,0.0027786881245073225,-0.021720423524450028,-0.023683788455712507,-0.06308064158859628,-0.05322391636382784,-0.1311861411709624
2003-09-25,1150.492,,1136.692,,,,,,,,,,-0.01199486828243912,,,1144.9797999999987,1149.6537999999996,1167.6960999999994,1204.1671833333326,1231.5547666666664,1212.3635919999997,-0.00992089415215991,-0.03418648735223162,-0.02795327438471673,-0.07673538742947739,-0.07099535044897709,-0.13823904463417935
2003-09-26,1136.692,,1131.295,,,,,,,,,,-0.004747988021381322,,,1141.3813999999988,1146.3652999999997,1165.3321499999995,1202.5225166666658,1230.7907999999998,1211.5998439999996,-0.015654923443839452,-0.028247350066140986,-0.040115427626945754,-0.08022927295270221,-0.07496171209292779,-0.14440506658438146
2003-09-29,1131.295,,1116.547,,,,,,,,,,-0.013036387502817659,,,1136.4629999999986,1142.7842999999998,1161.1687999999995,1200.5970333333325,1229.9675249999998,1210.7787959999996,-0.021550398330089426,-0.031075439295287777,-0.06939992365483316,-0.09376775458656772,-0.08128836375006165,-0.15528869904804699
2003-09-30,1116.547,,1127.144,,,,,,,,,,0.009490867827328442,,,1132.4339999999988,1139.5270999999998,1157.6610999999996,1198.7186333333327,1229.164075,1210.0769039999993,-0.01755878422960555,-0.028086186618102915,-0.058593599922492134,-0.0909014653409127,-0.07879806269911194,-0.13470805309619016
2003-10-08,1127.144,,1131.27,,,,,,,,,,0.0036605793048625213,,,1128.5895999999987,1137.9236999999998,1154.3025499999997,1197.0431666666661,1228.441958333333,1209.3844799999995,-0.01670763464674241,-0.01397537182821651,-0.05604864987095737,-0.08161078358626983,-0.07114893868582928,-0.13271173342655795
2003-10-09,1131.27,,1128.767,,,,,,,,,,-0.00221255756804295,,,1127.0045999999986,1135.9921999999997,1150.9158499999996,1194.8923666666662,1227.6686249999996,1208.7173039999996,-0.006971985375106016,-0.01682371119832904,-0.05661006551603376,-0.10259696378243222,-0.07596799848063995,-0.12874268367139785
2003-10-10,1128.767,,1155.42,,,,,,,,,,0.023612490443111867,,,1131.8295999999987,1136.6054999999997,1149.4911999999997,1193.2171333333329,1226.9383166666664,1208.0597159999995,0.02132511855881969,0.005336352016511059,-0.02406680220590529,-0.08003127552880951,-0.07050119181984404,-0.12456045042608177
2003-10-13,1155.42,,1151.778,,,,,,,,,,-0.0031521005348704723,,,1138.8757999999987,1137.6693999999998,1148.1886499999996,1191.5619499999998,1226.076158333333,1207.4438399999997,0.03155353066194255,0.009323141177367544,-0.022117811668756593,-0.07937964445375179,-0.08242188526947503,-0.11791641106584971
2003-10-14,1151.778,,1142.3,,,,,,,,,,-0.008229016355582486,,,1141.9069999999988,1137.1704999999997,1146.7010999999995,1189.6942166666665,1224.9703416666664,1206.7933439999995,0.01344637419886019,-0.004348512013973793,-0.025383707705552094,-0.0893392986405861,-0.10407702600317814,-0.12462334971232047
2003-10-15,1142.3,,1139.015,,,,,,,,,,-0.002875776941258734,,,1143.4559999999988,1136.0227999999995,1144.8500499999996,1187.6795333333332,1223.5745249999998,1206.1526639999997,0.006846287800436723,-0.009975732121561776,-0.031479478519365056,-0.09594522087537372,-0.12820232175263457,-0.1232849825082647
2003-10-16,1139.015,,1124.371,,,,,,,,,,-0.012856722694608913,,,1142.576799999999,1134.7906999999996,1142.2222499999993,1185.2624166666667,1221.9668833333333,1205.4520559999996,-0.0038945149884785923,-0.01083934786204166,-0.0446552759856812,-0.11424864384535016,-0.14645013087494907,-0.13478176223121852
2003-10-17,1124.371,,1128.099,,,,,,,,,,0.0033156315842366446,,,1137.112599999999,1134.4710999999995,1140.4181999999994,1183.3711666666668,1220.5002083333331,1204.7989399999994,-0.023645946928389838,-0.002825080991253559,-0.03099263000566932,-0.09139608271436106,-0.13495974235104669,-0.1264378051972389
