日期,沪市港股通_当日资金净流入_人民币,深市港股通_当日资金净流入_人民币,沪股通_当日资金净流入_人民币,深股通_当日资金净流入_人民币,融资买入额,融券卖出额,融资融券交易金额,融资融券余额,北上资金净流入,融资融券余额变化率
2010-03-31,,,,,0.07,,,0.07,,
2010-04-01,,,,,0.1,,,0.14,,1.0
2010-04-02,,,,,0.06,,,0.13,,-0.07142857142857151
2010-04-06,,,,,0.07,,,0.15,,0.15384615384615374
2010-04-07,,,,,0.22,,,0.37,,1.4666666666666668
2010-04-08,,,,,0.12,,,0.45,,0.21621621621621623
2010-04-09,,,,,0.31,,,0.71,,0.5777777777777777
2010-04-12,,,,,0.51,,,1.14,,0.6056338028169013
2010-04-13,,,,,0.28,,,1.2,,0.05263157894736836
2010-04-14,,,,,0.17,,,1.21,,0.008333333333333304
2010-04-15,,,,,0.38,,,1.51,,0.24793388429752072
2010-04-16,,,,,0.36,,,1.8,,0.19205298013245042
2010-04-19,,,,,0.25,,,1.88,,0.04444444444444429
2010-04-20,,,,,0.1,,,1.94,,0.03191489361702127
2010-04-21,,,,,0.21,,,2.06,,0.061855670103092786
2010-04-22,,,,,0.57,,,2.59,,0.25728155339805814
2010-04-23,,,,,0.34,,,2.64,,0.01930501930501949
2010-04-26,,,,,0.44,,,3.04,,0.15151515151515138
2010-04-27,,,,,0.41,,,3.24,,0.06578947368421062
2010-04-28,,,,,0.46,,,3.58,,0.1049382716049383
2010-04-29,,,,,0.36,,,3.73,,0.04189944134078205
2010-04-30,,,,,0.46,,,3.85,,0.03217158176943702
2010-05-04,,,,,0.33,,,4.0,,0.03896103896103886
2010-05-05,,,,,1.03,,,4.82,,0.20500000000000007
2010-05-06,,,,,0.93,,,5.35,,0.10995850622406622
2010-05-07,,,,,0.62,,,5.33,,-0.0037383177570092796
2010-05-10,,,,,0.54,,,5.62,,0.054409005628517804
2010-05-11,,,,,0.67,,,5.97,,0.06227758007117434
2010-05-12,,,,,0.53,,,6.24,,0.045226130653266416
2010-05-13,,,,,0.53,,,6.43,,0.03044871794871784
2010-05-14,,,,,0.6,,,6.72,,0.04510108864696738
2010-05-17,,,,,0.95,,,7.38,,0.09821428571428581
2010-05-18,,,,,0.6,,,7.55,,0.023035230352303593
2010-05-19,,,,,0.41,,,7.73,,0.02384105960264904
2010-05-20,,,,,0.59,,,8.04,,0.040103492884864034
2010-05-21,,,,,0.84,,,8.33,,0.03606965174129373
2010-05-24,,,,,1.58,,,9.3,,0.11644657863145258
2010-05-25,,,,,0.97,,,9.55,,0.026881720430107503
2010-05-26,,,,,0.4,,,9.48,,-0.007329842931937169
2010-05-27,,,,,0.98,,,9.91,,0.04535864978902948
2010-05-28,,,,,0.81,,,10.28,,0.03733602421796167
2010-05-31,,,,,0.71,,,10.42,,0.013618677042801508
2010-06-01,,,,,0.65,,,10.67,,0.02399232245681393
2010-06-02,,,,,0.38,,,10.87,,0.018744142455482615
2010-06-03,,,,,0.79,,,11.37,,0.04599816007359703
2010-06-04,,,,,0.53,,,11.52,,0.013192612137203241
2010-06-07,,,,,0.47,,,11.46,,-0.005208333333333259
2010-06-08,,,,,0.51,,,11.44,,-0.0017452006980803736
2010-06-09,,,,,1.54,,,12.47,,0.09003496503496522
2010-06-10,,,,,0.57,,,12.54,,0.005613472333600544
2010-06-11,,,,,0.67,,,12.52,,-0.0015948963317383713
2010-06-17,,,,,0.52,,,12.76,,0.019169329073482455
2010-06-18,,,,,0.77,,,13.09,,0.02586206896551735
2010-06-21,,,,,1.3,,,13.61,,0.03972498090145149
2010-06-22,,,,,0.9,,,14.03,,0.03085966201322554
2010-06-23,,,,,0.88,,,14.04,,0.0007127583749109156
2010-06-24,,,,,0.8,,,14.45,,0.029202279202279247
2010-06-25,,,,,0.57,,,14.44,,-0.0006920415224913601
2010-06-28,,,,,0.83,,,14.91,,0.032548476454293596
2010-06-29,,,,,0.89,,,14.75,,-0.010731052984574108
2010-06-30,,,,,0.68,,,14.98,,0.015593220338983027
2010-07-01,,,,,0.61,,,14.84,,-0.009345794392523366
2010-07-02,,,,,0.88,,,15.12,,0.018867924528301883
2010-07-05,,,,,1.4,,,16.12,,0.06613756613756627
2010-07-06,,,,,1.13,,,16.73,,0.03784119106699757
2010-07-07,,,,,0.97,,,17.12,,0.023311416616855984
2010-07-08,,,,,0.91,,,17.55,,0.025116822429906538
2010-07-09,,,,,1.95,,,18.21,,0.037606837606837695
2010-07-12,,,,,2.02,,,19.25,,0.05711147721032406
2010-07-13,,,,,1.65,,,20.22,,0.05038961038961043
2010-07-14,,,,,1.45,,,20.05,,-0.008407517309594326
2010-07-15,,,,,1.05,,,20.34,,0.014463840399002503
2010-07-16,,,,,0.84,,,20.74,,0.019665683382497523
2010-07-19,,,,,1.38,,,20.6,,-0.0067502410800384105
2010-07-20,,,,,3.19,,,22.33,,0.08398058252427165
2010-07-21,,,,,2.0,,,22.72,,0.01746529332736224
2010-07-22,,,,,1.42,,,23.15,,0.01892605633802824
2010-07-23,,,,,2.29,,,23.62,,0.020302375809935214
2010-07-26,,,,,1.52,,,24.18,,0.023708721422523338
2010-07-27,,,,,1.42,,,24.68,,0.02067824648469818
2010-07-28,,,,,1.91,,,24.78,,0.004051863857374549
2010-07-29,,,,,2.2,,,24.83,,0.0020177562550443007
2010-07-30,,,,,1.83,,,25.31,,0.019331453886427763
2010-08-02,,,,,2.63,,,26.46,,0.045436586329514084
2010-08-03,,,,,2.38,,,27.18,,0.027210884353741527
2010-08-04,,,,,2.17,,,27.99,,0.0298013245033113
2010-08-05,,,,,2.47,,,28.85,,0.030725259021079143
2010-08-06,,,,,2.14,,,29.08,,0.007972270363951317
2010-08-09,,,,,1.95,,,29.39,,0.01066024759284745
2010-08-10,,,,,2.28,,,29.49,,0.003402517863218657
2010-08-11,,,,,1.73,,,30.19,,0.02373685995252628
2010-08-12,,,,,1.5,,,29.82,,-0.012255713812520774
2010-08-13,,,,,2.0,,,30.32,,0.016767270288396974
2010-08-16,,,,,2.93,,,31.52,,0.0395778364116095
2010-08-17,,,,,2.41,,,32.01,,0.01554568527918776
2010-08-18,,,,,2.68,,,32.68,,0.02093095907528908
2010-08-19,,,,,3.52,,,33.46,,0.0238678090575275
2010-08-20,,,,,2.45,,,33.55,,0.0026897788404063316
2010-08-23,,,,,1.97,,,34.05,,0.014903129657227954
2010-08-24,,,,,3.11,,,35.68,,0.047870778267254055
2010-08-25,,,,,2.37,,,35.79,,0.0030829596412556004
2010-08-26,,,,,1.37,,,35.71,,-0.002235261246158138
2010-08-27,,,,,1.83,,,36.36,,0.0182021842621114
2010-08-30,,,,,2.88,,,36.91,,0.015126512651264967
2010-08-31,,,,,3.2,,,37.81,,0.024383635871037868
2010-09-01,,,,,3.38,,,38.61,,0.02115842369743448
2010-09-02,,,,,3.06,,,38.97,,0.00932400932400923
2010-09-03,,,,,2.32,,,38.41,,-0.014370028226841192
2010-09-06,,,,,3.97,,,39.24,,0.021608956001041513
2010-09-07,,,,,2.51,,,39.23,,-0.00025484199796144136
2010-09-08,,,,,4.31,,,41.13,,0.04843232220239635
2010-09-09,,,,,3.67,,,41.97,,0.020423048869438354
2010-09-10,,,,,2.64,,,42.53,,0.01334286395044093
2010-09-13,,,,,3.49,,,43.58,,0.024688455208088378
2010-09-14,,,,,2.73,,,43.79,,0.004818724185406076
2010-09-15,,,,,2.69,,,43.65,,-0.003197076958209699
2010-09-16,,,,,2.73,,,44.14,,0.01122565864833902
2010-09-17,,,,,2.01,,,44.49,,0.007929315813321347
2010-09-20,,,,,1.98,,,45.1,,0.013710946280062863
2010-09-21,,,,,1.39,,,44.64,,-0.010199556541020005
2010-09-27,,,,,2.92,,,45.89,,0.028001792114695334
2010-09-28,,,,,2.6,,,46.19,,0.0065373719764654226
2010-09-29,,,,,3.11,,,46.55,,0.007793894782420319
2010-09-30,,,,,3.82,,,47.02,,0.010096670247046413
2010-10-08,,,,,6.51,,,47.96,,0.01999149298170977
2010-10-11,,,,,8.69,,,47.56,,-0.008340283569641338
2010-10-12,,,,,7.41,,,48.56,,0.021026072329688894
2010-10-13,,,,,9.41,,,50.12,,0.032125205930807255
2010-10-14,,,,,9.22,,,50.19,,0.0013966480446927498
2010-10-15,,,,,12.1,,,51.79,,0.031878860330743164
2010-10-18,,,,,11.54,,,52.06,,0.0052133616528287074
2010-10-19,,,,,8.54,,,54.24,,0.041874759892431834
2010-10-20,,,,,12.88,,,57.26,,0.05567846607669602
2010-10-21,,,,,7.47,,,58.71,,0.025323087670275912
2010-10-22,,,,,8.85,,,60.6,,0.03219213081246797
2010-10-25,,,,,12.63,,,63.98,,0.05577557755775575
2010-10-26,,,,,11.56,,,65.54,,0.024382619568615427
2010-10-27,,,,,10.2,,,67.85,,0.03524565151052772
2010-10-28,,,,,7.58,,,69.22,,0.020191599115696457
2010-10-29,,,,,8.75,,,69.74,,0.007512279687951429
2010-11-01,,,,,10.21,,,72.21,,0.03541726412388879
2010-11-02,,,,,12.1,,,72.14,,-0.0009693948206618286
2010-11-03,,,,,10.5,,,73.68,,0.02134738009426118
2010-11-04,,,,,9.47,,,75.97,,0.031080347448425583
2010-11-05,,,,,12.8,,,78.01,,0.0268527050151377
2010-11-08,,,,,10.83,,,81.97,,0.050762722727855314
2010-11-09,,,,,10.45,,,84.59,,0.03196291326094913
2010-11-10,,,,,11.31,,,87.86,,0.03865705166095279
2010-11-11,,,,,13.67,,,90.61,,0.031299795128613805
2010-11-12,,,,,11.67,,,87.21,,-0.03752345215759856
2010-11-15,,,,,9.73,,,90.51,,0.03783969728242198
2010-11-16,,,,,7.63,,,89.69,,-0.009059772400839772
2010-11-17,,,,,7.71,,,90.66,,0.010815029546214827
2010-11-18,,,,,5.39,,,90.56,,-0.0011030222810499701
2010-11-19,,,,,5.57,,,88.49,,-0.022857773851590157
2010-11-22,,,,,7.71,,,90.64,,0.024296530681432893
2010-11-23,,,,,4.99,,,90.66,,0.00022065313327446212
2010-11-24,,,,,7.78,,,92.38,,0.01897198323406135
2010-11-25,,,,,8.72,,,94.6,,0.024031175579129593
2010-11-26,,,,,6.05,,,94.02,,-0.006131078224101416
2010-11-29,,,,,5.66,,,94.37,,0.003722612210168119
2010-11-30,,,,,6.72,,,94.1,,-0.0028610787326481812
2010-12-01,,,,,4.42,,,94.53,,0.004569606801275272
2010-12-02,,,,,5.71,,,95.62,,0.011530730984872672
2010-12-03,,,,,5.2,,,96.66,,0.010876385693369572
2010-12-06,,,,,6.02,,,97.78,,0.011587006000413957
2010-12-07,,,,,6.86,,,98.9,,0.011454285129883557
2010-12-08,,,,,6.6,,,99.62,,0.00728008088978771
2010-12-09,,,,,8.19,,,102.15,,0.025396506725557044
2010-12-10,,,,,6.45,,,104.18,,0.01987273617229568
2010-12-13,,,,,14.16,,,110.9,,0.06450374352082933
2010-12-14,,,,,8.77,,,112.72,,0.016411181244364137
2010-12-15,,,,,9.09,,,114.29,,0.01392831795599725
2010-12-16,,,,,7.18,,,115.56,,0.011112083296876296
2010-12-17,,,,,4.87,,,115.32,,-0.0020768431983385627
2010-12-20,,,,,7.06,,,114.8,,-0.004509191814082492
2010-12-21,,,,,9.31,,,115.9,,0.009581881533101022
2010-12-22,,,,,9.42,,,118.94,,0.026229508196721207
2010-12-23,,,,,6.76,,,119.62,,0.005717168320161559
2010-12-24,,,,,6.14,,,120.61,,0.008276207991974482
2010-12-27,,,,,9.06,,,122.25,,0.013597545808805345
2010-12-28,,,,,6.49,,,122.2,,-0.00040899795501014857
2010-12-29,,,,,5.78,,,123.94,,0.014238952536824945
2010-12-30,,,,,6.26,,,125.3,,0.010973051476520945
2010-12-31,,,,,8.91,,,127.72,,0.019313647246608223
2011-01-04,,,,,10.76,,,128.57,,0.00665518321327907
2011-01-05,,,,,10.68,,,130.6,,0.01578906432293703
2011-01-06,,,,,7.73,,,132.28,,0.012863705972435024
2011-01-07,,,,,9.88,,,131.88,,-0.003023888720895096
2011-01-10,,,,,7.9,,,132.83,,0.007203518350015203
2011-01-11,,,,,5.79,,,132.18,,-0.00489347286004671
2011-01-12,,,,,6.45,,,133.04,,0.0065062793160839405
2011-01-13,,,,,5.68,,,133.67,,0.00473541791942278
2011-01-14,,,,,6.34,,,134.3,,0.004713099423954592
2011-01-17,,,,,7.1,,,134.67,,0.002755026061057153
2011-01-18,,,,,6.29,,,136.96,,0.017004529590851858
2011-01-19,,,,,7.4,,,138.46,,0.010952102803738262
2011-01-20,,,,,7.18,,,138.31,,-0.0010833453705041407
2011-01-21,,,,,7.87,,,138.44,,0.0009399175764586154
2011-01-24,,,,,7.45,,,138.93,,0.0035394394683618824
2011-01-25,,,,,5.39,,,139.83,,0.006478082487583636
2011-01-26,,,,,5.91,,,141.78,,0.013945505256382607
2011-01-27,,,,,9.93,,,142.21,,0.0030328678233884077
2011-01-28,,,,,6.61,,,142.66,,0.0031643344349905345
2011-01-31,,,,,9.18,,,144.14,,0.010374316556848395
2011-02-01,,,,,6.78,,,142.59,,-0.010753434161231978
2011-02-09,,,,,7.89,,,145.09,,0.01753278631040045
2011-02-10,,,,,8.11,,,147.49,,0.01654145702667309
2011-02-11,,,,,8.55,,,148.25,,0.005152891721472486
2011-02-14,,,,,14.43,,,147.97,,-0.0018887015177065924
2011-02-15,,,,,13.35,,,147.46,,-0.003446644590119563
2011-02-16,,,,,13.56,,,150.91,,0.023396175233961758
2011-02-17,,,,,14.36,,,153.25,,0.015505930687164549
2011-02-18,,,,,10.95,,,155.44,,0.014290375203915184
2011-02-21,,,,,12.62,,,158.23,,0.017949047864127543
2011-02-22,,,,,15.02,,,159.53,,0.008215888263919613
2011-02-23,,,,,10.39,,,161.57,,0.01278756346768617
2011-02-24,,,,,11.81,,,164.18,,0.016153988983103273
2011-02-25,,,,,10.19,,,164.54,,0.0021927153124619014
2011-02-28,,,,,12.36,,,165.91,,0.008326242858879285
2011-03-01,,,,,12.97,,,167.1,,0.00717256343800865
2011-03-02,,,,,12.96,,,169.18,,0.012447636146020402
2011-03-03,,,,,14.56,,,168.62,,-0.003310083934271235
2011-03-04,,,,,11.59,,,170.85,,0.013225002965247201
2011-03-07,,,,,21.39,,,176.0,,0.03014340064383969
2011-03-08,,,,,15.03,,,178.54,,0.014431818181818157
2011-03-09,,,,,13.95,,,181.04,,0.014002464433740425
2011-03-10,,,,,15.16,,,183.61,,0.014195757843570522
2011-03-11,,,,,11.85,,,186.24,,0.014323838570883929
2011-03-14,,,,,10.12,,,189.61,,0.018094931271477765
2011-03-15,,,,,14.47,,,190.89,,0.006750698802805655
2011-03-16,,,,,14.13,,,190.62,,-0.0014144271570013522
2011-03-17,,,,,12.55,,,189.66,,-0.00503619767075858
2011-03-18,,,,,10.06,,,191.38,,0.009068860065380102
2011-03-21,,,,,10.97,,,192.36,,0.005120702267739752
2011-03-22,,,,,11.01,,,195.19,,0.014711998336452314
2011-03-23,,,,,13.06,,,196.59,,0.00717249859111635
2011-03-24,,,,,11.03,,,198.56,,0.010020855587771438
2011-03-25,,,,,13.97,,,199.25,,0.0034750201450444163
2011-03-28,,,,,17.9,,,200.77,,0.007628607277289978
2011-03-29,,,,,20.65,,,203.95,,0.015839019773870477
2011-03-30,,,,,15.39,,,205.9,,0.009561166952684497
2011-03-31,,,,,14.23,,,209.08,,0.015444390480815917
2011-04-01,,,,,13.31,,,209.5,,0.002008800459154303
2011-04-06,,,,,20.53,,,209.61,,0.0005250596658712414
2011-04-07,,,,,18.34,,,213.01,,0.016220600162205834
2011-04-08,,,,,15.81,,,214.57,,0.007323599830993954
2011-04-11,,,,,25.49,,,220.26,,0.026518152584238175
2011-04-12,,,,,20.74,,,226.19,,0.026922727685462666
2011-04-13,,,,,19.0,,,230.35,,0.018391617666563498
2011-04-14,,,,,16.43,,,231.79,,0.006251356631213456
2011-04-15,,,,,15.4,,,233.85,,0.008887354933344804
2011-04-18,,,,,17.75,,,236.41,,0.010947188368612304
2011-04-19,,,,,13.82,,,235.9,,-0.0021572691510510777
2011-04-20,,,,,15.5,,,239.67,,0.01598134802882578
2011-04-21,,,,,13.2,,,242.34,,0.011140317937163635
2011-04-22,,,,,12.88,,,243.16,,0.0033836758273499967
2011-04-25,,,,,13.93,,,242.79,,-0.00152163184734333
2011-04-26,,,,,10.1,,,242.36,,-0.001771077886239092
2011-04-27,,,,,10.88,,,242.52,,0.0006601749463608364
2011-04-28,,,,,12.93,,,241.28,,-0.005112980372752762
2011-04-29,,,,,10.05,,,241.15,,-0.0005387931034482873
2011-05-03,,,,,9.39,,,240.69,,-0.0019075264358283661
2011-05-04,,,,,11.42,,,240.05,,-0.0026590219784784486
2011-05-05,,,,,9.45,,,239.29,,-0.003166007081857991
2011-05-06,,,,,10.03,,,238.14,,-0.00480588407371807
2011-05-09,,,,,9.79,,,239.45,,0.0055009658184261845
2011-05-10,,,,,8.3,,,241.51,,0.008603048653163414
2011-05-11,,,,,7.5,,,241.56,,0.00020703076477168736
2011-05-12,,,,,9.77,,,242.67,,0.004595131644311801
2011-05-13,,,,,11.94,,,245.1,,0.010013598714303296
2011-05-16,,,,,7.35,,,245.91,,0.0033047735618114693
2011-05-17,,,,,9.82,,,249.06,,0.012809564474807855
2011-05-18,,,,,8.13,,,251.53,,0.009917289006664998
2011-05-19,,,,,8.22,,,252.05,,0.0020673478312727145
2011-05-20,,,,,6.84,,,253.31,,0.0049990081333068925
2011-05-23,,,,,9.1,,,252.11,,-0.004737278433539882
2011-05-24,,,,,7.11,,,253.74,,0.006465431755979578
2011-05-25,,,,,7.29,,,255.05,,0.005162765035075179
2011-05-26,,,,,6.3,,,255.78,,0.002862183885512515
2011-05-27,,,,,6.29,,,254.08,,-0.0066463366955977765
2011-05-30,,,,,6.44,,,254.52,,0.0017317380352643852
2011-05-31,,,,,9.72,,,257.63,,0.012219079050762138
2011-06-01,,,,,7.77,,,258.75,,0.004347319799712812
2011-06-02,,,,,11.38,,,260.77,,0.007806763285024054
2011-06-03,,,,,7.64,,,260.64,,-0.0004985236031751494
2011-06-07,,,,,7.66,,,260.43,,-0.0008057090239409481
2011-06-08,,,,,9.44,,,260.87,,0.0016895134969090453
2011-06-09,,,,,8.25,,,261.25,,0.0014566642388929019
2011-06-10,,,,,8.8,,,262.73,,0.0056650717703350395
2011-06-13,,,,,7.29,,,261.33,,-0.005328664408328021
2011-06-14,,,,,9.92,,,260.78,,-0.0021046186813608037
2011-06-15,,,,,11.39,,,262.49,,0.006557251322954372
2011-06-16,,,,,8.68,,,264.08,,0.006057373614232864
2011-06-17,,,,,8.6,,,257.03,,-0.026696455619509285
2011-06-20,,,,,10.72,,,260.04,,0.011710695249582015
2011-06-21,,,,,8.94,,,261.58,,0.005922165820642755
2011-06-22,,,,,7.77,,,262.17,,0.0022555241226394074
2011-06-23,,,,,10.34,,,262.11,,-0.000228859137201054
2011-06-24,,,,,19.58,,,261.22,,-0.0033955209644804807
2011-06-27,,,,,15.85,,,264.32,,0.011867391470790745
2011-06-28,,,,,14.11,,,267.62,,0.012484866828087249
2011-06-29,,,,,13.48,,,269.71,,0.007809580748822764
2011-06-30,,,,,17.39,,,273.99,,0.015868896221868045
2011-07-01,,,,,17.39,,,277.91,,0.014307091499689895
2011-07-04,,,,,20.56,,,279.58,,0.006009139649526762
2011-07-05,,,,,16.04,,,281.81,,0.007976250089419823
2011-07-06,,,,,18.58,,,289.04,,0.025655583549199834
2011-07-07,,,,,18.92,,,290.7,,0.005743149737060582
2011-07-08,,,,,14.07,,,291.0,,0.0010319917440659854
2011-07-11,,,,,12.42,,,293.63,,0.009037800687285102
2011-07-12,,,,,16.57,,,294.99,,0.004631679324319737
2011-07-13,,,,,14.36,,,298.79,,0.012881792603139042
2011-07-14,,,,,16.66,,,300.07,,0.004283945245824761
2011-07-15,,,,,17.97,,,302.45,,0.007931482654047306
2011-07-18,,,,,15.84,,,306.59,,0.013688212927756682
2011-07-19,,,,,15.03,,,308.93,,0.007632342868325814
2011-07-20,,,,,13.62,,,311.51,,0.008351406467484557
2011-07-21,,,,,13.16,,,312.56,,0.003370678308882491
2011-07-22,,,,,10.19,,,313.72,,0.003711287432812904
2011-07-25,,,,,19.45,,,317.35,,0.011570827489481017
2011-07-26,,,,,11.06,,,319.65,,0.0072475185126830155
2011-07-27,,,,,12.37,,,322.58,,0.009166275613952779
2011-07-28,,,,,12.43,,,322.56,,-6.200012400014998e-05
2011-07-29,,,,,11.32,,,321.56,,-0.003100198412698374
2011-08-01,,,,,10.13,,,324.68,,0.009702699340714105
2011-08-02,,,,,10.79,,,326.78,,0.0064679068621411595
2011-08-03,,,,,10.16,,,328.61,,0.005600097925209768
2011-08-04,,,,,7.41,,,327.14,,-0.004473387906637094
2011-08-05,,,,,12.65,,,327.27,,0.0003973833832608964
2011-08-08,,,,,16.18,,,327.09,,-0.0005500045833715106
2011-08-09,,,,,15.69,,,327.53,,0.0013451955119385683
2011-08-10,,,,,13.65,,,327.64,,0.00033584709797573886
2011-08-11,,,,,13.33,,,327.77,,0.0003967769503112617
2011-08-12,,,,,11.36,,,326.95,,-0.0025017542789150804
2011-08-15,,,,,13.35,,,328.96,,0.00614772901055205
2011-08-16,,,,,11.94,,,330.23,,0.0038606517509729432
2011-08-17,,,,,9.16,,,331.78,,0.004693698331465823
2011-08-18,,,,,9.02,,,332.29,,0.001537163180420853
2011-08-19,,,,,10.76,,,331.47,,-0.002467723976045
2011-08-22,,,,,9.66,,,332.8,,0.004012429480797719
2011-08-23,,,,,8.72,,,334.41,,0.004837740384615374
2011-08-24,,,,,10.24,,,334.37,,-0.00011961364791723827
2011-08-25,,,,,17.38,,,332.17,,-0.0065795376379459425
2011-08-26,,,,,12.75,,,334.18,,0.006051118403227251
2011-08-29,,,,,14.27,,,339.13,,0.014812376563528629
2011-08-30,,,,,14.15,,,342.24,,0.009170524577595707
2011-08-31,,,,,9.93,,,343.57,,0.0038861617578307417
2011-09-01,,,,,9.09,,,343.18,,-0.0011351398550513148
2011-09-02,,,,,8.55,,,343.6,,0.0012238475435630836
2011-09-05,,,,,9.1,,,344.82,,0.003550640279394557
2011-09-06,,,,,8.94,,,345.41,,0.001711037642828206
2011-09-07,,,,,9.9,,,345.77,,0.0010422396572187242
2011-09-08,,,,,7.6,,,346.41,,0.0018509413772160865
2011-09-09,,,,,7.71,,,344.72,,-0.0048786120493057306
2011-09-13,,,,,8.05,,,345.79,,0.003103968438152638
2011-09-14,,,,,8.97,,,345.44,,-0.0010121750195205559
2011-09-15,,,,,7.9,,,344.05,,-0.004023853635942487
2011-09-16,,,,,7.45,,,343.98,,-0.00020345879959304813
2011-09-19,,,,,7.61,,,344.86,,0.002558288272573872
2011-09-20,,,,,7.86,,,345.79,,0.002696746505828518
2011-09-21,,,,,15.52,,,345.82,,8.675785881595566e-05
2011-09-22,,,,,15.92,,,348.41,,0.0074894453762073265
2011-09-23,,,,,11.88,,,347.46,,-0.002726672598375557
2011-09-26,,,,,10.98,,,345.98,,-0.004259483105968909
2011-09-27,,,,,12.69,,,348.0,,0.005838487773859757
2011-09-28,,,,,9.63,,,345.55,,-0.007040229885057481
2011-09-29,,,,,9.21,,,342.64,,-0.00842135725654758
2011-09-30,,,,,8.15,,,335.91,,-0.01964160635068868
2011-10-10,,,,,9.07,,,334.95,,-0.0028579083683130113
2011-10-11,,,,,14.43,,,334.9,,-0.0001492760113449565
2011-10-12,,,,,18.83,,,336.45,,0.004628247237981498
2011-10-13,,,,,16.11,,,338.13,,0.004993312527864502
2011-10-14,,,,,9.79,,,336.42,,-0.005057226510513657
2011-10-17,,,,,10.81,,,336.57,,0.00044587123238803983
2011-10-18,,,,,12.5,,,335.71,,-0.0025551891137060023
2011-10-19,,,,,9.43,,,336.55,,0.0025021596020375902
2011-10-20,,,,,11.7,,,336.48,,-0.0002079928688158983
2011-10-21,,,,,6.82,,,334.1,,-0.007073228720874902
2011-10-24,,,,,11.52,,,332.38,,-0.005148159233762439
2011-10-25,,,,,16.33,,,332.58,,0.0006017209218365238
2011-10-26,,,,,19.93,,,332.6,,6.013590715037154e-05
2011-10-27,,,,,14.05,,,334.53,,0.005802766085387656
2011-10-28,,,,,21.51,,,332.39,,-0.006397034645622135
2011-10-31,,,,,15.67,,,335.67,,0.009867926231234447
2011-11-01,,,,,17.48,,,338.52,,0.008490481723120835
2011-11-02,,,,,21.89,,,342.82,,0.0127023514120288
2011-11-03,,,,,29.35,,,347.26,,0.012951403068665712
2011-11-04,,,,,18.53,,,348.42,,0.0033404365605023134
2011-11-07,,,,,15.8,,,352.15,,0.010705470409275941
2011-11-08,,,,,14.35,,,354.69,,0.007212835439443399
2011-11-09,,,,,16.07,,,359.09,,0.012405198906086934
2011-11-10,,,,,17.13,,,362.12,,0.008437996045559615
2011-11-11,,,,,10.44,,,361.93,,-0.0005246879487462719
2011-11-14,,,,,17.75,,,365.51,,0.009891415467079279
2011-11-15,,,,,13.53,,,368.47,,0.008098273645044118
2011-11-16,,,,,18.85,,,371.86,,0.009200206258311416
2011-11-17,,,,,11.65,,,373.43,,0.004222019039423319
2011-11-18,,,,,13.22,,,373.22,,-0.0005623543903809924
2011-11-21,,,,,9.36,,,375.1,,0.005037243448904105
2011-11-22,,,,,9.33,,,375.87,,0.002052785923753575
2011-11-23,,,,,8.76,,,375.7,,-0.00045228403437358455
2011-11-24,,,,,9.93,,,376.89,,0.0031674208144796268
2011-11-25,,,,,7.35,,,376.57,,-0.0008490541006659358
2011-11-28,,,,,7.41,,,376.72,,0.00039833231537311775
2011-11-29,,,,,9.61,,,377.09,,0.000982161817795646
2011-11-30,,,,,12.23,,,376.54,,-0.0014585377496086904
2011-12-01,,,,,19.63,,,375.97,,-0.0015137833961863523
2011-12-02,,,,,10.39,,,375.93,,-0.00010639146740432093
2011-12-05,,,,,12.88,,,375.84,,-0.00023940627244445345
2011-12-06,,,,,9.09,,,375.97,,0.00034589186888056567
2011-12-07,,,,,9.27,,,377.08,,0.002952363220469545
2011-12-08,,,,,11.24,,,378.59,,0.004004455288002529
2011-12-09,,,,,9.35,,,378.17,,-0.0011093795398715578
2011-12-12,,,,,8.37,,,378.54,,0.00097839595948912
2011-12-13,,,,,12.26,,,378.67,,0.00034342473714787936
2011-12-14,,,,,9.46,,,379.11,,0.001161961602450745
2011-12-15,,,,,13.83,,,377.31,,-0.004747962332832145
2011-12-16,,,,,13.08,,,379.46,,0.005698232222840494
2011-12-19,,,,,12.48,,,382.59,,0.008248563748484594
2011-12-20,,,,,11.32,,,384.2,,0.004208160171462971
2011-12-21,,,,,10.45,,,383.7,,-0.0013014055179594308
2011-12-22,,,,,11.25,,,383.2,,-0.0013031013812874193
2011-12-23,,,,,10.03,,,381.27,,-0.005036534446764107
2011-12-26,,,,,8.91,,,382.37,,0.0028850945524170335
2011-12-27,,,,,10.38,,,383.09,,0.0018829929126238376
2011-12-28,,,,,9.91,,,383.6,,0.0013312798559086403
2011-12-29,,,,,9.96,,,384.31,,0.001850886339937352
2011-12-30,,,,,11.4,,,382.07,,-0.005828627930576924
2012-01-04,,,,,12.38,,,381.79,,-0.000732850001308627
2012-01-05,,,,,11.75,,,378.24,,-0.009298305351109315
2012-01-06,,,,,11.82,,,378.47,,0.000608079526226879
2012-01-09,,,,,16.78,,,375.94,,-0.006684809892461785
2012-01-10,,,,,25.78,,,374.63,,-0.0034845986061605716
2012-01-11,,,,,19.71,,,374.92,,0.0007740971091476645
2012-01-12,,,,,18.13,,,373.73,,-0.0031740104555638693
2012-01-13,,,,,16.83,,,370.57,,-0.008455301955957562
2012-01-16,,,,,12.76,,,369.86,,-0.0019159672936286398
2012-01-17,,,,,24.04,,,368.89,,-0.002622613962039777
2012-01-18,,,,,24.41,,,368.47,,-0.001138550787497472
2012-01-19,,,,,20.02,,,361.67,,-0.018454691019621716
