code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600118,2010-04-27,2010-03-31,0.017511,0.069391,0.161626,29285365.800000,0.572724,,352537990.00,171614731.00
sh.600118,2010-08-18,2010-06-30,0.050334,0.075913,0.154988,86496176.770000,0.294714,1139414537.640000,705075980.00,343229462.00
sh.600118,2010-10-29,2010-09-30,0.070204,0.074516,0.157644,124392815.420000,0.285834,,705075980.00,343229462.00
sh.600118,2011-03-03,2010-12-31,0.121926,0.075507,0.144485,228875478.000000,0.297219,3031185443.990000,705075980.00,343229462.00
sh.600118,2011-04-27,2011-03-31,0.017727,0.062873,0.165480,33994324.590000,0.302787,,705075980.00,705075980.00
sh.600118,2011-08-12,2011-06-30,0.053540,0.070432,0.149363,104858471.330000,0.319004,1488785063.150000,705075980.00,705075980.00
sh.600118,2011-10-27,2011-09-30,0.080043,0.075581,0.139716,166230893.440000,0.343182,,705075980.00,705075980.00
sh.600118,2012-03-07,2011-12-31,0.121394,0.071241,0.139683,257268454.370000,0.329839,3611261072.420000,705075980.00,705075980.00
sh.600118,2012-04-27,2012-03-31,0.018134,0.059182,0.142556,39660423.690000,0.336154,,705075980.00,705075980.00
sh.600118,2012-08-04,2012-06-30,0.055386,0.070742,0.136135,125684888.000000,0.270111,1776670695.190000,916598774.00,916598774.00
sh.600118,2012-10-27,2012-09-30,0.080406,0.070794,0.138305,191271503.760000,0.279690,,916598774.00,916598774.00
sh.600118,2013-02-27,2012-12-31,0.122487,0.071848,0.134261,306135278.230000,0.295146,4260890415.480000,916598774.00,916598774.00
sh.600118,2013-04-26,2013-03-31,0.017864,0.065522,0.135212,51473305.300000,0.301970,,916598774.00,916598774.00
sh.600118,2013-08-29,2013-06-30,0.060261,0.079833,0.129260,165769214.130000,0.330830,2076438155.860000,916598774.00,916598774.00
sh.600118,2013-10-30,2013-09-30,0.068598,0.081660,0.132833,243840749.160000,0.266530,,1182489135.00,1182489135.00
sh.600118,2014-03-12,2013-12-31,0.094817,0.076378,0.115336,366883075.380000,0.258603,4792250581.510000,1182489135.00,1182489135.00
sh.600118,2014-04-26,2014-03-31,0.012645,0.060204,0.117562,52723320.500000,0.265618,,1182489135.00,1182489135.00
sh.600118,2014-08-29,2014-06-30,0.039123,0.080027,0.122823,176574224.080000,0.269535,2201675239.890000,1182489135.00,1182489135.00
sh.600118,2014-10-30,2014-09-30,0.052139,0.080128,0.135462,239430261.530000,0.255120,,1182489135.00,1182489135.00
sh.600118,2015-03-20,2014-12-31,0.085333,0.087937,0.147526,410147666.710000,0.301356,4647840900.000000,1182489135.00,1182489135.00
sh.600118,2015-04-22,2015-03-31,0.014028,0.071516,0.132168,60675775.730000,0.309253,,1182489135.00,1182489135.00
sh.600118,2015-08-26,2015-06-30,0.038623,0.090949,0.145331,182338192.280000,0.308268,1998014600.000000,1182489135.00,1182489135.00
sh.600118,2015-10-30,2015-09-30,0.054777,0.090714,0.148949,260557789.170000,0.323095,,1182489135.00,1182489135.00
sh.600118,2016-03-12,2015-12-31,0.086219,0.081524,0.141566,444172082.110000,0.324314,5424922600.000000,1182489135.00,1182489135.00
sh.600118,2016-04-27,2016-03-31,0.012234,0.061558,0.148055,61017494.650000,0.320736,,1182489135.00,1182489135.00
sh.600118,2016-08-23,2016-06-30,0.035137,0.083542,0.156818,183651269.960000,0.319751,2181754140.720000,1182489135.00,1182489135.00
sh.600118,2016-10-29,2016-09-30,0.050095,0.081133,0.158383,265160017.000000,0.318702,,1182489135.00,1182489135.00
sh.600118,2017-03-11,2016-12-31,0.083982,0.072695,0.135123,460689614.150000,0.336294,6300367700.000000,1182489135.00,1182489135.00
sh.600118,2017-04-26,2017-03-31,0.011849,0.054724,0.132966,61353519.890000,0.337650,,1182489135.00,1182489135.00
sh.600118,2017-08-25,2017-06-30,0.035958,0.072480,0.142661,194150052.910000,0.348192,,1182489135.00,1182489135.00
sh.600118,2017-10-27,2017-09-30,0.051702,0.070679,0.140276,282603404.410000,0.355322,,1182489135.00,1182489135.00
sh.600118,2018-03-15,2017-12-31,0.081422,0.066773,0.129508,493132543.940000,0.346388,7339278457.760000,1182489135.00,1182489135.00
sh.600118,2018-04-26,2018-03-31,0.011516,0.053092,0.146337,67635517.500000,0.347999,,1182489135.00,1182489135.00
sh.600118,2018-08-24,2018-06-30,0.034149,0.061250,0.136389,196675335.490000,0.349670,,1182489135.00,1182489135.00
sh.600118,2018-10-26,2018-09-30,0.051140,0.063184,0.143472,286500017.510000,0.357552,,1182489135.00,1182489135.00
sh.600118,2019-03-20,2018-12-31,0.078380,0.061859,0.136283,469081581.620000,0.353187,7535845319.040000,1182489135.00,1182489135.00
sh.600118,2019-04-26,2019-03-31,0.011849,0.053741,0.152075,71508667.180000,0.357428,,1182489135.00,1182489135.00
sh.600118,2019-08-23,2019-06-30,0.034475,0.065911,0.140373,206897088.290000,0.360898,,1182489135.00,1182489135.00
sh.600118,2019-10-25,2019-09-30,0.047881,0.068462,0.148159,300758430.770000,0.349754,,1182489135.00,1182489135.00
sh.600118,2020-04-25,2019-12-31,0.059934,0.059282,0.144851,383155801.320000,0.283827,6416671336.930000,1182489135.00,1182489135.00
