code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600352,2010-04-26,2010-03-31,0.043495,0.129776,0.280304,195086197.360000,0.553422,,1328898268.00,1328898268.00
sh.600352,2010-07-28,2010-06-30,0.084844,0.136461,0.247070,432708856.010000,0.516348,2976910177.520000,1468415930.00,1468415930.00
sh.600352,2010-10-30,2010-09-30,0.121348,0.131783,0.240233,632996651.040000,0.532078,,1468415930.00,1468415930.00
sh.600352,2011-04-09,2010-12-31,0.158921,0.127440,0.231269,850934337.370000,0.548268,6466774059.420000,1468415930.00,1468415930.00
sh.600352,2011-04-19,2011-03-31,0.045228,0.141376,0.227933,294239467.540000,0.616684,,1468415930.00,1468415930.00
sh.600352,2011-08-23,2011-06-30,0.073311,0.113256,0.218565,476476828.460000,0.588926,4109513338.450000,1468415930.00,1468415930.00
sh.600352,2011-10-31,2011-09-30,0.107142,0.113031,0.217099,699493517.730000,0.608498,,1468415930.00,1468415930.00
sh.600352,2012-04-28,2011-12-31,0.125947,0.099542,0.206214,819172200.790000,0.552197,7980651040.220000,1468415930.00,1468415930.00
sh.600352,2012-04-28,2012-03-31,0.014802,0.042679,0.174805,95258368.160000,0.423731,,1468415930.00,1468415930.00
sh.600352,2012-08-21,2012-06-30,0.038936,0.063757,0.188783,267531045.440000,0.416967,4051594934.550000,1468415930.00,1468415930.00
sh.600352,2012-10-31,2012-09-30,0.064052,0.074441,0.195902,440468877.120000,0.388395,,1468415930.00,1468415930.00
sh.600352,2013-04-16,2012-12-31,0.115364,0.105820,0.191987,809448696.540000,0.565418,7446033853.710000,1468415930.00,1468415930.00
sh.600352,2013-04-24,2013-03-31,0.029719,0.063504,0.260652,234722233.190000,0.652637,,1468415930.00,1468415930.00
sh.600352,2013-08-20,2013-06-30,0.069507,0.081356,0.274261,591843320.430000,0.743570,7052668526.320000,1489765930.00,1489765930.00
sh.600352,2013-10-26,2013-09-30,0.112570,0.091493,0.289070,994542302.140000,0.867502,,1489765930.00,1489765930.00
sh.600352,2014-04-05,2013-12-31,0.160482,0.103847,0.299409,1462765058.550000,0.889993,13799496116.020000,1515865930.00,1515865930.00
sh.600352,2014-04-28,2014-03-31,0.073698,0.189047,0.387711,780637975.910000,1.191863,,1527865930.00,1527865930.00
sh.600352,2014-08-28,2014-06-30,0.158055,0.206239,0.400820,1708894452.590000,1.534129,8143485020.830000,1527865930.00,1527865930.00
sh.600352,2014-10-25,2014-09-30,0.200728,0.195710,0.380383,2251888396.160000,1.607440,,1529965930.00,1529965930.00
sh.600352,2015-03-31,2014-12-31,0.248953,0.185329,0.377986,2807733507.500000,1.655779,14955998222.670000,1529965930.00,1529965930.00
sh.600352,2015-04-21,2015-03-31,0.096421,0.321006,0.389755,1235837330.230000,1.842227,,1626665930.00,1529965930.00
sh.600352,2015-08-28,2015-06-30,0.155455,0.266370,0.384317,2021391508.010000,0.879570,7485995887.850000,3253331860.00,3059931860.00
sh.600352,2015-10-31,2015-09-30,0.189177,0.219507,0.353363,2585082771.660000,0.870693,,3253331860.00,3059931860.00
sh.600352,2016-04-21,2015-12-31,0.203310,0.193913,0.344385,2878073825.520000,0.781148,14642210876.170000,3253331860.00,3059931860.00
sh.600352,2016-04-30,2016-03-31,0.021766,0.120696,0.341286,359750440.720000,0.516173,,3253331860.00,3059931860.00
sh.600352,2016-08-27,2016-06-30,0.068147,0.190784,0.354568,1198374222.230000,0.500728,6214774707.630000,3253331860.00,3059931860.00
sh.600352,2016-10-26,2016-09-30,0.098241,0.188697,0.367928,1716604443.040000,0.503352,,3253331860.00,3059931860.00
sh.600352,2017-04-18,2016-12-31,0.137870,0.200909,0.370848,2482332751.800000,0.623672,12183716887.460000,3253331860.00,3059931860.00
sh.600352,2017-04-28,2017-03-31,0.031488,0.145154,0.378978,571804309.300000,0.682847,,3253331860.00,3059931860.00
sh.600352,2017-07-31,2017-06-30,0.064130,0.155303,0.371031,1167087916.650000,0.638026,7514932146.930000,3253331860.00,3059931860.00
sh.600352,2017-10-28,2017-09-30,0.116860,0.186286,0.367237,2089509603.630000,0.761296,,3253331860.00,3059931860.00
sh.600352,2018-04-10,2017-12-31,0.151927,0.180896,0.368039,2731694650.760000,0.760388,14936084159.910000,3253331860.00,3059931860.00
sh.600352,2018-04-27,2018-03-31,0.057720,0.197753,0.426634,1079289619.070000,0.919579,,3253331860.00,3253331860.00
sh.600352,2018-08-31,2018-06-30,0.106730,0.216202,0.442816,1982086211.650000,1.020144,9091677495.790000,3253331860.00,3253331860.00
sh.600352,2018-10-31,2018-09-30,0.174763,0.231701,0.458731,3375218407.780000,1.161984,,3253331860.00,3253331860.00
sh.600352,2019-04-02,2018-12-31,0.222755,0.220831,0.454326,4212531726.250000,1.263740,18837887266.490000,3253331860.00,3253331860.00
sh.600352,2019-04-30,2019-03-31,0.060854,0.268896,0.442555,1282849441.780000,1.413011,,3253331860.00,3253331860.00
sh.600352,2019-08-17,2019-06-30,0.120300,0.262575,0.469796,2533590509.280000,1.470701,9500922004.860000,3253331860.00,3253331860.00
sh.600352,2019-10-28,2019-09-30,0.178143,0.240488,0.415768,3997670658.090000,1.480019,,3253331860.00,3253331860.00
sh.600352,2020-04-25,2019-12-31,0.225717,0.248362,0.427042,5306258923.500000,1.543941,21026482756.300000,3253331860.00,3253331860.00
