code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600115,2010-04-20,2010-03-31,0.291147,0.050568,0.167433,787287000.000000,0.112583,,11276538860.00,1801950000.00
sh.600115,2010-08-30,2010-06-30,0.255864,0.063008,0.180066,2119350000.000000,0.105125,30791909000.000000,11276538860.00,1801950000.00
sh.600115,2010-10-29,2010-09-30,0.557733,0.098053,0.209507,5438611000.000000,0.393928,,11276538860.00,1801950000.00
sh.600115,2011-03-31,2010-12-31,0.576036,0.076081,0.189859,5702916000.000000,0.477130,68960857000.000000,11276538860.00,2661950000.00
sh.600115,2011-04-29,2011-03-31,0.062894,0.057819,0.159301,1049864000.000000,0.498666,,11276538860.00,2661950000.00
sh.600115,2011-08-30,2011-06-30,0.146024,0.064998,0.164724,2520761000.000000,0.522138,38349902000.000000,11276538860.00,2661950000.00
sh.600115,2011-10-31,2011-09-30,0.313385,0.093513,0.188703,5913121000.000000,0.535721,,11276538860.00,2661950000.00
sh.600115,2012-03-26,2011-12-31,0.271374,0.058381,0.161081,4902487000.000000,0.433351,78681967000.000000,11276538860.00,2661950000.00
sh.600115,2012-04-28,2012-03-31,0.012942,0.009295,0.107473,179618000.000000,0.367175,,11276538860.00,2661950000.00
sh.600115,2012-08-31,2012-06-30,0.047525,0.021997,0.120935,888728000.000000,0.304178,39942720000.000000,11276538860.00,2950838860.00
sh.600115,2012-10-31,2012-09-30,0.163257,0.055413,0.158386,3631139000.000000,0.244462,,11276538860.00,7292213860.00
sh.600115,2013-03-27,2012-12-31,0.156577,0.038569,0.127019,3300328000.000000,0.304181,80403341000.000000,11276538860.00,7782213860.00
sh.600115,2013-04-27,2013-03-31,-0.005668,-0.008130,0.071107,-167957000.000000,0.268805,,11276538860.00,7782213860.00
sh.600115,2013-08-31,2013-06-30,0.029758,0.016124,0.078054,668810000.000000,0.252346,38421208000.000000,12674268860.00,7782213860.00
sh.600115,2013-10-30,2013-09-30,0.133771,0.053505,0.119240,3590855000.000000,0.269973,,12674268860.00,7782213860.00
sh.600115,2014-03-27,2013-12-31,0.099016,0.023819,0.087157,2096285000.000000,0.187469,81194992000.000000,12674268860.00,7782213860.00
sh.600115,2014-04-30,2014-03-31,-0.008365,-0.011148,0.084549,-243000000.000000,0.181631,,12674268860.00,7782213860.00
sh.600115,2014-08-30,2014-06-30,0.000570,0.001080,0.077951,46000000.000000,0.139340,39617000000.000000,12674268860.00,7782213860.00
sh.600115,2014-10-30,2014-09-30,0.080350,0.031120,0.108096,2139000000.000000,0.080639,,12674268860.00,7782213860.00
sh.600115,2015-03-28,2014-12-31,0.130637,0.039523,0.112551,3547000000.000000,0.269601,83147000000.000000,12674268860.00,7782213860.00
sh.600115,2015-04-30,2015-03-31,0.054979,0.078730,0.178493,1763000000.000000,0.409175,,12674268860.00,7782213860.00
sh.600115,2015-08-15,2015-06-30,0.120904,0.087089,0.166347,3859000000.000000,0.549618,40874000000.000000,12674268860.00,7782213860.00
sh.600115,2015-10-28,2015-09-30,0.168512,0.080958,0.202854,5826000000.000000,0.509278,,13140178860.00,7782213860.00
sh.600115,2016-03-31,2015-12-31,0.144542,0.053781,0.177934,5047000000.000000,0.345581,86331000000.000000,13140178860.00,7782213860.00
sh.600115,2016-04-29,2016-03-31,0.071588,0.120294,0.212714,2831000000.000000,0.424576,,13140178860.00,7782213860.00
sh.600115,2016-08-31,2016-06-30,0.078927,0.076254,0.185552,3533000000.000000,0.290995,42839000000.000000,14467585682.00,8481078860.00
sh.600115,2016-10-28,2016-09-30,0.156484,0.096329,0.206052,7264000000.000000,0.407877,,14467585682.00,8481078860.00
sh.600115,2017-03-31,2016-12-31,0.109520,0.050375,0.162064,4965000000.000000,0.311593,91064000000.000000,14467585682.00,8481078860.00
sh.600115,2017-04-28,2017-03-31,0.057920,0.121617,0.124389,2984000000.000000,0.326523,,14467585682.00,8481078860.00
sh.600115,2017-08-30,2017-06-30,0.087939,0.096356,0.112432,4627000000.000000,0.388593,48020000000.000000,14467585682.00,8481078860.00
sh.600115,2017-10-27,2017-09-30,0.155596,0.109619,0.153048,8496000000.000000,0.395989,,14467585682.00,9808485682.00
sh.600115,2018-03-30,2017-12-31,0.126670,0.067046,0.112425,6820000000.000000,0.439050,96753000000.000000,14467585682.00,9808485682.00
sh.600115,2018-04-27,2018-03-31,0.036557,0.080664,0.119239,2158000000.000000,0.381335,,14467585682.00,9808485682.00
sh.600115,2018-08-31,2018-06-30,0.041988,0.046048,0.121881,2506000000.000000,0.296387,54422000000.000000,14467585682.00,9808485682.00
sh.600115,2018-10-27,2018-09-30,0.080890,0.056192,0.153156,4938000000.000000,0.202314,,14467585682.00,9808485682.00
sh.600115,2019-03-30,2018-12-31,0.049765,0.025589,0.108962,2941000000.000000,0.187246,114930000000.000000,14467585682.00,9808485682.00
sh.600115,2019-04-30,2019-03-31,0.035908,0.072206,0.140884,2170000000.000000,0.188836,,14467585682.00,9808485682.00
sh.600115,2019-08-31,2019-06-30,0.034765,0.036302,0.111578,2134000000.000000,0.163745,56382000000.000000,14467585682.00,9808485682.00
sh.600115,2019-10-30,2019-09-30,0.070589,0.051188,0.145942,4781000000.000000,0.157880,,16379509203.00,9808485682.00
sh.600115,2020-04-01,2019-12-31,0.052150,0.028818,0.113023,3483000000.000000,0.195061,116602000000.000000,16379509203.00,9808485682.00
