code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600177,2010-04-26,2010-03-31,0.012132,0.109751,0.403619,232940430.160000,1.147613,,2226611695.00,1430694747.00
sh.600177,2010-08-31,2010-06-30,0.044688,0.130236,0.319782,697005463.680000,1.090362,5217169440.600000,2226611695.00,1608922319.00
sh.600177,2010-10-30,2010-09-30,0.062522,0.124657,0.299685,987437978.440000,1.056023,,2226611695.00,1608922319.00
sh.600177,2011-04-19,2010-12-31,0.187904,0.202177,0.336168,2934320517.640000,1.200107,14358700748.170000,2226611695.00,1608922319.00
sh.600177,2011-04-30,2011-03-31,0.026995,0.203434,0.375093,462116322.940000,1.296376,,2226611695.00,1608922319.00
sh.600177,2011-08-31,2011-06-30,0.060896,0.178508,0.382765,962162862.410000,1.315287,5336220393.640000,2226611695.00,1787149891.00
sh.600177,2011-10-29,2011-09-30,0.093741,0.177399,0.395445,1424770302.860000,1.380401,,2226611695.00,1787149891.00
sh.600177,2012-03-27,2011-12-31,0.135160,0.178388,0.396026,2058501531.740000,0.791655,11188806911.660000,2226611695.00,1787149891.00
sh.600177,2012-04-26,2012-03-31,0.020550,0.143986,0.491625,295815770.670000,0.731681,,2226611695.00,1787149891.00
sh.600177,2012-08-28,2012-06-30,0.071694,0.169670,0.498955,920875615.660000,0.811994,5355530042.450000,2226611695.00,1965377463.00
sh.600177,2012-10-31,2012-09-30,0.088470,0.145686,0.496430,1124216065.400000,0.723085,,2226611695.00,1965377463.00
sh.600177,2013-03-26,2012-12-31,0.122586,0.154472,0.492362,1657871789.530000,0.717954,10462798763.470000,2226611695.00,1965377463.00
sh.600177,2013-04-27,2013-03-31,0.018414,0.083507,0.497139,263693665.870000,0.719284,,2226611695.00,1965377463.00
sh.600177,2013-08-20,2013-06-30,0.072694,0.121715,0.483112,972377491.780000,0.752875,7941108494.750000,2226611695.00,2143605035.00
sh.600177,2013-10-31,2013-09-30,0.096444,0.113432,0.465511,1313190936.090000,0.823784,,2226611695.00,2143605035.00
sh.600177,2014-03-25,2013-12-31,0.097335,0.089601,0.465767,1358962393.360000,0.610613,15054857797.460000,2226611695.00,2143605035.00
sh.600177,2014-04-30,2014-03-31,0.053153,0.153844,0.386178,774100182.210000,0.835334,,2226611695.00,2143605035.00
sh.600177,2014-08-26,2014-06-30,0.130952,0.247314,0.394330,1873868368.230000,1.000865,7497522625.640000,2226611695.00,2226611695.00
sh.600177,2014-10-31,2014-09-30,0.138050,0.190014,0.391364,2009008012.090000,0.898969,,2226611695.00,2226611695.00
sh.600177,2015-04-30,2014-12-31,0.207656,0.202149,0.393386,3214818723.160000,1.420283,14831579400.000000,2226611695.00,2226611695.00
sh.600177,2015-04-30,2015-03-31,0.079090,0.221313,0.289408,1388398434.070000,1.702677,,2226611695.00,2226611695.00
sh.600177,2015-08-31,2015-06-30,0.163572,0.333559,0.322125,2906231215.150000,1.902534,8309135500.000000,2226611695.00,2226611695.00
sh.600177,2015-10-30,2015-09-30,0.182609,0.263384,0.349971,3257540864.430000,2.000046,,2226611695.00,2226611695.00
sh.600177,2016-04-29,2015-12-31,0.238363,0.301225,0.378493,4376014694.770000,1.963296,13715652000.000000,2226611695.00,2226611695.00
sh.600177,2016-04-29,2016-03-31,0.121657,0.462370,0.485574,2569810132.460000,2.438993,,2226611695.00,2226611695.00
sh.600177,2016-08-31,2016-06-30,0.143287,0.368448,0.443739,3193333247.080000,1.774461,8267315500.000000,2558176681.00,2226611695.00
sh.600177,2016-10-29,2016-09-30,0.154404,0.325840,0.423827,3427508105.960000,1.729709,,2558176681.00,2226611695.00
sh.600177,2017-04-29,2016-12-31,0.171933,0.247556,0.417287,3687343868.110000,1.440380,14156328100.000000,2558176681.00,2226611695.00
sh.600177,2017-04-29,2017-03-31,0.055147,0.371322,0.467656,1260441266.160000,0.976897,,2558176681.00,2226611695.00
sh.600177,2017-08-29,2017-06-30,0.088851,0.378816,0.484036,2045332935.310000,0.743076,5359344957.460000,3581447353.00,3581447353.00
sh.600177,2017-10-31,2017-09-30,0.115470,0.362438,0.485708,2675825010.290000,0.853510,,3581447353.00,3581447353.00
sh.600177,2018-04-28,2017-12-31,0.012604,0.029871,0.521394,293917688.400000,0.082852,9839528959.140000,3581447353.00,3581447353.00
sh.600177,2018-04-28,2018-03-31,0.020705,0.302683,0.597145,509009253.810000,-0.127259,,3581447353.00,3581447353.00
sh.600177,2018-08-31,2018-06-30,0.061129,0.414986,0.587085,1487954112.760000,-0.073054,3585550799.380000,3581447353.00,3581447353.00
sh.600177,2018-10-31,2018-09-30,0.093130,0.495051,0.582554,2342521175.950000,-0.011184,,3581447353.00,3581447353.00
sh.600177,2019-04-30,2018-12-31,0.139926,0.381765,0.548425,3678491325.220000,1.026660,9635479253.140000,3581447353.00,3581447353.00
sh.600177,2019-04-30,2019-03-31,0.026314,0.292813,0.504309,754902849.200000,1.094952,,3581447353.00,3581447353.00
sh.600177,2019-08-31,2019-06-30,0.072280,0.443471,0.553266,2032233107.040000,0.840690,4485839644.430000,5014026294.00,5014026294.00
sh.600177,2019-10-31,2019-09-30,0.111601,0.447671,0.596179,3074583630.220000,0.880087,,5014026294.00,5014026294.00
sh.600177,2020-04-30,2019-12-31,0.141896,0.318136,0.548964,3951620259.800000,0.792259,12421171432.590000,5014026294.00,5014026294.00
