code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600048,2010-04-26,2010-03-31,0.021763,0.141240,0.348817,572722262.380000,1.061925,,3519721100.00,3188046142.00
sh.600048,2010-08-10,2010-06-30,0.063245,0.162155,0.344996,1823392324.100000,0.819652,11222998447.270000,4575637430.00,4144459985.00
sh.600048,2010-10-26,2010-09-30,0.087825,0.143980,0.324272,2488976190.360000,0.879292,,4575637430.00,4494791665.00
sh.600048,2011-03-01,2010-12-31,0.179570,0.153376,0.341243,5505278120.390000,1.075257,35890473399.760000,4575637430.00,4494791665.00
sh.600048,2011-04-25,2011-03-31,0.023725,0.186418,0.501956,672398304.260000,1.108800,,4575637430.00,4494791665.00
sh.600048,2011-08-29,2011-06-30,0.091254,0.188804,0.425120,2868127016.970000,1.023369,15184829326.540000,5948328659.00,5843229164.00
sh.600048,2011-10-31,2011-09-30,0.111958,0.163750,0.399047,3572042573.770000,1.024793,,5948328659.00,5843229164.00
sh.600048,2012-04-06,2011-12-31,0.201054,0.156628,0.372041,7367200495.850000,1.097946,47031945030.120000,5948328659.00,5843229164.00
sh.600048,2012-04-20,2012-03-31,0.015103,0.136131,0.475843,669728602.720000,1.070199,,5948328659.00,5843229164.00
sh.600048,2012-08-23,2012-06-30,0.069968,0.161249,0.392712,3254483672.570000,0.875159,20173231145.580000,7137994391.00,7011874997.00
sh.600048,2012-10-30,2012-09-30,0.104530,0.148180,0.384627,4639086925.430000,0.964547,,7137994391.00,7137994391.00
sh.600048,2013-03-26,2012-12-31,0.217077,0.144815,0.361852,9978598275.360000,1.182157,68874117682.000000,7137994391.00,7137994391.00
sh.600048,2013-04-25,2013-03-31,0.017162,0.091880,0.356163,683510223.270000,1.210053,,7137994391.00,7137994391.00
sh.600048,2013-08-27,2013-06-30,0.078479,0.120509,0.325792,3680869977.280000,1.307723,30539165548.350000,7137994391.00,7137994391.00
sh.600048,2013-10-29,2013-09-30,0.104709,0.116090,0.327293,5139150945.860000,1.293025,,7137994391.00,7137994391.00
sh.600048,2014-04-01,2013-12-31,0.228058,0.128465,0.321587,11864462305.310000,1.505628,92340696050.000000,7137994391.00,7137994391.00
sh.600048,2014-04-30,2014-03-31,0.015620,0.095147,0.341299,878648590.830000,1.516756,,7137994391.00,7137994391.00
sh.600048,2014-08-26,2014-06-30,0.072600,0.123253,0.337833,4190526408.870000,1.042551,33991830608.300000,10706991587.00,10706991587.00
sh.600048,2014-10-28,2014-09-30,0.113618,0.127316,0.336328,6647765213.600000,1.138734,,10726624907.00,10723978907.00
sh.600048,2015-03-17,2014-12-31,0.215606,0.130495,0.320329,14231361345.190000,1.137055,109032985627.830000,10729745027.00,10729745027.00
sh.600048,2015-04-30,2015-03-31,0.020830,0.118947,0.423510,1582860554.050000,1.181151,,10733775317.00,10733645717.00
sh.600048,2015-08-25,2015-06-30,0.078796,0.139350,0.363043,5900790417.890000,1.239477,42300091534.630000,10752686853.00,10752686853.00
sh.600048,2015-10-30,2015-09-30,0.101757,0.127064,0.350921,8055863136.470000,1.170641,,10755245943.00,10755245943.00
sh.600048,2016-04-15,2015-12-31,0.185773,0.136335,0.331977,16827717865.390000,1.148052,123386340634.890000,10755245943.00,10755245943.00
sh.600048,2016-04-28,2016-03-31,0.018881,0.132071,0.403846,2492711707.510000,1.154436,,10756715193.00,10756715193.00
sh.600048,2016-08-30,2016-06-30,0.064705,0.126654,0.326042,6984542177.890000,1.042389,55024665450.200000,11855616365.00,10756715193.00
sh.600048,2016-10-29,2016-09-30,0.091386,0.116079,0.301252,10115311729.360000,1.095294,,11857812078.00,10758910906.00
sh.600048,2017-04-18,2016-12-31,0.154520,0.110325,0.289957,17073049723.990000,1.047542,154565635942.610000,11857812078.00,10758910906.00
sh.600048,2017-04-29,2017-03-31,0.020951,0.140824,0.383191,2521276386.090000,1.092017,,11858441061.00,10759539889.00
sh.600048,2017-08-30,2017-06-30,0.062535,0.131514,0.307962,7162086964.250000,1.105700,54397410524.200000,11858441061.00,11736340939.00
sh.600048,2017-10-27,2017-09-30,0.090164,0.134432,0.322094,10155059110.790000,1.145248,,11858441061.00,11736340939.00
sh.600048,2018-04-17,2017-12-31,0.159259,0.134493,0.310539,19677199679.160000,1.317702,146154996316.650000,11858441061.00,11736340939.00
sh.600048,2018-04-27,2018-03-31,0.017527,0.141420,0.397933,2846119644.000000,1.318117,,11858441061.00,11736340939.00
sh.600048,2018-08-14,2018-06-30,0.060119,0.156453,0.353863,9311159192.260000,1.389793,59364841997.340000,11858441061.00,11736340939.00
sh.600048,2018-10-30,2018-09-30,0.087336,0.142124,0.326859,13490486599.640000,1.425488,,11892264425.00,11770164303.00
sh.600048,2019-04-16,2018-12-31,0.165168,0.134433,0.324784,26149136570.510000,1.589211,193748774530.320000,11895029098.00,11772928976.00
sh.600048,2019-04-27,2019-03-31,0.018856,0.148085,0.398146,3343438362.600000,1.625052,,11895029098.00,11772928976.00
sh.600048,2019-08-13,2019-06-30,0.080377,0.182283,0.397548,12964194707.340000,1.880141,70850508180.520000,11895029098.00,11895029098.00
sh.600048,2019-10-26,2019-09-30,0.102507,0.157018,0.358735,17553619762.220000,1.857830,,11931097452.00,11931097452.00
sh.600048,2020-04-16,2019-12-31,0.201184,0.159172,0.349607,37553966244.680000,2.343064,235037758091.400000,11932675162.00,11932675162.00
