code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600297,2010-04-26,2010-03-31,0.002136,0.005415,0.125936,1592141.150000,0.024859,,350000000.00,274000000.00
sh.600297,2010-08-07,2010-06-30,0.000280,0.000339,0.117250,214080.280000,-0.008073,629702194.690000,350000000.00,274000000.00
sh.600297,2010-10-27,2010-09-30,0.002807,0.004602,0.116025,3406031.590000,-0.017086,,350000000.00,274000000.00
sh.600297,2011-04-09,2010-12-31,0.017511,0.013627,0.139123,14087991.000000,0.039437,1030873885.970000,350000000.00,274000000.00
sh.600297,2011-04-13,2011-03-31,0.008535,0.029681,0.134642,6830140.600000,0.054220,,350000000.00,274000000.00
sh.600297,2011-08-31,2011-06-30,0.005269,0.011065,0.137513,4603360.930000,0.050942,415387649.530000,350000000.00,350000000.00
sh.600297,2011-10-22,2011-09-30,0.006269,0.007746,0.127419,5244921.800000,0.047552,,350000000.00,350000000.00
sh.600297,2012-03-30,2011-12-31,0.006756,0.007277,0.129732,6694538.730000,0.015482,916468580.650000,350000000.00,350000000.00
sh.600297,2012-04-28,2012-03-31,0.004193,0.011604,0.107598,2715643.370000,0.005772,,350000000.00,350000000.00
sh.600297,2012-08-23,2012-06-30,0.007110,0.014585,0.103764,6815593.520000,0.020328,465041724.770000,350000000.00,350000000.00
sh.600297,2012-10-27,2012-09-30,0.054450,0.075347,0.138358,47887632.560000,0.132628,,350000000.00,350000000.00
sh.600297,2013-04-13,2012-12-31,0.054292,0.063962,0.152865,48591786.840000,0.132355,756717589.680000,350000000.00,350000000.00
sh.600297,2013-04-27,2013-03-31,0.002026,0.030376,0.285805,1865531.080000,0.127773,,350000000.00,350000000.00
sh.600297,2013-08-31,2013-06-30,0.017342,0.076552,0.238375,16305605.610000,0.160332,212204989.620000,350000000.00,350000000.00
sh.600297,2013-10-26,2013-09-30,0.032982,0.099960,0.268183,30970302.220000,0.086916,,350000000.00,350000000.00
sh.600297,2014-04-19,2013-12-31,0.057009,0.125470,0.241706,53632158.000000,0.150682,424533369.650000,350000000.00,350000000.00
sh.600297,2014-04-26,2014-03-31,0.003287,0.061638,0.263725,3056898.320000,0.154496,,350000000.00,350000000.00
sh.600297,2014-08-16,2014-06-30,0.016882,0.097517,0.220325,15927550.490000,0.150838,160654645.660000,350000000.00,350000000.00
sh.600297,2014-10-23,2014-09-30,0.028433,0.118697,0.220105,27272876.560000,0.142023,,350000000.00,350000000.00
sh.600297,2015-04-18,2014-12-31,0.035383,0.091774,0.195649,34095328.070000,0.096673,367846254.090000,350000000.00,350000000.00
sh.600297,2015-04-30,2015-03-31,0.003827,0.085932,0.284850,3647691.000000,0.098158,,350000000.00,350000000.00
sh.600297,2015-08-28,2015-06-30,0.086642,0.023024,0.095531,998006686.260000,-0.030940,43346345528.080000,3666933785.00,350000000.00
sh.600297,2015-10-30,2015-09-30,0.117397,0.020614,0.092735,1354302856.230000,-0.025708,,3666933785.00,350000000.00
sh.600297,2016-04-29,2015-12-31,0.181205,0.022609,0.092273,2118472777.910000,0.361490,93700035201.100000,5500400678.00,525000000.00
sh.600297,2016-04-29,2016-03-31,0.034398,0.029969,0.095132,773528145.260000,0.413415,,5500400678.00,525000000.00
sh.600297,2016-08-31,2016-06-30,0.063691,0.027240,0.092907,1463960760.320000,0.448051,53742640607.490000,5500400678.00,1839828570.00
sh.600297,2016-10-31,2016-09-30,0.091168,0.024059,0.093262,2157726333.000000,0.499532,,5500400678.00,1839828570.00
sh.600297,2017-04-29,2016-12-31,0.125833,0.022470,0.088447,3042977348.410000,0.509581,135049985182.750000,5500400678.00,1839828570.00
sh.600297,2017-04-29,2017-03-31,0.039525,0.033538,0.105030,1100131070.710000,0.552241,,5500400678.00,1839828570.00
sh.600297,2017-08-26,2017-06-30,0.081546,0.032849,0.107717,2308728038.470000,0.478996,70282792582.330000,7150520882.00,2391777141.00
sh.600297,2017-10-27,2017-09-30,0.116355,0.030140,0.102090,3379693424.530000,0.518378,,7150520882.00,2391777141.00
sh.600297,2018-04-24,2017-12-31,0.131890,0.028029,0.097196,4504552856.880000,0.476941,160309100088.520000,8144309682.00,2391777141.00
sh.600297,2018-04-28,2018-03-31,0.031094,0.033770,0.104791,1332850713.950000,0.494887,,8144309682.00,2391777141.00
sh.600297,2018-08-29,2018-06-30,0.058940,0.031905,0.107614,2493395808.420000,0.489792,77939532451.720000,8144309682.00,7150520882.00
sh.600297,2018-10-30,2018-09-30,0.087232,0.030793,0.107048,3707630523.000000,0.502212,,8217632682.00,7150520882.00
sh.600297,2019-04-24,2018-12-31,0.090045,0.023914,0.103106,3973923153.890000,0.396394,166172991985.020000,8217632682.00,8144309682.00
sh.600297,2019-04-30,2019-03-31,0.021455,0.026139,0.108016,974995963.220000,0.359280,,8183624750.00,8110301750.00
sh.600297,2019-08-24,2019-06-30,0.040718,0.023412,0.101359,1889597110.330000,0.324777,80710486078.990000,8183624750.00,8110301750.00
sh.600297,2019-10-29,2019-09-30,0.060083,0.022947,0.100948,2803655405.460000,0.288044,,8159979350.00,8110301750.00
sh.600297,2020-04-29,2019-12-31,0.069256,0.019449,0.098394,3315212570.150000,0.318714,170455950030.940000,8159979350.00,8110301750.00
