code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sh.600018,2010-04-20,2010-03-31,0.031380,0.296869,0.474465,1291203352.810000,0.192921,,20990800132.00,20990800132.00
sh.600018,2010-08-21,2010-06-30,0.080895,0.356333,0.505039,3226675549.710000,0.221848,8819498236.730000,20990800132.00,20990800132.00
sh.600018,2010-10-26,2010-09-30,0.119038,0.347767,0.501942,4892548263.910000,0.235672,,20990800132.00,20990800132.00
sh.600018,2011-04-21,2010-12-31,0.160576,0.346111,0.472700,6612612906.500000,0.258071,18655154283.160000,20990800132.00,20990800132.00
sh.600018,2011-04-30,2011-03-31,0.035251,0.302443,0.484745,1549311681.170000,0.269880,,20990800132.00,20990800132.00
sh.600018,2011-08-30,2011-06-30,0.063374,0.293715,0.476162,3099084840.360000,0.232894,10317366522.480000,22755179650.00,20990800132.00
sh.600018,2011-10-29,2011-09-30,0.092333,0.283953,0.471724,4583216628.940000,0.227425,,22755179650.00,20990800132.00
sh.600018,2012-03-28,2011-12-31,0.117070,0.265979,0.459055,5792714097.290000,0.207609,21167796537.010000,22755179650.00,20990800132.00
sh.600018,2012-04-28,2012-03-31,0.020146,0.191558,0.356649,1144804571.870000,0.192285,,22755179650.00,20990800132.00
sh.600018,2012-08-29,2012-06-30,0.050003,0.200840,0.341406,2740683377.600000,0.197194,13345132212.280000,22755179650.00,20990800132.00
sh.600018,2012-10-30,2012-09-30,0.077199,0.200607,0.334002,4300699440.110000,0.201091,,22755179650.00,20990800132.00
sh.600018,2013-03-27,2012-12-31,0.106792,0.205747,0.320709,5839315408.630000,0.218380,27713563116.660000,22755179650.00,20990800132.00
sh.600018,2013-04-25,2013-03-31,0.021107,0.191747,0.336930,1244567961.760000,0.222601,,22755179650.00,20990800132.00
sh.600018,2013-08-29,2013-06-30,0.053755,0.222285,0.336581,3052859953.310000,0.231443,13366928492.740000,22755179650.00,20990800132.00
sh.600018,2013-10-30,2013-09-30,0.082321,0.224559,0.344241,4744295018.600000,0.237641,,22755179650.00,20990800132.00
sh.600018,2014-03-28,2013-12-31,0.107744,0.222837,0.336599,6275614832.100000,0.230960,27401609001.810000,22755179650.00,20990800132.00
sh.600018,2014-04-29,2014-03-31,0.028495,0.249124,0.374428,1698885845.040000,0.249412,,22755179650.00,20990800132.00
sh.600018,2014-08-28,2014-06-30,0.058801,0.251709,0.375930,3472545424.650000,0.247718,13398296053.690000,22755179650.00,22755179650.00
sh.600018,2014-10-30,2014-09-30,0.091970,0.257178,0.372521,5506647516.210000,0.262432,,22755179650.00,22755179650.00
sh.600018,2015-03-28,2014-12-31,0.129649,0.272694,0.365863,7847793313.240000,0.297363,27984088750.360000,22755179650.00,22755179650.00
sh.600018,2015-04-30,2015-03-31,0.027150,0.246145,0.343916,1827335305.250000,0.300258,,22755179650.00,22755179650.00
sh.600018,2015-08-28,2015-06-30,0.055773,0.254859,0.350826,3765107602.150000,0.299145,14353800379.560000,23173674650.00,22755179650.00
sh.600018,2015-10-30,2015-09-30,0.080303,0.248086,0.339242,5536695176.070000,0.285318,,23173674650.00,22755179650.00
sh.600018,2016-03-29,2015-12-31,0.114958,0.266522,0.331729,7865271963.940000,0.283186,28664820123.210000,23173674650.00,22755179650.00
sh.600018,2016-04-30,2016-03-31,0.020280,0.208686,0.304676,1482812976.660000,0.270896,,23173674650.00,22755179650.00
sh.600018,2016-08-30,2016-06-30,0.049226,0.226087,0.326119,3485352033.920000,0.275389,14955038811.860000,23173674650.00,22755179650.00
sh.600018,2016-10-29,2016-09-30,0.066229,0.209443,0.301854,4777960731.750000,0.258731,,23173674650.00,22755179650.00
sh.600018,2017-03-29,2016-12-31,0.115332,0.257912,0.300800,8087901515.790000,0.299438,30414581971.910000,23173674650.00,22755179650.00
sh.600018,2017-04-29,2017-03-31,0.018335,0.180545,0.282537,1443011380.860000,0.296071,,23173674650.00,22755179650.00
sh.600018,2017-08-30,2017-06-30,0.055396,0.241003,0.302397,4029169449.100000,0.319101,16250961291.910000,23173674650.00,22755179650.00
sh.600018,2017-10-31,2017-09-30,0.077369,0.228650,0.302197,5765489289.760000,0.334188,,23173674650.00,22755179650.00
sh.600018,2018-03-28,2017-12-31,0.177196,0.343267,0.337089,12846413455.930000,0.497815,36466874173.130000,23173674650.00,22755179650.00
sh.600018,2018-04-28,2018-03-31,0.023420,0.219388,0.295222,1896342163.950000,0.519796,,23173674650.00,22755179650.00
sh.600018,2018-08-30,2018-06-30,0.049006,0.228114,0.300449,3994224347.760000,0.498406,17068130397.130000,23173674650.00,23173674650.00
sh.600018,2018-10-31,2018-09-30,0.073256,0.229450,0.283604,5984947888.180000,0.512738,,23173674650.00,23173674650.00
sh.600018,2019-03-28,2018-12-31,0.141647,0.301558,0.317433,11472021103.160000,0.443449,37133925826.630000,23173674650.00,23173674650.00
sh.600018,2019-04-30,2019-03-31,0.024756,0.261337,0.297311,2132185916.830000,0.455154,,23173674650.00,23173674650.00
sh.600018,2019-08-01,2019-06-30,0.057101,0.283795,0.307207,4880941188.890000,0.486027,16728797685.340000,23173674650.00,23173674650.00
sh.600018,2019-10-31,2019-09-30,0.086733,0.284362,0.306543,7566873258.270000,0.514988,,23173674650.00,23173674650.00
sh.600018,2020-04-10,2019-12-31,0.115000,0.274942,0.307074,9925845382.340000,0.391059,35100294381.470000,,
